model_entrez,model_symbol,human_entrez,human_symbol,species
37739,Eglp4,363,AQP6,fly
37737,Eglp2,363,AQP6,fly
37738,Eglp3,363,AQP6,fly
326119,5PtaseI,3632,INPP5A,fly
31157,Ocrl,3633,INPP5B,fly
32629,CG9784,3635,INPP5D,fly
37517,Synj,3635,INPP5D,fly
36911,CG6805,3635,INPP5D,fly
42545,CG7956,3635,INPP5D,fly
37517,Synj,3636,INPPL1,fly
37738,Eglp3,364,AQP7|LOC112267859,fly
37739,Eglp4,364,AQP7|LOC112267859,fly
37737,Eglp2,364,AQP7|LOC112267859,fly
37736,Eglp1,364,AQP7|LOC112267859,fly
44786,nerfin-1,3642,INSM1,fly
39877,eIF3e,3646,EIF3E,fly
3355064,Haspin,3654,IRAK1,fly
43283,pll,3654,IRAK1,fly
32661,if,3655,ITGA6,fly
36693,ItgaPS4,3655,ITGA6,fly
36692,scb,3655,ITGA6,fly
37732,ItgaPS5,3655,ITGA6,fly
3355064,Haspin,3656,IRAK2,fly
43283,pll,3656,IRAK2,fly
36236,Drip,366,AQP9,fly
37737,Eglp2,366,AQP9,fly
37739,Eglp4,366,AQP9,fly
37736,Eglp1,366,AQP9,fly
37738,Eglp3,366,AQP9,fly
64880,chico,3667,IRS1,fly
38912,ERR,367,AR,fly
35147,tup,3670,ISL1,fly
32661,if,3672,ITGA1,fly
32275,mew,3672,ITGA1,fly
36693,ItgaPS4,3672,ITGA1,fly
36692,scb,3672,ITGA1,fly
37732,ItgaPS5,3672,ITGA1,fly
32661,if,3673,ITGA2,fly
36692,scb,3673,ITGA2,fly
36693,ItgaPS4,3673,ITGA2,fly
37732,ItgaPS5,3673,ITGA2,fly
32661,if,3674,ITGA2B,fly
32275,mew,3674,ITGA2B,fly
36693,ItgaPS4,3674,ITGA2B,fly
36692,scb,3674,ITGA2B,fly
37732,ItgaPS5,3674,ITGA2B,fly
32661,if,3675,ITGA3,fly
32275,mew,3675,ITGA3,fly
36693,ItgaPS4,3675,ITGA3,fly
36692,scb,3675,ITGA3,fly
37732,ItgaPS5,3675,ITGA3,fly
32661,if,3676,ITGA4,fly
36693,ItgaPS4,3676,ITGA4,fly
36692,scb,3676,ITGA4,fly
37732,ItgaPS5,3676,ITGA4,fly
32661,if,3678,ITGA5,fly
36692,scb,3678,ITGA5,fly
36693,ItgaPS4,3678,ITGA5,fly
37732,ItgaPS5,3678,ITGA5,fly
32661,if,3679,ITGA7,fly
32275,mew,3679,ITGA7,fly
36692,scb,3679,ITGA7,fly
36693,ItgaPS4,3679,ITGA7,fly
37732,ItgaPS5,3679,ITGA7,fly
37428,CG10505,368,ABCC6,fly
35366,CG9270,368,ABCC6,fly
34686,MRP,368,ABCC6,fly
34148,CG7627,368,ABCC6,fly
35163,CG31792,368,ABCC6,fly
41387,Mrp4,368,ABCC6,fly
43451,CG11898,368,ABCC6,fly
43450,rdog,368,ABCC6,fly
42362,CG4562,368,ABCC6,fly
47905,l(2)03659,368,ABCC6,fly
32661,if,3680,ITGA9,fly
36693,ItgaPS4,3680,ITGA9,fly
36692,scb,3680,ITGA9,fly
37732,ItgaPS5,3680,ITGA9,fly
32661,if,3681,ITGAD,fly
32275,mew,3681,ITGAD,fly
36693,ItgaPS4,3681,ITGAD,fly
36692,scb,3681,ITGAD,fly
37732,ItgaPS5,3681,ITGAD,fly
32275,mew,3682,ITGAE,fly
32661,if,3682,ITGAE,fly
36692,scb,3682,ITGAE,fly
36693,ItgaPS4,3682,ITGAE,fly
37732,ItgaPS5,3682,ITGAE,fly
32661,if,3683,ITGAL,fly
32275,mew,3683,ITGAL,fly
36693,ItgaPS4,3683,ITGAL,fly
36692,scb,3683,ITGAL,fly
37732,ItgaPS5,3683,ITGAL,fly
32661,if,3684,ITGAM,fly
32275,mew,3684,ITGAM,fly
36693,ItgaPS4,3684,ITGAM,fly
36692,scb,3684,ITGAM,fly
37732,ItgaPS5,3684,ITGAM,fly
32661,if,3685,ITGAV,fly
32275,mew,3685,ITGAV,fly
36693,ItgaPS4,3685,ITGAV,fly
36692,scb,3685,ITGAV,fly
37732,ItgaPS5,3685,ITGAV,fly
32661,if,3687,ITGAX,fly
36693,ItgaPS4,3687,ITGAX,fly
36692,scb,3687,ITGAX,fly
37732,ItgaPS5,3687,ITGAX,fly
35368,Itgbn,3688,ITGB1,fly
44885,mys,3688,ITGB1,fly
35368,Itgbn,3689,ITGB2,fly
44885,mys,3689,ITGB2,fly
37776,eIF6,3692,EIF6,fly
37217,CG7461,37,ACADVL,fly
33082,Stt3A,3703,STT3A,fly
33718,CG8891,3704,ITPA,fly
34300,IP3K1,3706,ITPKA,fly
37465,CG10082,3706,ITPKA,fly
34300,IP3K1,3707,ITPKB,fly
37465,CG10082,3707,ITPKB,fly
49090,RyR,3708,ITPR1,fly
49090,RyR,3709,ITPR2,fly
49090,RyR,3710,ITPR3,fly
38979,CG6638,3712,IVD,fly
43275,Ser,3714,JAG2,fly
45250,deltaCOP,372,ARCN1,fly
39103,Jarid2,3720,JARID2,fly
36057,Jra,3725,JUN,fly
36057,Jra,3726,JUNB,fly
36057,Jra,3727,JUND,fly
31151,arm,3728,JUP,fly
42865,Kal1,3730,ANOS1,fly
31904,LysRS,3735,KARS1,fly
32565,ND-20,374291,NDUFS7,fly
43477,ND-20L,374291,NDUFS7,fly
3355145,CG12547,374354,NHLRC2,fly
326151,Pgant5,374378,GALNT18,fly
246627,Pgant9,374378,GALNT18,fly
38233,CG12020,374407,DNAJB13,fly
31351,CG6428,374569,ASPG,fly
41208,CG8526,374569,ASPG,fly
37928,CG4681,374618,TEX9,fly
32104,CG11696,374655,ZNF710,fly
35262,CG10631,374655,ZNF710,fly
43070,CG11902,374655,ZNF710,fly
43456,Mesh1,374659,HDDC3,fly
32288,CG15747,374786,EFCAB5,fly
35395,CG8679,374860,ANKRD30B,fly
7354405,CG42391,374860,ANKRD30B,fly
34736,CG31729,374868,ATP9B,fly
318794,CG31548,374875,HSD11B1L,fly
40691,CG31546,374875,HSD11B1L,fly
43502,CG7601,374875,HSD11B1L,fly
31944,Naxe,374887,YJEFN3,fly
31358,brn,374907,B3GNT8,fly
36195,TpnC47D,374955,SPATA21,fly
35473,TpnC41C,374955,SPATA21,fly
39916,TpnC73F,374955,SPATA21,fly
31775,Miga,374986,MIGA1,fly
40506,Arf79F,375,ARF1,fly
318930,NimA,375033,PEAR1,fly
40280,CG5104,375035,SFT2D2,fly
33930,Tango1,375056,MIA3,fly
37473,stum,375057,STUM,fly
44128,lmgB,375061,FAM89A,fly
43535,CG31038,375061,FAM89A,fly
33834,chic,375189,PFN4,fly
40129,Shal,3752,KCND3,fly
37985,pain,375248,ANKRD36,fly
326219,Sk2,375298,CERKL,fly
32089,Sk1,375298,CERKL,fly
40640,Cerk,375298,CERKL,fly
38251,Tmhs,375323,LHFPL4,fly
40560,CG32944,375449,MAST4,fly
39686,dop,375449,MAST4,fly
32428,eag,3756,KCNH1,fly
39996,Prestin,375611,SLC26A5,fly
38251,Tmhs,375612,LHFPL3,fly
32468,Cngl,3757,KCNH2,fly
36806,CngA,3757,KCNH2,fly
37479,CngB,3757,KCNH2,fly
37047,Elk,3757,KCNH2,fly
37843,sei,3757,KCNH2,fly
42287,CG6026,3757,KCNH2,fly
31212,temp,375743,PTAR1,fly
31716,sws,375775,PNPLA7,fly
35131,Irk3,3758,KCNJ1,fly
42742,Irk1,3764,KCNJ8,fly
42770,Irk2,3764,KCNJ8,fly
32426,pdgy,376497,SLC27A1,fly
26067068,Fatp1,376497,SLC27A1,fly
37657,Fatp2,376497,SLC27A1,fly
36356,CG8834,376497,SLC27A1,fly
37357,CG17999,376497,SLC27A1,fly
37358,CG9993,376497,SLC27A1,fly
37887,Fatp3,376497,SLC27A1,fly
38658,CG5568,376497,SLC27A1,fly
37901,CG4563,376497,SLC27A1,fly
38659,CG18586,376497,SLC27A1,fly
42354,CG11407,376497,SLC27A1,fly
42351,CG6300,376497,SLC27A1,fly
42352,CG11659,376497,SLC27A1,fly
41477,CG4830,376497,SLC27A1,fly
42355,CG11453,376497,SLC27A1,fly
42353,CG11391,376497,SLC27A1,fly
35131,Irk3,3766,KCNJ10,fly
42742,Irk1,3767,KCNJ11,fly
42770,Irk2,3767,KCNJ11,fly
35131,Irk3,3769,KCNJ13,fly
40506,Arf79F,377,ARF3,fly
35131,Irk3,3772,KCNJ15,fly
32020,Ork1,3775,KCNK1,fly
41125,Task7,3775,KCNK1,fly
41671,Task6,3775,KCNK1,fly
42222,CG10864,3775,KCNK1,fly
7354472,CG42340,3775,KCNK1,fly
32020,Ork1,3776,KCNK2,fly
41125,Task7,3776,KCNK2,fly
7354472,CG42340,3776,KCNK2,fly
42222,CG10864,3776,KCNK2,fly
41671,Task6,3776,KCNK2,fly
31915,CARPB,377677,CA13,fly
37366,CAH15,377677,CA13,fly
36126,CAH13,377677,CA13,fly
37359,CAH14,377677,CA13,fly
41238,CAH7,377677,CA13,fly
42625,CAH8,377677,CA13,fly
50101,CAH16,377677,CA13,fly
50102,CAH5,377677,CA13,fly
42965,CAH4,377677,CA13,fly
43264,CAH9,377677,CA13,fly
43701,CAH6,377677,CA13,fly
41125,Task7,3777,KCNK3,fly
42222,CG10864,3777,KCNK3,fly
41671,Task6,3777,KCNK3,fly
7354472,CG42340,3777,KCNK3,fly
5740325,SLO2,3778,KCNMA1,fly
31456,SK,3780,KCNN1,fly
31456,SK,3781,KCNN2,fly
31456,SK,3782,KCNN3,fly
31456,SK,3783,KCNN4,fly
326172,Nepl3,3792,KEL,fly
31464,frma,3792,KEL,fly
32660,goe,3792,KEL,fly
33005,Nep3,3792,KEL,fly
31547,Nep1,3792,KEL,fly
33893,Nepl6,3792,KEL,fly
32234,Nep6,3792,KEL,fly
33892,Nepl5,3792,KEL,fly
34671,Nepl7,3792,KEL,fly
34983,Nepl8,3792,KEL,fly
41172,Nepl12,3792,KEL,fly
42699,Nepl13,3792,KEL,fly
42701,Nepl15,3792,KEL,fly
43408,Nepl17,3792,KEL,fly
43410,Nepl18,3792,KEL,fly
43356,Nep7,3792,KEL,fly
43411,Nepl19,3792,KEL,fly
42449,Nep4,3792,KEL,fly
42700,Nepl14,3792,KEL,fly
43412,Nepl20,3792,KEL,fly
43413,Nepl21,3792,KEL,fly
39279,CG12289,3795,KHK,fly
40203,CG7335,3795,KHK,fly
40204,CG7328,3795,KHK,fly
39280,CG7551,3795,KHK,fly
39332,Klp68D,3797,KIF3C,fly
36810,Khc,3799,KIF5B,fly
31695,CG10932,38,ACAT1,fly
43823,Arf102F,381,ARF5,fly
318221,CG32808,3816,KLK1,fly
318653,CG31269,3816,KLK1,fly
32649,CG9673,3816,KLK1,fly
14462452,CG12256,3816,KLK1,fly
34836,Send2,3816,KLK1,fly
34638,Phae2,3816,KLK1,fly
41484,CG3916,3816,KLK1,fly
41482,CG17404,3816,KLK1,fly
42067,CG17477,3816,KLK1,fly
42070,CG4053,3816,KLK1,fly
318653,CG31269,3817,KLK2,fly
14462452,CG12256,3817,KLK2,fly
318221,CG32808,3817,KLK2,fly
32649,CG9673,3817,KLK2,fly
34836,Send2,3817,KLK2,fly
34638,Phae2,3817,KLK2,fly
41482,CG17404,3817,KLK2,fly
42070,CG4053,3817,KLK2,fly
42067,CG17477,3817,KLK2,fly
41484,CG3916,3817,KLK2,fly
318651,CG31267,3818,KLKB1,fly
42071,CG31266,3818,KLKB1,fly
36699,Arf51F,382,ARF6,fly
40368,rgn,3820,KLRB1,fly
40368,rgn,3821,KLRC1,fly
40368,rgn,3822,KLRC2,fly
40368,rgn,3824,KLRD1,fly
46717,arg,383,ARG1,fly
39445,Klc,3831,KLC1,fly
32107,nod,3832,KIF11,fly
40160,Kap-alpha1,3836,KPNA1,fly
35336,Fs(2)Ket,3837,KPNB1,fly
41158,Kap-alpha3,3839,KPNA3,fly
38675,alphaKap4,3839,KPNA3,fly
46717,arg,384,ARG2,fly
38675,alphaKap4,3840,KPNA4,fly
41158,Kap-alpha3,3840,KPNA4,fly
40160,Kap-alpha1,3841,KPNA5,fly
38722,CG8219,3842,TNPO1,fly
40581,Karybeta3,3843,IPO5,fly
37456,twz,386617,KCTD8,fly
37456,twz,386618,KCTD4,fly
36775,Rho1,387,RHOA,fly
33981,smt3,387082,SUMO4,fly
33293,l(2)10685,387338,NSUN4,fly
31047,CG3690,387601,SLC22A25,fly
2769006,CG33234,387601,SLC22A25,fly
326130,CG31272,387601,SLC22A25,fly
2769005,CG33233,387601,SLC22A25,fly
318594,CG31106,387601,SLC22A25,fly
32127,CG15221,387601,SLC22A25,fly
36417,Balat,387601,SLC22A25,fly
36458,CG4630,387601,SLC22A25,fly
40441,CG7458,387601,SLC22A25,fly
38664,CG10486,387601,SLC22A25,fly
40437,SLC22A,387601,SLC22A25,fly
38662,CG5592,387601,SLC22A25,fly
38689,CG42269,387601,SLC22A25,fly
40590,CG44098,387601,SLC22A25,fly
41287,CG14691,387601,SLC22A25,fly
42019,CG12783,387601,SLC22A25,fly
41791,CG14857,387601,SLC22A25,fly
43030,CG31103,387601,SLC22A25,fly
42891,Orct,387601,SLC22A25,fly
41789,CG14855,387601,SLC22A25,fly
42893,CG6356,387601,SLC22A25,fly
42336,CG17751,387601,SLC22A25,fly
42339,CG6231,387601,SLC22A25,fly
42338,CG16727,387601,SLC22A25,fly
41790,CG14856,387601,SLC22A25,fly
42890,Orct2,387601,SLC22A25,fly
42376,CG4462,387601,SLC22A25,fly
42377,CG4459,387601,SLC22A25,fly
42335,CG7342,387601,SLC22A25,fly
42334,CG7333,387601,SLC22A25,fly
42337,CG17752,387601,SLC22A25,fly
42374,CG4465,387601,SLC22A25,fly
37331,FAM21,387680,WASHC2A,fly
32925,CG8051,387700,SLC16A12,fly
32915,CG14196,387700,SLC16A12,fly
32926,out,387700,SLC16A12,fly
31198,Mct1,387700,SLC16A12,fly
36630,CG12866,387700,SLC16A12,fly
36577,CG8468,387700,SLC16A12,fly
36263,Sln,387700,SLC16A12,fly
38104,CG13907,387700,SLC16A12,fly
36982,Cc2d2a,387707,CC2D2B,fly
33351,Eno,387712,ENO4,fly
37355,insc,387755,INSC,fly
2769005,CG33233,387775,SLC22A10,fly
31047,CG3690,387775,SLC22A10,fly
2769006,CG33234,387775,SLC22A10,fly
326130,CG31272,387775,SLC22A10,fly
318594,CG31106,387775,SLC22A10,fly
32127,CG15221,387775,SLC22A10,fly
36458,CG4630,387775,SLC22A10,fly
36417,Balat,387775,SLC22A10,fly
40441,CG7458,387775,SLC22A10,fly
40590,CG44098,387775,SLC22A10,fly
41287,CG14691,387775,SLC22A10,fly
40437,SLC22A,387775,SLC22A10,fly
38662,CG5592,387775,SLC22A10,fly
38664,CG10486,387775,SLC22A10,fly
38689,CG42269,387775,SLC22A10,fly
42337,CG17752,387775,SLC22A10,fly
42339,CG6231,387775,SLC22A10,fly
43030,CG31103,387775,SLC22A10,fly
42338,CG16727,387775,SLC22A10,fly
42377,CG4459,387775,SLC22A10,fly
42019,CG12783,387775,SLC22A10,fly
42336,CG17751,387775,SLC22A10,fly
42335,CG7342,387775,SLC22A10,fly
41791,CG14857,387775,SLC22A10,fly
41790,CG14856,387775,SLC22A10,fly
42376,CG4462,387775,SLC22A10,fly
42374,CG4465,387775,SLC22A10,fly
42891,Orct,387775,SLC22A10,fly
42890,Orct2,387775,SLC22A10,fly
41789,CG14855,387775,SLC22A10,fly
42334,CG7333,387775,SLC22A10,fly
42893,CG6356,387775,SLC22A10,fly
40565,CG9804,387787,LIPT2,fly
40368,rgn,387836,CLEC2A,fly
40368,rgn,387837,CLEC12B,fly
251645,CG32276,387923,SERP2,fly
41285,tomboy20,387990,TOMM20L,fly
40189,Tom20,387990,TOMM20L,fly
36775,Rho1,388,RHOB,fly
42838,CG13603,388021,TMEM179,fly
37973,Dll,388112,NANOGP8,fly
37751,sigmar,388121,TNFAIP8L3,fly
33948,meng,388228,SBK1,fly
36850,CG4945,388228,SBK1,fly
246587,CG30392,388323,GLTPD2,fly
32475,CG6299,388323,GLTPD2,fly
31949,CG15309,388403,YPEL2,fly
32125,Tango10,388419,BTBD17,fly
38141,tfc,388512,CLEC17A,fly
3885602,CG34033,388512,CLEC17A,fly
53523,lectin-46Ca,388512,CLEC17A,fly
53522,lectin-46Cb,388512,CLEC17A,fly
41854,CG14866,388512,CLEC17A,fly
53516,lectin-33A,388512,CLEC17A,fly
31106,sta,388524,RPSAP58,fly
33287,CG14340,388531,RGS9BP,fly
5740672,CG34351,388531,RGS9BP,fly
41404,CG18476,388558,ZNF808,fly
43069,CG10669,388558,ZNF808,fly
31267,CG2712,388567,ZNF749,fly
39697,Phs,388567,ZNF749,fly
41445,CG3281,388567,ZNF749,fly
31265,dwg,388569,ZNF324B,fly
41831,CG6654,388569,ZNF324B,fly
32800,Hesr,388585,HES5,fly
35168,Sidpn,388585,HES5,fly
35800,dpn,388585,HES5,fly
38995,h,388585,HES5,fly
43160,E(spl)m7-HLH,388585,HES5,fly
43156,E(spl)m3-HLH,388585,HES5,fly
44669,cwo,388585,HES5,fly
43161,E(spl)m8-HLH,388585,HES5,fly
43151,E(spl)mgamma-HLH,388585,HES5,fly
43158,E(spl)m5-HLH,388585,HES5,fly
43152,E(spl)mbeta-HLH,388585,HES5,fly
43150,E(spl)mdelta-HLH,388585,HES5,fly
39137,vsg,388611,CD164L2,fly
39325,CG6024,388633,LDLRAD1,fly
42934,atl,388646,GBP7,fly
2768997,CG12038,388650,DIPK1A,fly
31293,N,388677,NOTCH2NLA,fly
35702,CG17985,388695,LYSMD1,fly
36111,CG17765,388743,CAPN8,fly
39165,CalpB,388743,CAPN8,fly
7354420,CG42376,388753,COA6,fly
31039,CG3708,388951,TSPYL6,fly
37798,Nap1,388951,TSPYL6,fly
43343,mil,388951,TSPYL6,fly
41844,Set,388951,TSPYL6,fly
36775,Rho1,389,RHOC,fly
33939,Nhe3,389015,SLC9A4,fly
35376,Nhe2,389015,SLC9A4,fly
2768719,luna,389058,SP5,fly
37818,CG3065,389058,SP5,fly
37520,Plekhm1,389072,PLEKHM3,fly
32104,CG11696,389114,ZNF662,fly
35262,CG10631,389114,ZNF662,fly
43070,CG11902,389114,ZNF662,fly
36421,vg,389136,VGLL3,fly
31316,CG12206,389207,GRXCR1,fly
40749,CG31559,389207,GRXCR1,fly
31763,CG1632,389208,TMPRSS11F,fly
40318,CG10587,389208,TMPRSS11F,fly
41958,Sb,389208,TMPRSS11F,fly
59226,CG17242,389208,TMPRSS11F,fly
3346162,Gfrl,389400,GFRAL,fly
38639,lin-28,389421,LIN28B,fly
39242,Iyd,389434,IYD,fly
34621,CG6770,389493,NUPR2,fly
38454,CG14977,389541,LAMTOR4,fly
41431,glo,389677,RBM12B,fly
44095,fus,389677,RBM12B,fly
37336,maf-S,389692,MAFA,fly
35227,tj,389692,MAFA,fly
34912,kek3,389816,LRRC26,fly
34823,CG18095,389816,LRRC26,fly
38579,CG7509,389816,LRRC26,fly
38590,Con,389816,LRRC26,fly
42366,Ask1,389840,MAP3K15,fly
31460,CG16756,389852,SPACA5,fly
246428,CG30062,389852,SPACA5,fly
36798,CG7798,389852,SPACA5,fly
37340,CG16799,389852,SPACA5,fly
37341,CG11159,389852,SPACA5,fly
38122,LysX,389852,SPACA5,fly
38129,LysP,389852,SPACA5,fly
38130,LysS,389852,SPACA5,fly
38125,LysB,389852,SPACA5,fly
38127,LysD,389852,SPACA5,fly
38128,LysE,389852,SPACA5,fly
38866,CG8492,389852,SPACA5,fly
37646,CNBP,389874,ZCCHC13,fly
32666,CG4768,389895,LOC389895,fly
32358,ben,389898,UBE2NL,fly
34849,CG3473,389898,UBE2NL,fly
33496,lilli,3899,AFF3,fly
38147,CG9149,39,ACAT2,fly
3355151,scro,390010,NKX1-2,fly
41747,NK7.1,390010,NKX1-2,fly
32973,Ssu72,390033,SSU72L1,fly
32292,CG1640,390110,ACCSL,fly
39233,CG6321,390110,ACCSL,fly
33837,lid,390245,KDM4E,fly
37973,Dll,390259,BSX,fly
40948,CG10435,390595,UBAP1L,fly
246428,CG30062,3906,LALBA,fly
31460,CG16756,3906,LALBA,fly
37341,CG11159,3906,LALBA,fly
37340,CG16799,3906,LALBA,fly
36798,CG7798,3906,LALBA,fly
38128,LysE,3906,LALBA,fly
38127,LysD,3906,LALBA,fly
38130,LysS,3906,LALBA,fly
38125,LysB,3906,LALBA,fly
38129,LysP,3906,LALBA,fly
38122,LysX,3906,LALBA,fly
38866,CG8492,3906,LALBA,fly
39097,CG3552,390637,GDPGP1,fly
45816,onecut,390874,ONECUT3,fly
35231,CG10194,390916,NUDT19,fly
35228,CG10195,390916,NUDT19,fly
35232,CG18094,390916,NUDT19,fly
32019,CG1637,390928,ACP7,fly
31267,CG2712,390980,ZNF805,fly
39697,Phs,390980,ZNF805,fly
41445,CG3281,390980,ZNF805,fly
32800,Hesr,390992,HES3,fly
43161,E(spl)m8-HLH,390992,HES3,fly
43160,E(spl)m7-HLH,390992,HES3,fly
43156,E(spl)m3-HLH,390992,HES3,fly
43151,E(spl)mgamma-HLH,390992,HES3,fly
43150,E(spl)mdelta-HLH,390992,HES3,fly
43158,E(spl)m5-HLH,390992,HES3,fly
44669,cwo,390992,HES3,fly
43152,E(spl)mbeta-HLH,390992,HES3,fly
34838,l(2)34Fc,391059,FRRS1,fly
36768,CG8399,391059,FRRS1,fly
43454,CG14515,391059,FRRS1,fly
53433,Vhl,391104,VHLL,fly
38893,CG7565,391253,SPINT4,fly
42014,CG14903,391356,PTRHD1,fly
36548,St4,391365,SULT6B1,fly
37742,St1,391365,SULT6B1,fly
37743,St3,391365,SULT6B1,fly
317926,CG32225,3916,LAMP1,fly
32800,Hesr,391723,HELT,fly
43151,E(spl)mgamma-HLH,391723,HELT,fly
44669,cwo,391723,HELT,fly
43161,E(spl)m8-HLH,391723,HELT,fly
43150,E(spl)mdelta-HLH,391723,HELT,fly
43160,E(spl)m7-HLH,391723,HELT,fly
43158,E(spl)m5-HLH,391723,HELT,fly
43152,E(spl)mbeta-HLH,391723,HELT,fly
43156,E(spl)m3-HLH,391723,HELT,fly
34293,Taf11,391742,TAF11L2,fly
317926,CG32225,3920,LAMP2,fly
31106,sta,3921,RPSA,fly
40860,MAGE,392433,MAGEB6B,fly
33863,stai,3925,STMN1,fly
42166,Cbp20,392517,NCBP2L,fly
34912,kek3,392617,ELFN1,fly
38590,Con,392617,ELFN1,fly
39864,Lasp,3927,LASP1,fly
41154,CG16789,392843,IQCA1L,fly
40192,CG14183,392843,IQCA1L,fly
37482,LBR,3930,LBR,fly
32721,Fim,3936,LCP1,fly
39872,CG9701,3938,LCT,fly
36089,Ndg,3949,LDLR,fly
44279,arr,3949,LDLR,fly
43781,RhoGAP102A,395,ARHGAP6,fly
37912,Letm1,3954,LETM1,fly
40314,fng,3955,LFNG,fly
33267,CG13950,3956,LGALS1,fly
33162,galectin,3956,LGALS1,fly
33163,CG11374,3956,LGALS1,fly
37485,Loxl2,3959,LGALS3BP,fly
40179,RhoGDI,396,ARHGDIA,fly
33267,CG13950,3963,LGALS7|LGALS7B,fly
33163,CG11374,3963,LGALS7|LGALS7B,fly
33162,galectin,3963,LGALS7|LGALS7B,fly
33162,galectin,3965,LGALS9,fly
33267,CG13950,3965,LGALS9,fly
33163,CG11374,3965,LGALS9,fly
40179,RhoGDI,397,ARHGDIB,fly
3355097,Gpb5,3972,LHB,fly
42133,Lgr1,3973,LHCGR,fly
37791,DNAlig1,3978,LIG1,fly
40179,RhoGDI,398,ARHGDIG,fly
41518,DNAlig3,3980,LIG3,fly
32322,DNAlig4,3981,LIG4,fly
261629,Unc-115a,3983,ABLIM1,fly
41178,Unc-115b,3983,ABLIM1,fly
318591,CG31091,3988,LIPA,fly
33559,CG2772,3988,LIPA,fly
34450,Lip4,3988,LIPA,fly
34463,CG31871,3988,LIPA,fly
34461,CG17097,3988,LIPA,fly
34460,CG18284,3988,LIPA,fly
34458,CG31872,3988,LIPA,fly
34457,CG7329,3988,LIPA,fly
36686,CG8093,3988,LIPA,fly
35447,CG3635,3988,LIPA,fly
34451,CG18301,3988,LIPA,fly
34452,CG18302,3988,LIPA,fly
40267,mag,3988,LIPA,fly
37877,CG11406,3988,LIPA,fly
41643,Lip3,3988,LIPA,fly
41555,CG11600,3988,LIPA,fly
43973,Lip1,3988,LIPA,fly
43135,CG31089,3988,LIPA,fly
41554,CG11598,3988,LIPA,fly
41556,CG11608,3988,LIPA,fly
43980,Lip2,3988,LIPA,fly
41557,CG6753,3988,LIPA,fly
59241,CG18530,3988,LIPA,fly
33405,CG4267,3990,LIPC,fly
32709,CG5162,3990,LIPC,fly
32708,CG18258,3990,LIPC,fly
36895,CG6472,3990,LIPC,fly
35439,CG6675,3990,LIPC,fly
40243,CG5665,3990,LIPC,fly
41954,sxe2,3990,LIPC,fly
43248,CG17192,3990,LIPC,fly
43252,CG6271,3990,LIPC,fly
43247,CG6295,3990,LIPC,fly
43249,CG17191,3990,LIPC,fly
43251,CG6277,3990,LIPC,fly
43246,CG6296,3990,LIPC,fly
43250,CG6283,3990,LIPC,fly
43086,CG4582,3990,LIPC,fly
37289,Hsl,3991,LIPE,fly
33156,l(2)gl,3993,LLGL2,fly
37201,ena,399473,SPRED3,fly
36643,Spred,399473,SPRED3,fly
38102,CG12502,399474,TMEM200B,fly
33156,l(2)gl,3996,LLGL1,fly
35400,CG8671,399665,FAM102A,fly
41955,Mhcl,399687,MYO18A,fly
42872,CG5510,3998,LMAN1,fly
35864,gcl,399814,C10orf120,fly
33504,CG9643,399818,EEF1AKMT2,fly
31204,pcx,399909,PCNX3,fly
32671,ppk28,40,ASIC2,fly
318213,ppk8,40,ASIC2,fly
2768987,ppk5,40,ASIC2,fly
318593,ppk22,40,ASIC2,fly
36864,Nach,40,ASIC2,fly
34295,ppk18,40,ASIC2,fly
37286,ppk6,40,ASIC2,fly
37498,ppk9,40,ASIC2,fly
37566,ppk12,40,ASIC2,fly
34299,ppk11,40,ASIC2,fly
35006,ppk17,40,ASIC2,fly
37844,ppk29,40,ASIC2,fly
3885612,ppk16,40,ASIC2,fly
43702,ppk24,40,ASIC2,fly
39745,Arl1,400,ARL1,fly
40042,MED11,400569,MED11,fly
33262,dock,400581,GRAPL,fly
53557,esn,4007,PRICKLE3,fly
45343,pk,4007,PRICKLE3,fly
33262,dock,400745,SH2D5,fly
34263,numb,400793,C1orf226,fly
39866,Dab,400793,C1orf226,fly
39111,CG42673,400793,C1orf226,fly
41163,CG8312,400793,C1orf226,fly
53472,Aplip1,400793,C1orf226,fly
31658,CG8300,400823,FAM177B,fly
318553,CG31007,400916,CHCHD10,fly
41591,Paip2,400961,PAIP2B,fly
37985,pain,400986,ANKRD36C,fly
31487,PGAP1,401027,C2orf66,fly
33732,CG9121,401036,ASB18,fly
38227,CG13933,401036,ASB18,fly
33287,CG14340,401190,RGS7BP,fly
5740672,CG34351,401190,RGS7BP,fly
326133,CG31343,4012,LNPEP,fly
31994,CG9806,4012,LNPEP,fly
31995,CG2111,4012,LNPEP,fly
326140,CG31445,4012,LNPEP,fly
34935,CG7653,4012,LNPEP,fly
37695,CG3502,4012,LNPEP,fly
39308,CG6071,4012,LNPEP,fly
42557,CG31233,4012,LNPEP,fly
44359,CG46339,4012,LNPEP,fly
42556,CG5849,4012,LNPEP,fly
53473,SP1029,4012,LNPEP,fly
33863,stai,401236,STMND1,fly
37957,CG3880,401251,SAPCD1,fly
246638,ave,401474,SAMD12,fly
34762,Hacd2,401494,HACD4,fly
43192,CG5447,401647,GOLGA7B,fly
43712,Loxl1,4017,LOXL2,fly
33544,Fign,401720,FIGNL2,fly
40715,kat-60L1,401720,FIGNL2,fly
53566,Kat60,401720,FIGNL2,fly
2768847,CG33459,4018,LPA,fly
