trait,trait_label,k
http://www.orpha.net/ORDO/Orphanet_69028,Dysostosis with brachydactyly,7
http://www.orpha.net/ORDO/Orphanet_69665,Intrahepatic cholestasis of pregnancy,1
http://www.orpha.net/ORDO/Orphanet_71202,Rare hemorrhagic disorder due to a constitutional platelet anomaly,2
http://www.orpha.net/ORDO/Orphanet_71209,Rare soft tissue tumor,3
http://www.orpha.net/ORDO/Orphanet_71859,Rare genetic neurological disorder,39
http://www.orpha.net/ORDO/Orphanet_71862,Inherited retinal disorder,13
http://www.orpha.net/ORDO/Orphanet_71864,Muscular channelopathy,10
http://www.orpha.net/ORDO/Orphanet_73014,Intractable diarrhea of infancy,1
http://www.orpha.net/ORDO/Orphanet_738,Porphyria,4
http://www.orpha.net/ORDO/Orphanet_748,Mendelian susceptibility to mycobacterial diseases,1
http://www.orpha.net/ORDO/Orphanet_765,Pyruvate dehydrogenase deficiency,10
http://www.orpha.net/ORDO/Orphanet_768,Familial long QT syndrome,12
http://www.orpha.net/ORDO/Orphanet_77240,Primary lymphedema,1
http://www.orpha.net/ORDO/Orphanet_777,X-linked non-syndromic intellectual disability,1
http://www.orpha.net/ORDO/Orphanet_77828,Genetic obesity,5
http://www.orpha.net/ORDO/Orphanet_77830,Rare genetic odontologic disease,6
http://www.orpha.net/ORDO/Orphanet_79062,Disorder of amino acid and other organic acid metabolism,20
http://www.orpha.net/ORDO/Orphanet_791,Retinitis pigmentosa,10
http://www.orpha.net/ORDO/Orphanet_79161,Disorder of carbohydrate metabolism,11
http://www.orpha.net/ORDO/Orphanet_79163,Classic organic aciduria,6
http://www.orpha.net/ORDO/Orphanet_79166,Disorder of amino acid absorption and transport,3
http://www.orpha.net/ORDO/Orphanet_79167,Disorder of urea cycle metabolism and ammonia detoxification,2
http://www.orpha.net/ORDO/Orphanet_79168,Disorder of bile acid synthesis,2
http://www.orpha.net/ORDO/Orphanet_79169,Disorder of neurotransmitter metabolism and transport,2
http://www.orpha.net/ORDO/Orphanet_79171,Disorder of cobalamin metabolism and transport,9
http://www.orpha.net/ORDO/Orphanet_79173,Disorder of methionine cycle and sulfur amino acid metabolism,6
http://www.orpha.net/ORDO/Orphanet_79174,Disorder of fatty acid oxidation and ketone body metabolism,11
http://www.orpha.net/ORDO/Orphanet_79185,Disorder of ornithine or proline metabolism,5
http://www.orpha.net/ORDO/Orphanet_79191,Disorder of purine metabolism,11
http://www.orpha.net/ORDO/Orphanet_79193,Disorder of pyrimidine metabolism,1
http://www.orpha.net/ORDO/Orphanet_79194,Disorder of serine or glycine metabolism,1
http://www.orpha.net/ORDO/Orphanet_79195,Sterol biosynthesis disorder,1
http://www.orpha.net/ORDO/Orphanet_79200,Disorder of energy metabolism,24
http://www.orpha.net/ORDO/Orphanet_79201,Glycogen storage disease,9
http://www.orpha.net/ORDO/Orphanet_79213,Mucopolysaccharidosis,4
http://www.orpha.net/ORDO/Orphanet_79214,Disorder of biogenic amine metabolism and transport,4
http://www.orpha.net/ORDO/Orphanet_79224,Disorder of purine or pyrimidine metabolism,12
http://www.orpha.net/ORDO/Orphanet_79225,Sphingolipidosis,2
http://www.orpha.net/ORDO/Orphanet_79226,Sterol metabolism disorder,3
http://www.orpha.net/ORDO/Orphanet_79353,Epidermal disease,16
http://www.orpha.net/ORDO/Orphanet_79354,Ichthyosis,6
http://www.orpha.net/ORDO/Orphanet_79357,Hereditary palmoplantar keratoderma,2
http://www.orpha.net/ORDO/Orphanet_79362,Epidermal appendage anomaly,13
http://www.orpha.net/ORDO/Orphanet_79363,Hair anomaly,4
http://www.orpha.net/ORDO/Orphanet_79367,Syndromic hair shaft abnormality,1
http://www.orpha.net/ORDO/Orphanet_79373,Ectodermal dysplasia syndrome,14
http://www.orpha.net/ORDO/Orphanet_79374,Pigmentation anomaly of the skin,6
http://www.orpha.net/ORDO/Orphanet_79375,Hyperpigmentation of the skin,10
http://www.orpha.net/ORDO/Orphanet_79376,Hypopigmentation of the skin,1
http://www.orpha.net/ORDO/Orphanet_79377,Dermis disorder,2
http://www.orpha.net/ORDO/Orphanet_79378,Dermis elastic tissue disorder,3
http://www.orpha.net/ORDO/Orphanet_79382,Subcutaneous tissue disease,3
http://www.orpha.net/ORDO/Orphanet_79386,Rare skin tumor or hamartoma,2
http://www.orpha.net/ORDO/Orphanet_79387,Metabolic disease with skin involvement,4
http://www.orpha.net/ORDO/Orphanet_79389,Premature aging,3
http://www.orpha.net/ORDO/Orphanet_79390,Rare photodermatosis,7
http://www.orpha.net/ORDO/Orphanet_79394,Congenital ichthyosiform erythroderma,1
http://www.orpha.net/ORDO/Orphanet_79430,Hermansky-Pudlak syndrome,1
http://www.orpha.net/ORDO/Orphanet_801,Scleroderma,1
http://www.orpha.net/ORDO/Orphanet_803,Amyotrophic lateral sclerosis,1
http://www.orpha.net/ORDO/Orphanet_83001,Urogenital tract malformation,2
http://www.orpha.net/ORDO/Orphanet_84,Fanconi anemia,3
http://www.orpha.net/ORDO/Orphanet_86814,Benign adult familial myoclonic epilepsy,1
http://www.orpha.net/ORDO/Orphanet_87277,Rare intellectual disability,25
http://www.orpha.net/ORDO/Orphanet_87884,Non-syndromic genetic deafness,11
http://www.orpha.net/ORDO/Orphanet_886,Usher syndrome,7
http://www.orpha.net/ORDO/Orphanet_88616,Autosomal recessive non-syndromic intellectual disability,1
http://www.orpha.net/ORDO/Orphanet_88632,Anterior segment developmental anomaly,1
http://www.orpha.net/ORDO/Orphanet_88661,Amelogenesis imperfecta,5
http://www.orpha.net/ORDO/Orphanet_88673,Hepatocellular carcinoma,2
http://www.orpha.net/ORDO/Orphanet_88991,Rare congenital non-syndromic heart malformation,5
http://www.orpha.net/ORDO/Orphanet_89043,Rare dementia,11
http://www.orpha.net/ORDO/Orphanet_895,Waardenburg syndrome type 2,2
http://www.orpha.net/ORDO/Orphanet_89826,Rare skin disease,10
http://www.orpha.net/ORDO/Orphanet_90025,Non-syndromic syndactyly,1
http://www.orpha.net/ORDO/Orphanet_90291,Systemic sclerosis,1
http://www.orpha.net/ORDO/Orphanet_904,Williams syndrome,4
http://www.orpha.net/ORDO/Orphanet_90635,Rare autosomal dominant non-syndromic sensorineural deafness type DFNA,9
http://www.orpha.net/ORDO/Orphanet_90636,Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,10
http://www.orpha.net/ORDO/Orphanet_90642,Syndromic genetic deafness,11
http://www.orpha.net/ORDO/Orphanet_90692,Rare endocrine growth disease,8
http://www.orpha.net/ORDO/Orphanet_90771,Difference of sex development,6
http://www.orpha.net/ORDO/Orphanet_90970,Primary lipodystrophy,2
http://www.orpha.net/ORDO/Orphanet_91024,Autosomal recessive axonal hereditary motor and sensory neuropathy,2
http://www.orpha.net/ORDO/Orphanet_91387,Familial thoracic aortic aneurysm and aortic dissection,2
http://www.orpha.net/ORDO/Orphanet_91492,Early onset non-syndromic cataract,1
http://www.orpha.net/ORDO/Orphanet_92,Juvenile idiopathic arthritis,1
http://www.orpha.net/ORDO/Orphanet_93419,Rare bone disease,10
http://www.orpha.net/ORDO/Orphanet_93426,Ciliopathies with major skeletal involvement,2
http://www.orpha.net/ORDO/Orphanet_93434,Spondylodysplastic dysplasia,1
http://www.orpha.net/ORDO/Orphanet_93436,Acromelic dysplasia,1
http://www.orpha.net/ORDO/Orphanet_93440,Slender bone dysplasia,9
http://www.orpha.net/ORDO/Orphanet_93441,Primary bone dysplasia with multiple joint dislocations,1
http://www.orpha.net/ORDO/Orphanet_93444,Primary bone dysplasia with increased bone density,4
http://www.orpha.net/ORDO/Orphanet_93446,Primary bone dysplasia with decreased bone density,1
http://www.orpha.net/ORDO/Orphanet_93447,Primary bone dysplasia with defective bone mineralization,1
http://www.orpha.net/ORDO/Orphanet_93448,Lysosomal storage disease with skeletal involvement,2
http://www.orpha.net/ORDO/Orphanet_93450,Primary bone dysplasia with disorganized development of skeletal components,1
http://www.orpha.net/ORDO/Orphanet_93451,Cleidocranial dysplasia and isolated cranial ossification defect,1
http://www.orpha.net/ORDO/Orphanet_93453,Dysostosis with predominant craniofacial involvement,1
http://www.orpha.net/ORDO/Orphanet_93455,Patellar dysostosis,12
http://www.orpha.net/ORDO/Orphanet_93458,Non-syndromic polydactyly; syndactyly and/or hyperphalangy,1
http://www.orpha.net/ORDO/Orphanet_93459,Syndrome with synostosis or other joint formation defect,1
http://www.orpha.net/ORDO/Orphanet_93545,Renal or urinary tract malformation,2
http://www.orpha.net/ORDO/Orphanet_93546,Non-syndromic renal or urinary tract malformation,2
http://www.orpha.net/ORDO/Orphanet_93547,Syndromic renal or urinary tract malformation,2
http://www.orpha.net/ORDO/Orphanet_93548,Glomerular disease,3
http://www.orpha.net/ORDO/Orphanet_93587,Genetic cystic renal disease,5
http://www.orpha.net/ORDO/Orphanet_93593,Nephropathy secondary to a storage or other metabolic disease,8
http://www.orpha.net/ORDO/Orphanet_93603,Rare renal tubular disease,3
http://www.orpha.net/ORDO/Orphanet_93614,Hematological disorder with renal involvement,12
http://www.orpha.net/ORDO/Orphanet_93618,Rare cause of hypertension,5
http://www.orpha.net/ORDO/Orphanet_93626,Rare renal disease,9
http://www.orpha.net/ORDO/Orphanet_93890,Rare developmental defect during embryogenesis,26
http://www.orpha.net/ORDO/Orphanet_93924,Lobar holoprosencephaly,1
http://www.orpha.net/ORDO/Orphanet_93925,Alobar holoprosencephaly,1
http://www.orpha.net/ORDO/Orphanet_93926,Midline interhemispheric variant of holoprosencephaly,1
http://www.orpha.net/ORDO/Orphanet_94145,Autosomal dominant cerebellar ataxia type I,4
http://www.orpha.net/ORDO/Orphanet_95488,Non-acquired pituitary hormone deficiency,5
http://www.orpha.net/ORDO/Orphanet_95495,Disease associated with non-acquired combined pituitary hormone deficiency,2
http://www.orpha.net/ORDO/Orphanet_95710,Rare non-acquired premature ovarian failure,2
http://www.orpha.net/ORDO/Orphanet_95711,Congenital hypothyroidism due to developmental anomaly,2
http://www.orpha.net/ORDO/Orphanet_95713,Athyreosis,2
http://www.orpha.net/ORDO/Orphanet_95714,Primary congenital hypothyroidism without thyroid developmental anomaly,2
http://www.orpha.net/ORDO/Orphanet_95716,Familial thyroid dyshormonogenesis,2
http://www.orpha.net/ORDO/Orphanet_96210,Rare genetic deafness,11
http://www.orpha.net/ORDO/Orphanet_96333,Rare otorhinolaryngological malformation,2
http://www.orpha.net/ORDO/Orphanet_96344,Rare gynecologic or obstetric disease,7
http://www.orpha.net/ORDO/Orphanet_96346,Anorectal malformation,2
http://www.orpha.net/ORDO/Orphanet_97120,Distal arthrogryposis,3
http://www.orpha.net/ORDO/Orphanet_97242,Congenital muscular dystrophy,1
http://www.orpha.net/ORDO/Orphanet_97245,Congenital myopathy,7
http://www.orpha.net/ORDO/Orphanet_97929,Rare cardiac disease,15
http://www.orpha.net/ORDO/Orphanet_97935,Rare gastroenterologic disease,3
http://www.orpha.net/ORDO/Orphanet_97945,Intestinal malformation,2
http://www.orpha.net/ORDO/Orphanet_97955,Rare respiratory disease,9
http://www.orpha.net/ORDO/Orphanet_97957,Respiratory or thoracic malformation,2
http://www.orpha.net/ORDO/Orphanet_97962,Rare surgical thoracic disease,2
http://www.orpha.net/ORDO/Orphanet_97965,Rare surgical cardiac disease,9
http://www.orpha.net/ORDO/Orphanet_97966,Rare ophthalmic disorder,23
http://www.orpha.net/ORDO/Orphanet_97978,Rare endocrine disease,14
http://www.orpha.net/ORDO/Orphanet_97992,Rare hematologic disease,14
http://www.orpha.net/ORDO/Orphanet_98004,Rare immune disease,8
http://www.orpha.net/ORDO/Orphanet_98006,Rare neurologic disease,38
http://www.orpha.net/ORDO/Orphanet_98023,Rare systemic or rheumatologic disease,2
http://www.orpha.net/ORDO/Orphanet_98026,Rare odontologic disease,7
http://www.orpha.net/ORDO/Orphanet_98027,Rare disease with odontological manifestation,1
http://www.orpha.net/ORDO/Orphanet_98028,Rare circulatory system disease,3
http://www.orpha.net/ORDO/Orphanet_98033,Rare neurologic disease with psychiatric involvement,13
http://www.orpha.net/ORDO/Orphanet_98036,Rare otorhinolaryngologic disease,14
http://www.orpha.net/ORDO/Orphanet_98038,Cranial malformation,8
http://www.orpha.net/ORDO/Orphanet_98039,Digestive tract malformation,4
http://www.orpha.net/ORDO/Orphanet_98041,Visceral malformation of the liver; biliary tract; pancreas or spleen,3
http://www.orpha.net/ORDO/Orphanet_98043,Diaphragmatic or abdominal wall malformation,1
http://www.orpha.net/ORDO/Orphanet_98044,Central nervous system malformation,9
http://www.orpha.net/ORDO/Orphanet_98045,Respiratory or mediastinal malformation,1
http://www.orpha.net/ORDO/Orphanet_98047,Rare infertility,12
http://www.orpha.net/ORDO/Orphanet_98048,Rare male infertility,12
http://www.orpha.net/ORDO/Orphanet_98049,Rare female infertility,5
http://www.orpha.net/ORDO/Orphanet_98053,Rare genetic disease,60
http://www.orpha.net/ORDO/Orphanet_98054,Rare genetic cardiac disease,13
http://www.orpha.net/ORDO/Orphanet_98056,Rare genetic renal disease,7
http://www.orpha.net/ORDO/Orphanet_98057,Rare tumor,7
http://www.orpha.net/ORDO/Orphanet_98059,Rare digestive tumor,1
http://www.orpha.net/ORDO/Orphanet_98062,Rare nervous system tumor,2
http://www.orpha.net/ORDO/Orphanet_98063,Rare gynecological tumor,3
http://www.orpha.net/ORDO/Orphanet_98074,Gonadal dysgenesis of gynecological interest,3
http://www.orpha.net/ORDO/Orphanet_98078,46;XX difference of sex development induced by androgens excess,2
http://www.orpha.net/ORDO/Orphanet_98085,46;XY difference of sex development,5
http://www.orpha.net/ORDO/Orphanet_98095,Autosomal recessive congenital cerebellar ataxia,1
http://www.orpha.net/ORDO/Orphanet_98096,Autosomal recessive metabolic cerebellar ataxia,3
http://www.orpha.net/ORDO/Orphanet_98097,Autosomal recessive cerebellar ataxia due to a DNA repair defect,3
http://www.orpha.net/ORDO/Orphanet_98127,Autosomal anomaly syndrome,3
http://www.orpha.net/ORDO/Orphanet_98142,Partial autosomal deletion syndrome,9
http://www.orpha.net/ORDO/Orphanet_98152,Autosomal uniparental disomy syndrome,1
http://www.orpha.net/ORDO/Orphanet_98153,Maternal uniparental disomy syndrome,1
http://www.orpha.net/ORDO/Orphanet_98196,Malformation syndrome with hamartosis,5
http://www.orpha.net/ORDO/Orphanet_98203,Combined dystonia,5
http://www.orpha.net/ORDO/Orphanet_98249,Ehlers-Danlos syndrome,4
http://www.orpha.net/ORDO/Orphanet_98257,Neonatal epilepsy syndrome,12
http://www.orpha.net/ORDO/Orphanet_98258,Infantile epilepsy syndrome,11
http://www.orpha.net/ORDO/Orphanet_98259,Childhood-onset epilepsy syndrome,12
http://www.orpha.net/ORDO/Orphanet_98260,Adolescent-onset epilepsy syndrome,10
http://www.orpha.net/ORDO/Orphanet_98261,Progressive myoclonic epilepsy,1
http://www.orpha.net/ORDO/Orphanet_98267,Genetic non-syndromic obesity,3
http://www.orpha.net/ORDO/Orphanet_98274,Myeloproliferative neoplasm,1
http://www.orpha.net/ORDO/Orphanet_98277,Acute myeloid leukemia with recurrent genetic anomaly,2
http://www.orpha.net/ORDO/Orphanet_98292,Mastocytosis,1
http://www.orpha.net/ORDO/Orphanet_98301,Laminopathy,5
http://www.orpha.net/ORDO/Orphanet_98305,Genetic lipodystrophy,2
http://www.orpha.net/ORDO/Orphanet_98313,Male infertility due to gonadal dysgenesis,1
http://www.orpha.net/ORDO/Orphanet_98363,Rare hemolytic anemia,5
http://www.orpha.net/ORDO/Orphanet_98364,Rare constitutional hemolytic anemia due to a red cell membrane anomaly,5
http://www.orpha.net/ORDO/Orphanet_98365,Hereditary stomatocytosis,3
http://www.orpha.net/ORDO/Orphanet_98369,Rare constitutional hemolytic anemia due to an enzyme disorder,3
http://www.orpha.net/ORDO/Orphanet_98372,Hemolytic anemia due to a disorder of glycolytic enzymes,2
http://www.orpha.net/ORDO/Orphanet_98396,Constitutional megaloblastic anemia due to vitamin B12 metabolism disorder,7
http://www.orpha.net/ORDO/Orphanet_98427,Polycythemia,1
http://www.orpha.net/ORDO/Orphanet_98429,Rare coagulation disorder,3
http://www.orpha.net/ORDO/Orphanet_98456,Dense granule disease,1
http://www.orpha.net/ORDO/Orphanet_98472,Skeletal muscle disease,25
http://www.orpha.net/ORDO/Orphanet_98473,Muscular dystrophy,1
http://www.orpha.net/ORDO/Orphanet_98486,Metabolic myopathy,22
http://www.orpha.net/ORDO/Orphanet_98491,Neuromuscular junction disease,3
http://www.orpha.net/ORDO/Orphanet_98495,Genetic neuromuscular junction disease,3
http://www.orpha.net/ORDO/Orphanet_98496,Rare peripheral neuropathy,20
http://www.orpha.net/ORDO/Orphanet_98497,Genetic peripheral neuropathy,20
http://www.orpha.net/ORDO/Orphanet_98503,Motor neuron disease,3
http://www.orpha.net/ORDO/Orphanet_98505,Genetic motor neuron disease,3
http://www.orpha.net/ORDO/Orphanet_98523,Non-syndromic pontocerebellar hypoplasia,1
http://www.orpha.net/ORDO/Orphanet_98534,Neurodegenerative disease with dementia,10
http://www.orpha.net/ORDO/Orphanet_98538,Ataxia with dementia,7
http://www.orpha.net/ORDO/Orphanet_98539,Early-onset ataxia with dementia,3
http://www.orpha.net/ORDO/Orphanet_98540,Late-onset ataxia with dementia,5
http://www.orpha.net/ORDO/Orphanet_98543,Metabolic disease with dementia,1
http://www.orpha.net/ORDO/Orphanet_98553,Developmental defect of the eye,17
http://www.orpha.net/ORDO/Orphanet_98555,Microphthalmia-anophthalmia-coloboma,3
http://www.orpha.net/ORDO/Orphanet_98560,Rare palpebral disorder,8
http://www.orpha.net/ORDO/Orphanet_98561,Congenital malformation of the eyelid,1
http://www.orpha.net/ORDO/Orphanet_98564,Eyelid border anomaly,1
http://www.orpha.net/ORDO/Orphanet_98567,Rare eyelid malposition disorder,9
http://www.orpha.net/ORDO/Orphanet_98571,Secondary ectropion,3
http://www.orpha.net/ORDO/Orphanet_98574,Syndromic epicanthus,4
http://www.orpha.net/ORDO/Orphanet_98578,Rare disorder with ptosis,3
http://www.orpha.net/ORDO/Orphanet_98602,Rare disorder of the lacrimal apparatus,11
http://www.orpha.net/ORDO/Orphanet_98605,Lacrimal drainage system anomaly,11
http://www.orpha.net/ORDO/Orphanet_98618,Rare refraction anomaly,10
http://www.orpha.net/ORDO/Orphanet_98621,Rare hyperopia and astigmatism,10
http://www.orpha.net/ORDO/Orphanet_98622,Syndromic hyperopia,10
http://www.orpha.net/ORDO/Orphanet_98628,Syndromic corneal dystrophy,1
http://www.orpha.net/ORDO/Orphanet_98631,Congenital malformation of the eye with glaucoma as a major feature,4
http://www.orpha.net/ORDO/Orphanet_98634,Anterior segment developmental anomaly without extraocular manifestations,1
http://www.orpha.net/ORDO/Orphanet_98638,Rare disease with glaucoma as a major feature,2
http://www.orpha.net/ORDO/Orphanet_98639,Rare lens disease,12
http://www.orpha.net/ORDO/Orphanet_98640,Rare disorder with lens opacification,12
http://www.orpha.net/ORDO/Orphanet_98641,Syndromic cataract,10
http://www.orpha.net/ORDO/Orphanet_98642,Chromosomal anomaly with cataract,1
http://www.orpha.net/ORDO/Orphanet_98644,Metabolic disease with cataract,5
http://www.orpha.net/ORDO/Orphanet_98650,Craniofacial anomaly with cataract,2
http://www.orpha.net/ORDO/Orphanet_98653,Lens position anomaly,1
http://www.orpha.net/ORDO/Orphanet_98655,Lens shape anomaly,1
http://www.orpha.net/ORDO/Orphanet_98658,Color-vision disease,2
http://www.orpha.net/ORDO/Orphanet_98661,Syndromic rod-cone dystrophy,4
http://www.orpha.net/ORDO/Orphanet_98671,Hereditary optic neuropathy,4
http://www.orpha.net/ORDO/Orphanet_98681,Rare disorder with strabismus,1
http://www.orpha.net/ORDO/Orphanet_98683,Syndromic disorder with strabismus,1
http://www.orpha.net/ORDO/Orphanet_98684,Craniostenosis with strabismus,1
http://www.orpha.net/ORDO/Orphanet_98706,Oculocutaneous or ocular albinism,5
http://www.orpha.net/ORDO/Orphanet_98716,Heart position anomaly,1
http://www.orpha.net/ORDO/Orphanet_98717,Transposition of the great arteries and conotruncal cardiac anomaly,4
http://www.orpha.net/ORDO/Orphanet_98724,Congenital anomaly of the great arteries,1
http://www.orpha.net/ORDO/Orphanet_98727,Rare atrial defect and interatrial communication,1
http://www.orpha.net/ORDO/Orphanet_98737,Genetic neurological muscular channelopathy,10
http://www.orpha.net/ORDO/Orphanet_98738,Neurological muscular channelopathy due to a genetic sodium channel defect,7
http://www.orpha.net/ORDO/Orphanet_98743,Genetic neurological channelopathy of the central nervous system,16
http://www.orpha.net/ORDO/Orphanet_98744,Neurological channelopathy of the central nervous system due to a genetic sodium channel defect,11
http://www.orpha.net/ORDO/Orphanet_98745,Neurological channelopathy of the central nervous system due to a genetic calcium channel defect,8
http://www.orpha.net/ORDO/Orphanet_98746,Neurological channelopathy of the central nervous system due to a genetic potassium channel defect,13
http://www.orpha.net/ORDO/Orphanet_98749,Neurological channelopathy of the central nervous system due to a genetic GABA receptor defect,10
http://www.orpha.net/ORDO/Orphanet_98913,Postsynaptic congenital myasthenic syndromes,3
http://www.orpha.net/ORDO/Orphanet_98914,Presynaptic congenital myasthenic syndromes,1
http://www.orpha.net/ORDO/Orphanet_98938,Colobomatous microphthalmia,1
http://www.orpha.net/ORDO/Orphanet_98974,Fuchs endothelial corneal dystrophy,1
http://www.orpha.net/ORDO/Orphanet_98984,Pulverulent cataract,1
http://www.orpha.net/ORDO/Orphanet_98985,Early-onset sutural cataract,1
http://www.orpha.net/ORDO/Orphanet_98991,Early-onset nuclear cataract,1
http://www.orpha.net/ORDO/Orphanet_98992,Early-onset partial cataract,1
http://www.orpha.net/ORDO/Orphanet_98994,Total early-onset cataract,2
http://www.orpha.net/ORDO/Orphanet_98995,Early-onset zonular cataract,2
http://www.orpha.net/ORDO/Orphanet_99,Autosomal dominant cerebellar ataxia,5
http://www.orpha.net/ORDO/Orphanet_99103,Atrial septal defect; ostium secundum type,1
http://www.orpha.net/ORDO/Orphanet_99739,Rare familial disorder with hypertrophic cardiomyopathy,1
http://www.orpha.net/ORDO/Orphanet_99798,Oligodontia,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/00173a5dd9807f4365f0,Net left ventricular stroke volume,2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/0032ae6b6a3774201724,Modified insulinogenic index,10
https://purl.org/okn/frink/kg/digcfdekg/node/trait/0032ca2cdc19fae9e392,Hyposmia in Parkinson's disease,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/0084242dc9e3c8ea5863,eGFRcreat in individuals with diabetes,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/008baa61e8ae6976074f,CT Histogram; Inspiratory; 15th Percentile in Hu; LUL,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/00c4d8451e973aeffced,Posterior urethral valves,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/00d6eccb700f2525ddc9,Aggregate vessel volume; vessels <10 mm2,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/01089ddb25a124e33d71,End-stage renal disease (ESRD) vs. no ESRD in type 1 diabetes,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/01096e5028dfb3b0b615,Total lung capacity; Thirona,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/0139ba2510831df6a074,Unified Parkinsons Disease Rating Scale OR the Movement Disorder Society revised - Part 1,5
https://purl.org/okn/frink/kg/digcfdekg/node/trait/0157739e42f51a971b27,End-stage renal disease (ESRD) vs. no ESRD adj HbA1c-BMI in type 1 diabetes,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/01c64ec2557382b43cba,Late-onset myasthenia gravis,7
https://purl.org/okn/frink/kg/digcfdekg/node/trait/01d4ab6850137ac8e81d,Daytime dozing (often/all the time vs. never/rarely/sometimes),5
https://purl.org/okn/frink/kg/digcfdekg/node/trait/03098b051b9f21f62671,Dyslipidemia (recessive model),2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/030f87d989747e55efab,CT Visual Scoring; wall thickening (binary),2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/032c19bd7348f57a68cd,Maternal genetic effect on offspring birth weight adj fetal genotype,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/035f88c137e47d5d4bf1,Mean corpuscular volume,12
https://purl.org/okn/frink/kg/digcfdekg/node/trait/037d43ed0807fb8462bf,Sporadic miscarriage,6
https://purl.org/okn/frink/kg/digcfdekg/node/trait/0383cf99a4bd28ce2dd3,Asthma (additive model),4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/0399ae757f59cf750c82,Gamma-glutamyl transferase (GGT),5
https://purl.org/okn/frink/kg/digcfdekg/node/trait/03f2aa7adbfe91c1c6f5,Apnea-Hypopnea Index (AHI) in NREM sleep,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/042dfc77213a593c70c9,Chronic kidney disease and diabetic kidney disease (CKD and DKD) adj HbA1c-BMI in type 1 diabetes,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/045c2d084f0b9f5493b5,Psychiatric disorders (heterodominant model),6
https://purl.org/okn/frink/kg/digcfdekg/node/trait/045c9f8569e1c7b9bf60,Short-axis root (cm); BSA indexed,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/04f101c122b708f53e7d,heart function measurement,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/05448a3a593bc527d140,Hip width to body height ratio,7
https://purl.org/okn/frink/kg/digcfdekg/node/trait/0583334e296aa77ff895,Right atrial minimum area; BSA indexed,5
https://purl.org/okn/frink/kg/digcfdekg/node/trait/0585d6614db9516e6927,Triglyceride levels in individuals without type 2 diabetes,12
https://purl.org/okn/frink/kg/digcfdekg/node/trait/05c34c1b4ef395cc928a,Clonal haematopoiesis of indeterminate potential (TET2 mutation),3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/05da5b906bbe0fbf4775,Percentage of sleep with oxyhemoglobin saturation (SpO2) under 90%,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/061707274d4ae395ed0a,Peripheral artery disease in never smokers,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/0675e80705b6ac9402c7,Peripheral artery disease in subjects without diabetes,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/06ead9ba542bc1b5fd17,Mini-mental state examination in Parkinson's disease,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/0710f00919bb4fcae4ca,Brain volume adj TDI and height,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/07eff27c573d15ad0e3a,End-stage renal disease (ESRD) vs. controls in type 2 diabetes (T2D),4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/081433407f35f7034b3b,ceramide measurement,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/08145d50d3bbacb53f1d,Maternal history of Alzheimer's disease,6
https://purl.org/okn/frink/kg/digcfdekg/node/trait/0853fcbea24550f376ba,Hip shape mode 6,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/087b5b75d3ccfcbd2221,Late diabetic kidney disease,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/089a89fcb8a48df05be1,HDL2 cholesterol,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/08c2b9a185c96be027f1,Head circumference at 6-30 months,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/08ec32911619161137ec,Low relative amplitude cases vs controls,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/08f6a7c39f8c3d0d79c6,Heavy menstrual bleeding,7
https://purl.org/okn/frink/kg/digcfdekg/node/trait/0906daa8bd9b19058399,Pancreas iron content,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/090b5f81bdd0f9826cf4,Obese vs controls,2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/090d4bf6b796510a4202,Proliferative diabetic retinopathy (PDR) vs no PDR acct DoD-GC,1
