model_entrez,model_symbol,human_entrez,human_symbol,species
18550,Furin,5045,FURIN,mouse
18553,Pcsk6,5046,PCSK6,mouse
18472,Pafah1b1,5048,PAFAH1B1,mouse
382985,Rrm2b,50484,RRM2B,mouse
54380,Smarcal1,50485,SMARCAL1,mouse
14373,G0s2,50486,G0S2,mouse
237625,Pla2g3,50487,PLA2G3,mouse
50932,Mink1,50488,MINK1,mouse
246278,Cd207,50489,CD207,mouse
18475,Pafah1b2,5049,PAFAH1B2,mouse
18476,Pafah1b3,5050,PAFAH1B3,mouse
214593,Duox2,50506,DUOX2,mouse
50490,Nox4,50507,NOX4,mouse
224480,Nox3,50508,NOX3,mouse
53867,Col5a3,50509,COL5A3,mouse
100163,Pafah2,5051,PAFAH2,mouse
100043216,Gm4297,50511,SYCP3,mouse
100039065,Gm2030,50511,SYCP3,mouse
20962,Sycp3,50511,SYCP3,mouse
22441,Xlr,50511,SYCP3,mouse
546272,Gm5934,50511,SYCP3,mouse
331416,Gm773,50511,SYCP3,mouse
75514,1700013H16Rik,50511,SYCP3,mouse
70691,3830403N18Rik,50511,SYCP3,mouse
664829,Slx,50511,SYCP3,mouse
319655,Podxl2,50512,PODXL2,mouse
58250,Chst11,50515,CHST11,mouse
18477,Prdx1,5052,PRDX1,mouse
18478,Pah,5053,PAH,mouse
18787,Serpine1,5054,SERPINE1,mouse
18788,Serpinb2,5055,SERPINB2,mouse
18479,Pak1,5058,PAK1,mouse
11947,Atp5b,506,ATP5F1B,mouse
58181,Il20,50604,IL20,mouse
244178,Ubqln3,50613,UBQLN3,mouse
231605,Galnt9,50614,GALNT9,mouse
60504,Il21r,50615,IL21R,mouse
116849,Il22b,50616,IL22,mouse
50929,Il22,50616,IL22,mouse
140494,Atp6v0a4,50617,ATP6V0A4,mouse
20403,Itsn2,50618,ITSN2,mouse
23853,Def6,50619,DEF6,mouse
224105,Pak2,5062,PAK2,mouse
16433,Cuzd1,50624,CUZD1,mouse
54151,Zftraf1|Gm57852,50626,CYHR1,mouse
276919,Gemin4,50628,GEMIN4,mouse
18481,Pak3,5063,PAK3,mouse
68566,Caly,50632,CALY,mouse
404545,Ano7,50636,ANO7,mouse
18483,Palm,5064,PALM,mouse
67452,Pnpla8,50640,PNPLA8,mouse
226970,Arhgef4,50649,ARHGEF4,mouse
71704,Arhgef3,50650,ARHGEF3,mouse
242773,Slc45a1,50651,SLC45A1,mouse
18484,Pam,5066,PAM,mouse
18488,Cntn3,5067,CNTN3,mouse
11925,Neurog3,50674,NEUROG3,mouse
19694,Reg3a,5068,REG3A,mouse
18489,Reg3b,5068,REG3A,mouse
30053,Reg3d,5068,REG3A,mouse
18491,Pappa,5069,PAPPA,mouse
235033,Rdh8,50700,RDH8,mouse
50873,Prkn,5071,PRKN,mouse
98193,Dcaf8,50717,DCAF8,mouse
74108,Parn,5073,PARN,mouse
114774,Pawr,5074,PAWR,mouse
18503,Pax1,5075,PAX1,mouse
18504,Pax2,5076,PAX2,mouse
18505,Pax3,5077,PAX3,mouse
18506,Pax4,5078,PAX4,mouse
18507,Pax5,5079,PAX5,mouse
18508,Pax6,5080,PAX6,mouse
16528,Kcnk4,50801,KCNK4,mouse
100041480,Myef2l,50804,MYEF2,mouse
17876,Myef2,50804,MYEF2,mouse
50916,Irx4,50805,IRX4,mouse
13196,Asap1,50807,ASAP1,mouse
56248,Ak3,50808,AK3,mouse
15441,Hp1bp3,50809,HP1BP3,mouse
18509,Pax7,5081,PAX7,mouse
29877,Hdgfl3,50810,HDGFL3,mouse
26894,Cops7a,50813,COPS7A,mouse
18194,Nsdhl,50814,NSDHL,mouse
67466,Pdcl,5082,PDCL,mouse
18511,Pax9,5083,PAX9,mouse
574417,Tas2r137,50831,TAS2R3,mouse
57253,Tas2r108,50832,TAS2R4,mouse
387347,Tas2r118,50833,TAS2R16,mouse
57254,Tas2r119,50834,TAS2R1,mouse
387349,Tas2r121,50838,TAS2R13,mouse
387339,Tas2r102,50838,TAS2R13,mouse
387351,Tas2r124,50838,TAS2R13,mouse
112408,Tas2r116,50840,TAS2R14|PRH1-TAS2R14,mouse
387352,Tas2r125,50840,TAS2R14|PRH1-TAS2R14,mouse
387616,Tas2r140,50840,TAS2R14|PRH1-TAS2R14,mouse
387354,Tas2r129,50840,TAS2R14|PRH1-TAS2R14,mouse
387345,Tas2r113,50840,TAS2R14|PRH1-TAS2R14,mouse
353166,Tas2r117,50840,TAS2R14|PRH1-TAS2R14,mouse
353167,Tas2r123,50840,TAS2R14|PRH1-TAS2R14,mouse
353325,Tas2r115,50840,TAS2R14|PRH1-TAS2R14,mouse
387344,Tas2r110,50840,TAS2R14|PRH1-TAS2R14,mouse
387343,Tas2r109,50840,TAS2R14|PRH1-TAS2R14,mouse
667992,Tas2r103,50840,TAS2R14|PRH1-TAS2R14,mouse
13363,Dhh,50846,DHH,mouse
16456,F11r,50848,F11R,mouse
77647,Trat1,50852,TRAT1,mouse
22351,Vill,50853,VILL,mouse
56513,Pard6a,50855,PARD6A,mouse
474145,Clec4a4,50856,CLEC4A,mouse
269799,Clec4a1,50856,CLEC4A,mouse
26888,Clec4a2,50856,CLEC4A,mouse
73149,Clec4a3,50856,CLEC4A,mouse
72902,Spock3,50859,SPOCK3,mouse
20262,Stmn3,50861,STMN3,mouse
67150,Rnf141,50862,RNF141,mouse
235106,Ntm,50863,NTM,mouse
15199,Hebp1,50865,HEBP1,mouse
18514,Pbx1,5087,PBX1,mouse
18515,Pbx2,5089,PBX2,mouse
11949,Atp5c1,509,ATP5F1C,mouse
18516,Pbx3,5090,PBX3,mouse
18563,Pcx,5091,PC,mouse
13180,Pcbd1,5092,PCBD1,mouse
23983,Pcbp1,5093,PCBP1,mouse
57810,Cdon,50937,CDON,mouse
224224,Impg2,50939,IMPG2,mouse
18521,Pcbp2,5094,PCBP2,mouse
241489,Pde11a,50940,PDE11A,mouse
20371,Foxp3,50943,FOXP3,mouse
243961,Shank1,50944,SHANK1,mouse
110821,Pcca,5095,PCCA,mouse
66904,Pccb,5096,PCCB,mouse
74499,Sost,50964,SOST,mouse
75599,Pcdh1,5097,PCDH1,mouse
93706,Pcdhgc3,5098,PCDHGC3,mouse
54216,Pcdh7,5099,PCDH7,mouse
73130,Tmed5,50999,TMED5,mouse
11430,Acox1,51,ACOX1,mouse
18530,Pcdh8,5100,PCDH8,mouse
108652,Slc35b3,51000,SLC35B3,mouse
66410,Mterf3,51001,MTERF3,mouse
69786,Tprkb,51002,TPRKB,mouse
67279,Med31,51003,MED31,mouse
217707,Coq6,51004,COQ6,mouse
245847,Amdhd2,51005,AMDHD2,mouse
228875,Slc35c2,51006,SLC35C2,mouse
69090,Ascc1,51008,ASCC1,mouse
116891,Derl2,51009,DERL2,mouse
211712,Pcdh9,5101,PCDH9,mouse
66362,Exosc3,51010,EXOSC3,mouse
68126,Fahd2a,51011,FAHD2A,mouse
66390,Prelid3b,51012,PRELID3B,mouse
66583,Exosc1,51013,EXOSC1,mouse
66676,Tmed7,51014,TMED7,mouse
66307,Isoc1,51015,ISOC1,mouse
85308,Emc9,51016,EMC9,mouse
67223,Rrp15,51018,RRP15,mouse
67282,Washc3,51019,WASHC3,mouse
69692,Hddc2,51020,HDDC2,mouse
66242,Mrps16,51021,MRPS16,mouse
69367,Glrx2,51022,GLRX2,mouse
68735,Mrps18c,51023,MRPS18C,mouse
66437,Fis1,51024,FIS1,mouse
100042179,Pam16l,51025,PAM16,mouse
66449,Pam16,51025,PAM16,mouse
66964,Golt1b,51026,GOLT1B,mouse
69168,Bola1,51027,BOLA1,mouse
70160,Vps36,51028,VPS36,mouse
78825,Desi2,51029,DESI2,mouse
67510,Tvp23b,51030,TVP23B,mouse
67201,Glod4,51031,GLOD4,mouse
13706,Cela2a,51032,CELA2B,mouse
225896,Ubxn1,51035,UBXN1,mouse
268591,Serpina5,5104,SERPINA5,mouse
68040,Zfp593,51042,ZNF593,mouse
22724,Zbtb7b,51043,ZBTB7B,mouse
20451,St8sia3,51046,ST8SIA3,mouse
18534,Pck1,5105,PCK1,mouse
94227,Pi15,51050,PI15,mouse
623503,Prlh,51052,PRLH,mouse
57441,Gmnn,51053,GMNN,mouse
231999,Plekha8,51054,PLEKHA8P1,mouse
66988,Lap3,51056,LAP3,mouse
216560,Wdpcp,51057,WDPCP,mouse
195522,Zfp691,51058,ZNF691,mouse
70363,Fam135b,51059,FAM135B,mouse
74551,Pck2,5106,PCK2,mouse
66073,Txndc12,51060,TXNDC12,mouse
106200,Txndc11,51061,TXNDC11,mouse
73991,Atl1,51062,ATL1,mouse
72691,Calhm2,51063,CALHM2,mouse
67941,Rps27l,51065,RPS27L,mouse
243612,Ssu2,51066,SSUH2,mouse
70120,Yars2,51067,YARS2,mouse
97112,Nmd3,51068,NMD3,mouse
27398,Mrpl2,51069,MRPL2,mouse
66394,Nosip,51070,NOSIP,mouse
232449,Dera,51071,DERA,mouse
76890,Memo1,51072,MEMO1,mouse
66163,Mrpl4,51073,MRPL4,mouse
56369,Apip,51074,APIP,mouse
66958,Tmx2,51075,TMX2,mouse
66388,Cutc,51076,CUTC,mouse
73736,Fcf1,51077,FCF1,mouse
67026,Thap4,51078,THAP4,mouse
67184,Ndufa13,51079,NDUFA13,mouse
18536,Pcm1,5108,PCM1,mouse
50529,Mrps7,51081,MRPS7,mouse
20018,Polr1d,51082,POLR1D,mouse
14419,Gal,51083,GAL,mouse
68631,Cryl1,51084,CRYL1,mouse
58805,Mlxipl,51085,MLXIPL,mouse
435766,Tnni3k,51086,TNNI3K,mouse
53422,Ybx2,51087,YBX2,mouse
71778,Klhl5,51088,KLHL5,mouse
67801,Pllp,51090,PLLP,mouse
211006,Sepsecs,51091,SEPSECS,mouse
214597,Sidt2,51092,SIDT2,mouse
229503,Rrnad1,51093,METTL25B,mouse
72674,Adipor1,51094,ADIPOR1,mouse
70047,Trnt1,51095,TRNT1,mouse
217109,Utp18,51096,UTP18,mouse
109232,Sccpdh,51097,SCCPDH,mouse
245866,Ift52,51098,IFT52,mouse
67469,Abhd5,51099,ABHD5,mouse
18537,Pcmt1,5110,PCMT1,mouse
54673,Sh3glb1,51100,SH3GLB1,mouse
67306,Zc2hc1a,51101,ZC2HC1A,mouse
26922,Mecr,51102,MECR,mouse
69702,Ndufaf1,51103,NDUFAF1,mouse
226016,Abhd17b,51104,ABHD17B,mouse
239510,Phf20l1,51105,PHF20L1,mouse
224481,Tfb1m,51106,TFB1M,mouse
226548,Aph1a,51107,APH1A,mouse
59052,Mettl9,51108,METTL9,mouse
17252,Rdh11,51109,RDH11,mouse
18538,Pcna,5111,PCNA,mouse
212442,Lactb2,51110,LACTB2,mouse
225888,Kmt5b,51111,KMT5B,mouse
217449,Trappc12,51112,TRAPPC12,mouse
208884,Zdhhc9,51114,ZDHHC9,mouse
66302,Rmdn1,51115,RMDN1,mouse
118451,Mrps2,51116,MRPS2,mouse
227683,Coq4,51117,COQ4,mouse
67205,Utp11,51118,UTP11,mouse
66711,Sbds,51119,SBDS,mouse
19941,Rpl26,51121,RPL26L1,mouse
52245,Commd2,51122,COMMD2,mouse
68036,Zfp706,51123,ZNF706,mouse
66191,Ier3ip1,51124,IER3IP1,mouse
57437,Golga7|Gm6829,51125,GOLGA7,mouse
67877,Naa20,51126,NAA20,mouse
56631,Trim17,51127,TRIM17,mouse
66397,Sar1b,51128,SAR1B,mouse
57875,Angptl4,51129,ANGPTL4,mouse
65257,Asb3,51130,ASB3|GPR75-ASB3,mouse
236451,Phf11b,51131,PHF11,mouse
219131,Phf11a,51131,PHF11,mouse
219132,Phf11d,51131,PHF11,mouse
628693,Phf11,51131,PHF11,mouse
628705,Phf11c,51131,PHF11,mouse
19820,Rlim,51132,RLIM,mouse
226823,Kctd3,51133,KCTD3,mouse
77048,Cep83,51134,CEP83,mouse
266632,Irak4,51135,IRAK4,mouse
76892,Rnft1,51136,RNFT1,mouse
26891,Cops4,51138,COPS4,mouse
72999,Insig2,51141,INSIG2,mouse
14004,Chchd2,51142,CHCHD2,mouse
235661,Dync1li1,51143,DYNC1LI1,mouse
56348,Hsd17b12,51144,HSD17B12,mouse
333424,A4gnt,51146,A4GNT,mouse
28019,Ing4,51147,ING4,mouse
99151,Cercam,51148,CERCAM,mouse
68067,Mrnip,51149,MRNIP,mouse
20318,Sdf4,51150,SDF4,mouse
22293,Slc45a2,51151,SLC45A2,mouse
69902,Mrto4,51154,MRTO4,mouse
15374,Jpt1,51155,JPT1,mouse
217847,Serpina10,51156,SERPINA10,mouse
68992,Zfp580,51157,ZNF580,mouse
18541,Pcnt,5116,PCNT,mouse
66914,Vps28,51160,VPS28,mouse
235599,6430571L13Rik,51161,C3orf18,mouse
353156,Egfl7,51162,EGFL7,mouse
83703,Dbr1,51163,DBR1,mouse
67665,Dctn4,51164,DCTN4,mouse
23923,Aadat,51166,AADAT,mouse
266690,Cyb5r4,51167,CYB5R4,mouse
17910,Myo15,51168,MYO15A,mouse
114664,Hsd17b11,51170,HSD17B11,mouse
66065,Hsd17b14,51171,HSD17B14,mouse
27426,Nagpa,51172,NAGPA,mouse
56427,Tubd1,51174,TUBD1,mouse
71924,Tube1,51175,TUBE1,mouse
16842,Lef1,51176,LEF1,mouse
67220,Plekho1,51177,PLEKHO1,mouse
56185,Hao2,51179,HAO2,mouse
18542,Pcolce,5118,PCOLCE,mouse
67880,Dcxr,51181,DCXR,mouse
50497,Hspa14,51182,HSPA14,mouse
68080,Gpn3,51184,GPN3,mouse
58799,Crbn,51185,CRBN,mouse
22381,Tceal9,51186,TCEAL9,mouse
225215,Rsl24d1,51187,RSL24D1,mouse
26901,Ss18l2,51188,SS18L2,mouse
234852,Chmp1a,5119,CHMP1A,mouse
75458,Cklf,51192,CKLF,mouse
67778,Zfp639,51193,ZNF639,mouse
76582,Ipo11|Ipo11-lrrc70,51194,IPO11|IPO11-LRRC70,mouse
268480,Rapgefl1,51195,RAPGEFL1,mouse
74055,Plce1,51196,PLCE1,mouse
18080,Nin,51199,NIN,mouse
71791,Cpa4,51200,CPA4,mouse
70546,Zdhhc2,51201,ZDHHC2,mouse
67755,Ddx47,51202,DDX47,mouse
108907,Nusap1,51203,NUSAP1,mouse
70207,Taco1,51204,TACO1,mouse
66659,Acp6,51205,ACP6,mouse
243816,Gp6,51206,GP6,mouse
27389,Dusp13,51207,DUSP13,mouse
56492,Cldn18,51208,CLDN18,mouse
319642,Rab9b,51209,RAB9B,mouse
18546,Pcp4,5121,PCP4,mouse
111975,Igf2os,51214,IGF2-AS,mouse
73046,Glrx5,51218,GLRX5,mouse
18548,Pcsk1,5122,PCSK1,mouse
69890,Zfp219,51222,ZNF219,mouse
66610,Abi3,51225,ABI3,mouse
56358,Copz2,51226,COPZ2,mouse
56176,Pigp,51227,PIGP,mouse
56356,Gltp,51228,GLTP,mouse
228829,Phf20,51230,PHF20,mouse
101568,Vrk3,51231,VRK3,mouse
50766,Crim1,51232,CRIM1,mouse
68032,Emc4,51234,EMC4,mouse
59053,Hgh1,51236,HGH1,mouse
69816,Mzb1,51237,MZB1,mouse
109346,Ankrd39,51239,ANKRD39,mouse
66272,Cox16,51241,COX16,mouse
232236,Ccdc174,51244,CCDC174,mouse
66940,Shisa5,51246,SHISA5,mouse
67869,Paip2,51247,PAIP2,mouse
72621,Pdzd11,51248,PDZD11,mouse
230657,Tmem69,51249,TMEM69,mouse
18552,Pcsk5,5125,PCSK5,mouse
67851,Mtres1,51250,MTRES1,mouse
107569,Nt5c3,51251,NT5C3A,mouse
381337,Fam178b,51252,FAM178B,mouse
56280,Mrpl37,51253,MRPL37,mouse
66510,Rnf181,51255,RNF181,mouse
67046,Tbc1d7,51256,TBC1D7|TBC1D7-LOC100130357,mouse
224703,Marchf2,51257,MARCHF2,mouse
66493,Mrpl51,51258,MRPL51,mouse
68642,Tmem216,51259,TMEM216,mouse
18549,Pcsk2,5126,PCSK2,mouse
67683,Pbdc1,51260,PBDC1,mouse
107734,Mrpl30,51263,MRPL30,mouse
94064,Mrpl27,51264,MRPL27,mouse
213084,Cdkl3,51265,CDKL3,mouse
56760,Clec1b,51266,CLEC1B,mouse
243653,Clec1a,51267,CLEC1A,mouse
19193,Pipox,51268,PIPOX,mouse
18555,Cdk16,5127,CDK16,mouse
21781,Tfdp1,51270,TFDP3,mouse
67123,Ubap1,51271,UBAP1,mouse
54399,Bet1l,51272,BET1L,mouse
16599,Klf3,51274,KLF3,mouse
217378,Dnajc27,51277,DNAJC27,mouse
15939,Ier5,51278,IER5,mouse
232371,C1rl,51279,C1RL,mouse
237459,Cdk17,5128,CDK17,mouse
105348,Golm1,51280,GOLM1,mouse
241158,Ankmy1,51281,ANKMY1,mouse
19018,Scand1,51282,SCAND1,mouse
67118,Bfar,51283,BFAR,mouse
170743,Tlr7,51284,TLR7,mouse
70784,Rasl12,51285,RASL12,mouse
57754,Cend1,51286,CEND1,mouse
68185,Coa4,51287,COA4,mouse
239336,Rxfp3,51289,RXFP3,mouse
18557,Cdk18,5129,CDK18,mouse
67456,Ergic2,51290,ERGIC2,mouse
78816,Gmip,51291,GMIP,mouse
105446,Gmpr2,51292,GMPR2,mouse
54219,Cd320,51293,CD320,mouse
53601,Pcdh12,51294,PCDH12,mouse
26940,Ecsit,51295,ECSIT,mouse
65221,Slc15a3,51296,SLC15A3,mouse
18843,Bpifa1,51297,BPIFA1,mouse
67135,Bpifa5,51297,BPIFA1,mouse
21830,Theg,51298,THEG,mouse
68404,Nrn1,51299,NRN1,mouse
66043,Atp5d,513,ATP5F1D,mouse
13026,Pcyt1a,5130,PCYT1A,mouse
76916,Timmdc1,51300,TIMMDC1,mouse
218476,Gcnt4,51301,GCNT4,mouse
56050,Cyp39a1,51302,CYP39A1,mouse
66120,Fkbp11,51303,FKBP11,mouse
69035,Zdhhc3,51304,ZDHHC3,mouse
223604,Kcnk9,51305,KCNK9,mouse
225358,Fam13b,51306,FAM13B,mouse
66306,Fam53c,51307,FAM53C|LOC100128966,mouse
225362,Reep2,51308,REEP2,mouse
78248,Armcx1,51309,ARMCX1,mouse
59049,Slc22a17,51310,SLC22A17,mouse
170744,Tlr8,51311,TLR8,mouse
67712,Slc25a37,51312,SLC25A37,mouse
68659,Gask1b,51313,GASK1B,mouse
73412,Nme8,51314,NME8,mouse
57896,Krcc1,51315,KRCC1,mouse
231507,Plac8,51316,PLAC8,mouse
192285,Phf21a,51317,PHF21A,mouse
66223,Mrpl35,51318,MRPL35,mouse
66880,Rsrc1,51319,RSRC1,mouse
20028,Pdc,5132,PDC,mouse
240396,Mex3c,51320,MEX3C,mouse
13929,Amz2,51321,AMZ2,mouse
225131,Wac,51322,WAC,mouse
27965,Spg21,51324,SPG21,mouse
11841,Arf2,51326,ARL17A|ARL17B|LOC100996709,mouse
170812,Ahsp,51327,AHSP,mouse
65105,Arl6ip4,51329,ARL6IP4,mouse
18566,Pdcd1,5133,PDCD1,mouse
27279,Tnfrsf12a,51330,TNFRSF12A,mouse
640524,Sptbn5,51332,SPTBN5,mouse
244216,Zfp771,51333,ZNF771,mouse
71373,Prr16,51334,PRR16,mouse
83485,Ngrn,51335,NGRN,mouse
223626,Them6,51337,THEM6,mouse
60361,Ms4a4b,51338,MS4A4A,mouse
666907,Ms4a4a,51338,MS4A4A,mouse
66607,Ms4a4d,51338,MS4A4A,mouse
64380,Ms4a4c,51338,MS4A4A,mouse
59036,Dact1,51339,DACT1,mouse
18567,Pdcd2,5134,PDCD2,mouse
66877,Crnkl1,51340,CRNKL1,mouse
16969,Zbtb7a,51341,ZBTB7A,mouse
56371,Fzr1,51343,FZR1,mouse
330177,Taok3,51347,TAOK3,mouse
77055,Krt76,51350,KRT76,mouse
102640477,Gm14412,51351,ZNF117|ERV3-1-ZNF117,mouse
102635315,Gm32687,51351,ZNF117|ERV3-1-ZNF117,mouse
233987,Zfp958,51351,ZNF117|ERV3-1-ZNF117,mouse
76803,Zfp998,51351,ZNF117|ERV3-1-ZNF117,mouse
668620,Zfp936,51351,ZNF117|ERV3-1-ZNF117,mouse
329480,Wt1os,51352,WT1-AS,mouse
18573,Pde1a,5136,PDE1A,mouse
270669,Mbtps2,51360,MBTPS2,mouse
77963,Hook1,51361,HOOK1,mouse
71713,Cdc40,51362,CDC40,mouse
77590,Chst15,51363,CHST15,mouse
114602,Zmynd10,51364,ZMYND10,mouse
85031,Pla1a,51365,PLA1A,mouse
70790,Ubr5,51366,UBR5,mouse
117109,Pop5,51367,POP5,mouse
21767,Tex264,51368,TEX264,mouse
18575,Pde1c,5137,PDE1C,mouse
66537,Pomp,51371,POMP,mouse
66167,Tma7|Tma7-ps,51372,TMA7,mouse
66258,Mrps17,51373,MRPS17,mouse
381629,Atraid,51374,ATRAID,mouse
76561,Snx7,51375,SNX7,mouse
56207,Uchl5,51377,UCHL5,mouse
11602,Angpt4,51378,ANGPT4,mouse
54394,Crlf3,51379,CRLF3,mouse
207728,Pde2a,5138,PDE2A,mouse
246277,Csad,51380,CSAD,mouse
73834,Atp6v1d,51382,ATP6V1D,mouse
93735,Wnt16,51384,WNT16,mouse
223691,Eif3l,51386,EIF3L,mouse
66164,Nip7,51388,NIP7,mouse
66521,Rwdd1,51389,RWDD1,mouse
54611,Pde3a,5139,PDE3A,mouse
66253,Aig1,51390,AIG1,mouse
22368,Trpv2,51393,TRPV2,mouse
69456,Commd10,51397,COMMD10,mouse
414077,Wdr83os,51398,WDR83OS,mouse
60409,Trappc4,51399,TRAPPC4,mouse
67126,Atp5e,514,ATP5F1E,mouse
18576,Pde3b,5140,PDE3B,mouse
72590,Ppme1,51400,PPME1,mouse
70078,Nol7,51406,NOL7,mouse
69536,Hemk1,51409,HEMK1,mouse
18577,Pde4a,5141,PDE4A,mouse
668218,Bin2,51411,BIN2,mouse
83766,Actl6b,51412,ACTL6B,mouse
18578,Pde4b,5142,PDE4B,mouse
56332,Amotl2,51421,AMOTL2,mouse
108099,Prkag2,51422,PRKAG2,mouse
27015,Polk,51426,POLK,mouse
212281,Zfp729a,51427,ZNF107,mouse
72935,Ddx41,51428,DDX41,mouse
66616,Snx9,51429,SNX9,mouse
110385,Pde4c,5143,PDE4C,mouse
226551,Suco,51430,SUCO,mouse
59008,Anapc5,51433,ANAPC5,mouse
56317,Anapc7,51434,ANAPC7,mouse
219151,Scara3,51435,SCARA3,mouse
75352,Magea13,51438,MAGEC2,mouse
97863,Fam8a1,51439,FAM8A1,mouse
238871,Pde4d,5144,PDE4D,mouse
170638,Hpcal4,51440,HPCAL4,mouse
213541,Ythdf2,51441,YTHDF2,mouse
170828,Vgll1,51442,VGLL1,mouse
56515,Rnf138,51444,RNF138,mouse
76500,Ip6k2,51447,IP6K2,mouse
66881,Pcyox1,51449,PCYOX1,mouse
225600,Pde6a,5145,PDE6A,mouse
20204,Prrx2,51450,PRRX2,mouse
30949,Lcmt1,51451,LCMT1,mouse
70676,Gulp1,51454,GULP1,mouse
56210,Rev1,51455,REV1,mouse
56315,Rhcg,51458,RHCG,mouse
110855,Pde6c,5146,PDE6C,mouse
54650,Sfmbt1,51460,SFMBT1,mouse
67549,Gpr89,51463,GPR89B,mouse
56228,Ube2j1,51465,UBE2J1,mouse
14026,Evl,51466,EVL,mouse
18582,Pde6d,5147,PDE6D,mouse
100504710,Nat8f6,51471,NAT8B,mouse
100043497,Nat8f7,51471,NAT8B,mouse
93673,Nat8f2,51471,NAT8B,mouse
66116,Nat8f1,51471,NAT8B,mouse
68396,Nat8,51471,NAT8B,mouse
75541,Nat8f4,51471,NAT8B,mouse
93674,Nat8f3,51471,NAT8B,mouse
69049,Nat8f5,51471,NAT8B,mouse
195208,Dcdc2a,51473,DCDC2,mouse
65970,Lima1,51474,LIMA1,mouse
29866,Cabp2,51475,CABP2,mouse
71780,Isyna1,51477,ISYNA1,mouse
15490,Hsd17b7,51478,HSD17B7,mouse
11736,Ankfy1,51479,ANKFY1,mouse
18588,Pde6g,5148,PDE6G,mouse
78600,Pde6h,5149,PDE6H,mouse
227695,Spout1,51490,SPOUT1,mouse
28126,Nop16,51491,NOP16,mouse
28088,Rtcb,51493,RTCB,mouse
57874,Hacd3,51495,HACD3,mouse
329506,Ctdspl2,51496,CTDSPL2,mouse
57314,Nelfcd,51497,NELFCD,mouse
69076,Triap1,51499,TRIAP1,mouse
11950,Atp5pb,515,ATP5PB,mouse
18583,Pde7a,5150,PDE7A,mouse
67669,Hikeshi,51501,HIKESHI,mouse
66070,Cwc15,51503,CWC15,mouse
67674,Trmt112,51504,TRMT112,mouse
66155,Ufc1,51506,UFC1,mouse
66404,Rtf2,51507,RTF2,mouse
18584,Pde8a,5151,PDE8A,mouse
76959,Chmp5,51510,CHMP5,mouse
29870,Gtse1,51512,GTSE1,mouse
76843,Dtl,51514,DTL,mouse
80987,Nckipsd,51517,NCKIPSD,mouse
18585,Pde9a,5152,PDE9A,mouse
107045,Lars,51520,LARS1,mouse
66154,Tmem14c,51522,TMEM14C,mouse
67393,Cxxc5,51523,CXXC5,mouse
72982,Tmem138,51524,TMEM138,mouse
66680,Oser1,51526,OSER1,mouse
66787,Gskip,51527,GSKIP,mouse
104771,Jkamp,51528,JKAMP,mouse
66740,Jkampl,51528,JKAMP,mouse
66156,Anapc11,51529,ANAPC11,mouse
18574,Pde1b,5153,PDE1B,mouse
232679,Zc3hc1,51530,ZC3HC1,mouse
74753,Trmo,51531,TRMO,mouse
71838,Phf7,51533,PHF7,mouse
66201,Vta1,51534,VTA1,mouse
223828,Pphln1,51535,PPHLN1,mouse
67900,Mtfp1,51537,MTFP1,mouse
619605,Zcchc17,51538,ZCCHC17,mouse
18590,Pdgfa,5154,PDGFA,mouse
50880,Scly,51540,SCLY,mouse
245944,Vps54,51542,VPS54,mouse
209011,Sirt7,51547,SIRT7,mouse
50721,Sirt6,51548,SIRT6,mouse
18591,Pdgfb,5155,PDGFB,mouse
67236,Cinp,51550,CINP,mouse
68365,Rab14,51552,RAB14,mouse
252837,Ackr4,51554,ACKR4,mouse
58869,Pex5l,51555,PEX5L,mouse
266744,Lgsn,51557,LGSN,mouse
103466,Nt5dc3,51559,NT5DC3,mouse
18595,Pdgfra,5156,PDGFRA,mouse
270192,Rab6b,51560,RAB6B,mouse
83430,Il23a,51561,IL23A,mouse
217588,Mbip,51562,MBIP,mouse
56233,Hdac7,51564,HDAC7,mouse
71703,Armcx3,51566,ARMCX3,mouse
56196,Tdp2,51567,TDP2,mouse
67890,Ufm1,51569,UFM1,mouse
68797,Pdgfrl,5157,PDGFRL,mouse
223601,Cyrib,51571,CYRIB,mouse
56209,Gde1,51573,GDE1,mouse
28036,Larp7,51574,LARP7,mouse
68280,Gm12666,51574,LARP7,mouse
66580,Esf1,51575,ESF1,mouse
18587,Pde6b,5158,PDE6B,mouse
54375,Azin1,51582,AZIN1,mouse
74737,Pcf11,51585,PCF11,mouse
94112,Med15,51586,MED15,mouse
59004,Pias4,51588,PIAS4,mouse
18596,Pdgfrb,5159,PDGFRB,mouse
94093,Trim33,51592,TRIM33,mouse
83701,Srrt,51593,SRRT,mouse
71169,Nbas,51594,NBAS,mouse
67675,Cuta,51596,CUTA,mouse
54135,Lsr,51599,LSR,mouse
11951,Atp5mc1,516,ATP5MC1,mouse
18597,Pdha1,5160,PDHA1,mouse
623661,Lipt1,51601,LIPT1,mouse
55989,Nop58,51602,NOP58,mouse
71449,Mettl13,51603,METTL13,mouse
78928,Pigt,51604,PIGT,mouse
66926,Trmt6,51605,TRMT6,mouse
108664,Atp6v1h,51606,ATP6V1H,mouse
67604,Get4,51608,GET4,mouse
18598,Pdha2,5161,PDHA2,mouse
69740,Dph5,51611,DPH5,mouse
66366,Ergic3,51614,ERGIC3,mouse
407786,Taf9b,51616,TAF9B,mouse
18197,Nsg2,51617,NSG2,mouse
