symbol,compound,compound_label,direction,phase,layer
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/5730,ZM-336372,negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/60188101,RS-I-002-6,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/60194076,MD-II-008-P,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/6024,Cephalothin_6024,negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/60835,Duloxetine_60835,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/637858,Piperlongumine,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/637858,Piplartine_637858.0,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/6446335,BG-FA-0953,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/6477762,NSC-632839,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/64945,(+)-Ursolic acid_64945,negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/64945,ursolic acid_64945.0,negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/64981,SID11114212_64981,negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/6505803,17-allyl-17-demethoxygeldanamycin_6505803,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/6520352,K-9944,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/659031,EMF-sumo1-11,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/6610310,"Benzo[1,3]dioxol-5-ylmethyl-(6-chloro-quinazolin-4-yl)-amine_6610310",negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/6610353,staurosporine,negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/6708716,catechin,negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/6710736,Troxerutin,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/6758,"(2R,6aS,12aS)-2-Isopropenyl-8,9-dimethoxy-1,2,12,12a-tetrahydro-6aH-chromeno[3,4-b]furo[2,3-h]chromen-6-one_6758",negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/6857685,PIK-90,negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/6883,isosorbide dinitrate_6883.0,negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/6883,isosorbide-dinitrate,negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/6890,SID11112233_6890,negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/6918453,Auranofin,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/698112,AEG-3482,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/701939,MW-A1-12,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/71777,Lufenuron,negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/72947407,MD-049,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/72947410,MD-II-051,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/73707348,Anthothecol,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/73707393,GP-42,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/73707394,SA-1447005,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/73707405,CT-200783,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/73707418,celastrol,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/73707419,Chromomycin-a3,negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/73707420,EI-247,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/73707429,oligomycin-a,negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/755405,ST-056792,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/8982,Nafcillin,negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/8982,nafcillin_8982.0,negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/906542,SID24788424_906542,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/9549213,"8-(6-iodobenzo[d][1,3]dioxol-5-ylthio)-9-(3-(isopropylamino)propyl)-9H-purin-6-amine_9549213",positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/969516,curcumin_969516,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/969516,curcumin_969516.0,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/984170,"4-[4-(2,3-Dihydro-benzo[1,4]dioxin-6-yl)-5-methyl-1H-pyrazol-3-yl]-6-ethyl-benzene-1,3-diol_984170",positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/9891901,"N-(4-(4-(2,3-dichlorophenyl)piperazin-1-yl)butyl)-9H-fluorene-2-carboxamide_9891901",negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/9902311,TGX-115,negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/9911463,"(2,3-dichlorophenyl)(5-methoxy-2-methyl-3-(2-morpholinoethyl)-1H-indol-1-yl)methanone_9911463",negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/9927531,2-((E)-3-naphthalene-2-yl-but-2-enoylamino)-benzoic acid_9927531,negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/9932888,Lestaurtinib,negatively regulates,,probe/bioactivity
CA9,https://pubchem.ncbi.nlm.nih.gov/compound/44618423,SD-6-035-A1,negatively regulates,,probe/bioactivity
CA9,https://pubchem.ncbi.nlm.nih.gov/compound/5327,Sulfadimidine,positively regulates,,probe/bioactivity
CA9,https://pubchem.ncbi.nlm.nih.gov/compound/5327,sulfamethazine_5327.0,positively regulates,,probe/bioactivity
CA9,https://pubchem.ncbi.nlm.nih.gov/compound/54657953,SA-1456195,positively regulates,,probe/bioactivity
CA9,https://pubchem.ncbi.nlm.nih.gov/compound/73707393,GP-42,negatively regulates,,probe/bioactivity
CALB1,https://pubchem.ncbi.nlm.nih.gov/compound/11950170,KD025_11950170,positively regulates,,probe/bioactivity
CALB1,https://pubchem.ncbi.nlm.nih.gov/compound/129010088,bilobalide,positively regulates,,probe/bioactivity
CALB1,https://pubchem.ncbi.nlm.nih.gov/compound/1348,SID11113498_1348,negatively regulates,,probe/bioactivity
CALB1,https://pubchem.ncbi.nlm.nih.gov/compound/135882970,BG-1019,positively regulates,,probe/bioactivity
CALB1,https://pubchem.ncbi.nlm.nih.gov/compound/15301607,VU-0415012,negatively regulates,,probe/bioactivity
CALB1,https://pubchem.ncbi.nlm.nih.gov/compound/1697,CGP-52411,negatively regulates,,probe/bioactivity
CALB1,https://pubchem.ncbi.nlm.nih.gov/compound/19001,Dithiothreitol,negatively regulates,,probe/bioactivity
CALB1,https://pubchem.ncbi.nlm.nih.gov/compound/227112,reichstein,negatively regulates,,probe/bioactivity
CALB1,https://pubchem.ncbi.nlm.nih.gov/compound/2757979,2-cyanopyrimidine,negatively regulates,,probe/bioactivity
CALB1,https://pubchem.ncbi.nlm.nih.gov/compound/3033637,nizatidine,positively regulates,,probe/bioactivity
CALB1,https://pubchem.ncbi.nlm.nih.gov/compound/3033637,nizatidine_3033637.0,positively regulates,,probe/bioactivity
CALB1,https://pubchem.ncbi.nlm.nih.gov/compound/3360,floctafenine,positively regulates,,probe/bioactivity
CALB1,https://pubchem.ncbi.nlm.nih.gov/compound/36689751,tetroquinone,negatively regulates,,probe/bioactivity
CALB1,https://pubchem.ncbi.nlm.nih.gov/compound/4277,"N,N'-dicyclohexyl-urea_4277",negatively regulates,,probe/bioactivity
CALB1,https://pubchem.ncbi.nlm.nih.gov/compound/44247542,VU-0402604,positively regulates,,probe/bioactivity
CALB1,https://pubchem.ncbi.nlm.nih.gov/compound/44483281,GW-4064,negatively regulates,,probe/bioactivity
CALB1,https://pubchem.ncbi.nlm.nih.gov/compound/4930,Pronetalol,negatively regulates,,probe/bioactivity
CALB1,https://pubchem.ncbi.nlm.nih.gov/compound/4939,propidium,negatively regulates,,probe/bioactivity
CALB1,https://pubchem.ncbi.nlm.nih.gov/compound/494471,Methyllycaconitine,positively regulates,,probe/bioactivity
CALB1,https://pubchem.ncbi.nlm.nih.gov/compound/5191289,Ro-60-0175,negatively regulates,,probe/bioactivity
CALB1,https://pubchem.ncbi.nlm.nih.gov/compound/5280378,Formononetin,positively regulates,,probe/bioactivity
CALB1,https://pubchem.ncbi.nlm.nih.gov/compound/5280378,formononetin_5280378.0,positively regulates,,probe/bioactivity
CALB1,https://pubchem.ncbi.nlm.nih.gov/compound/5316606,piceid,positively regulates,,probe/bioactivity
CALB1,https://pubchem.ncbi.nlm.nih.gov/compound/54614981,SA-426799,negatively regulates,,probe/bioactivity
CALB1,https://pubchem.ncbi.nlm.nih.gov/compound/54666790,SA-1919918,positively regulates,,probe/bioactivity
CALB1,https://pubchem.ncbi.nlm.nih.gov/compound/5487427,[<sup>3</sup>H]tiotropium_5487427,negatively regulates,,probe/bioactivity
CALB1,https://pubchem.ncbi.nlm.nih.gov/compound/56208,sarafloxacin,negatively regulates,,probe/bioactivity
CALB1,https://pubchem.ncbi.nlm.nih.gov/compound/57340671,JWE-035,negatively regulates,,probe/bioactivity
CALB1,https://pubchem.ncbi.nlm.nih.gov/compound/5735,zopiclone,negatively regulates,,probe/bioactivity
CALB1,https://pubchem.ncbi.nlm.nih.gov/compound/6708558,haematoxylin-pentaacetate,positively regulates,,probe/bioactivity
CALB1,https://pubchem.ncbi.nlm.nih.gov/compound/73707524,stanozolol,negatively regulates,,probe/bioactivity
CALB1,https://pubchem.ncbi.nlm.nih.gov/compound/73707537,BG-1008,negatively regulates,,probe/bioactivity
CALB1,https://pubchem.ncbi.nlm.nih.gov/compound/8421,homoveratrylamine,negatively regulates,,probe/bioactivity
CDC6,https://pubchem.ncbi.nlm.nih.gov/compound/10099206,LB-42708,negatively regulates,,probe/bioactivity
CDC6,https://pubchem.ncbi.nlm.nih.gov/compound/24771867,"4-(9-chloro-7-(2-fluoro-6-methoxyphenyl)-5H-benzo[e]pyrimido[5,4-c]azepin-2-ylamino)-2-methoxybenzoic acid_24771867",negatively regulates,,probe/bioactivity
CDC6,https://pubchem.ncbi.nlm.nih.gov/compound/24785538,BMS-754807_24785538,negatively regulates,,probe/bioactivity
CDC6,https://pubchem.ncbi.nlm.nih.gov/compound/25126798,RUXOLITINIB,positively regulates,,probe/bioactivity
CDC6,https://pubchem.ncbi.nlm.nih.gov/compound/25126798,ruxolitinib_25126798,positively regulates,,probe/bioactivity
CDC6,https://pubchem.ncbi.nlm.nih.gov/compound/3003565,wortmannin,negatively regulates,,probe/bioactivity
CDC6,https://pubchem.ncbi.nlm.nih.gov/compound/5311510,3-(6-(4-(trifluoromethoxy)phenylamino)pyrimidin-4-yl)benzamide_5311510,positively regulates,,probe/bioactivity
CRELD2,https://pubchem.ncbi.nlm.nih.gov/compound/10748,Herniarin,negatively regulates,,probe/bioactivity
CRELD2,https://pubchem.ncbi.nlm.nih.gov/compound/12041,ethyl-pyruvate,negatively regulates,,probe/bioactivity
CRELD2,https://pubchem.ncbi.nlm.nih.gov/compound/149784,"(2R,3S)-3-(6-amino-9H-purin-9-yl)nonan-2-ol_149784",positively regulates,,probe/bioactivity
CRELD2,https://pubchem.ncbi.nlm.nih.gov/compound/154575,Piclamilast_154575,positively regulates,,probe/bioactivity
CRELD2,https://pubchem.ncbi.nlm.nih.gov/compound/2335,benzethonium,negatively regulates,,probe/bioactivity
CRELD2,https://pubchem.ncbi.nlm.nih.gov/compound/23948194,PATI-1-2-3,positively regulates,,probe/bioactivity
CRELD2,https://pubchem.ncbi.nlm.nih.gov/compound/2663,Celiprolol,positively regulates,,probe/bioactivity
CRELD2,https://pubchem.ncbi.nlm.nih.gov/compound/2819095,KM-00799,negatively regulates,,probe/bioactivity
CRELD2,https://pubchem.ncbi.nlm.nih.gov/compound/2820134,KM-03472SC,positively regulates,,probe/bioactivity
CRELD2,https://pubchem.ncbi.nlm.nih.gov/compound/3156173,ST-014366,positively regulates,,probe/bioactivity
CRELD2,https://pubchem.ncbi.nlm.nih.gov/compound/3248000,3'-fluorobenzylspiperone,positively regulates,,probe/bioactivity
CRELD2,https://pubchem.ncbi.nlm.nih.gov/compound/3397,SID11111203_3397,negatively regulates,,probe/bioactivity
CRELD2,https://pubchem.ncbi.nlm.nih.gov/compound/3455588,ST-4075437,negatively regulates,,probe/bioactivity
CRELD2,https://pubchem.ncbi.nlm.nih.gov/compound/4423427,ST-019366,negatively regulates,,probe/bioactivity
CRELD2,https://pubchem.ncbi.nlm.nih.gov/compound/44483340,GW-6471,positively regulates,,probe/bioactivity
CRELD2,https://pubchem.ncbi.nlm.nih.gov/compound/44483957,SA-424936,positively regulates,,probe/bioactivity
CRELD2,https://pubchem.ncbi.nlm.nih.gov/compound/44630539,KU-C104256,positively regulates,,probe/bioactivity
CRELD2,https://pubchem.ncbi.nlm.nih.gov/compound/446378,Thapsigargin_446378,positively regulates,,probe/bioactivity
CRELD2,https://pubchem.ncbi.nlm.nih.gov/compound/446378,Thapsigargin_446378.0,positively regulates,,probe/bioactivity
CRELD2,https://pubchem.ncbi.nlm.nih.gov/compound/4565183,GANGALEOIDIN_4565183,negatively regulates,,probe/bioactivity
CRELD2,https://pubchem.ncbi.nlm.nih.gov/compound/4674,(3-amino-1-hydroxy-1-phosphono-propyl)-phosphonic acid_4674,positively regulates,,probe/bioactivity
CRELD2,https://pubchem.ncbi.nlm.nih.gov/compound/4760,Phenindione,negatively regulates,,probe/bioactivity
CRELD2,https://pubchem.ncbi.nlm.nih.gov/compound/4760,phenindione_4760.0,negatively regulates,,probe/bioactivity
CRELD2,https://pubchem.ncbi.nlm.nih.gov/compound/4837,piperazine,positively regulates,,probe/bioactivity
CRELD2,https://pubchem.ncbi.nlm.nih.gov/compound/5105,Roxatidine,positively regulates,,probe/bioactivity
CRELD2,https://pubchem.ncbi.nlm.nih.gov/compound/5312557,Docosatrienoic Acid_5312557.0,negatively regulates,,probe/bioactivity
CRELD2,https://pubchem.ncbi.nlm.nih.gov/compound/5312557,docosatrienoic-acid,negatively regulates,,probe/bioactivity
CRELD2,https://pubchem.ncbi.nlm.nih.gov/compound/598,Mesna,positively regulates,,probe/bioactivity
CRELD2,https://pubchem.ncbi.nlm.nih.gov/compound/6000,tubocurarine_6000,negatively regulates,,probe/bioactivity
CRELD2,https://pubchem.ncbi.nlm.nih.gov/compound/65399,triciribine,negatively regulates,,probe/bioactivity
CRELD2,https://pubchem.ncbi.nlm.nih.gov/compound/68740,(1-hydroxy-2-imidazol-1-yl-1-phosphono-ethyl)-phosphonic acid_68740,negatively regulates,,probe/bioactivity
CRELD2,https://pubchem.ncbi.nlm.nih.gov/compound/71657455,Ivosidenib_71657455,negatively regulates,,probe/bioactivity
CRELD2,https://pubchem.ncbi.nlm.nih.gov/compound/71714682,K-145,negatively regulates,,probe/bioactivity
CRELD2,https://pubchem.ncbi.nlm.nih.gov/compound/720932,ST-012525,positively regulates,,probe/bioactivity
CRELD2,https://pubchem.ncbi.nlm.nih.gov/compound/72193870,QW-BI-011,negatively regulates,,probe/bioactivity
CRELD2,https://pubchem.ncbi.nlm.nih.gov/compound/72287,Levomepromazine,negatively regulates,,probe/bioactivity
CRELD2,https://pubchem.ncbi.nlm.nih.gov/compound/73078,Tetrandrine,negatively regulates,,probe/bioactivity
CRELD2,https://pubchem.ncbi.nlm.nih.gov/compound/73652146,Ionomycin,positively regulates,,probe/bioactivity
CRELD2,https://pubchem.ncbi.nlm.nih.gov/compound/89683805,Enasidenib_89683805,negatively regulates,,probe/bioactivity
CYP26B1,https://pubchem.ncbi.nlm.nih.gov/compound/135883127,BG-1017,positively regulates,,probe/bioactivity
CYP26B1,https://pubchem.ncbi.nlm.nih.gov/compound/3151,Domperidone_3151,negatively regulates,,probe/bioactivity
CYP26B1,https://pubchem.ncbi.nlm.nih.gov/compound/4178,"1-(2,6-dimethylphenoxy)propan-2-amine_4178",negatively regulates,,probe/bioactivity
CYP26B1,https://pubchem.ncbi.nlm.nih.gov/compound/4178,mexiletine_4178.0,negatively regulates,,probe/bioactivity
CYP26B1,https://pubchem.ncbi.nlm.nih.gov/compound/44489343,SA-425929,positively regulates,,probe/bioactivity
CYP26B1,https://pubchem.ncbi.nlm.nih.gov/compound/445070,Farnesol,positively regulates,,probe/bioactivity
CYP26B1,https://pubchem.ncbi.nlm.nih.gov/compound/4452,"N-((2S,3S)-1-Benzyl-2-methyl-pyrrolidin-3-yl)-5-chloro-2-methoxy-4-methylamino-benzamide_4452",positively regulates,,probe/bioactivity
CYP26B1,https://pubchem.ncbi.nlm.nih.gov/compound/47528,Nicorandil,negatively regulates,,probe/bioactivity
CYP26B1,https://pubchem.ncbi.nlm.nih.gov/compound/47528,nicorandil_47528.0,negatively regulates,,probe/bioactivity
CYP26B1,https://pubchem.ncbi.nlm.nih.gov/compound/5694,pirinixic acid_5694,negatively regulates,,probe/bioactivity
CYP26B1,https://pubchem.ncbi.nlm.nih.gov/compound/57697,Pemirolast,positively regulates,,probe/bioactivity
CYP26B1,https://pubchem.ncbi.nlm.nih.gov/compound/6049,edetic acid_6049.0,positively regulates,,probe/bioactivity
CYP26B1,https://pubchem.ncbi.nlm.nih.gov/compound/6049,ethylenediaminetetraacetic-acid,positively regulates,,probe/bioactivity
CYP26B1,https://pubchem.ncbi.nlm.nih.gov/compound/8378,Neomycin_8378,negatively regulates,,probe/bioactivity
CYP26B1,https://pubchem.ncbi.nlm.nih.gov/compound/9571107,gemifloxacin,negatively regulates,,probe/bioactivity
DIO2,https://pubchem.ncbi.nlm.nih.gov/compound/155982217,Monensin,negatively regulates,,probe/bioactivity
DIO2,https://pubchem.ncbi.nlm.nih.gov/compound/3009355,Vicriviroc_3009355,negatively regulates,,probe/bioactivity
DIO2,https://pubchem.ncbi.nlm.nih.gov/compound/3906780,NNC-63-0532,positively regulates,,probe/bioactivity
DIO2,https://pubchem.ncbi.nlm.nih.gov/compound/5032,racephedrine,positively regulates,,probe/bioactivity
DIO2,https://pubchem.ncbi.nlm.nih.gov/compound/56655374,HG-14-10-04,negatively regulates,,probe/bioactivity
FASN,https://pubchem.ncbi.nlm.nih.gov/compound/10074640,AB-1010_10074640,positively regulates,,probe/bioactivity
FASN,https://pubchem.ncbi.nlm.nih.gov/compound/10212,Imperatorin_10212,negatively regulates,,probe/bioactivity
FASN,https://pubchem.ncbi.nlm.nih.gov/compound/10212,imperatorin_10212.0,negatively regulates,,probe/bioactivity
FASN,https://pubchem.ncbi.nlm.nih.gov/compound/10461815,PHA-665752_10461815,positively regulates,,probe/bioactivity
FASN,https://pubchem.ncbi.nlm.nih.gov/compound/10521421,Akt inhibitor X_10521421,positively regulates,,probe/bioactivity
FASN,https://pubchem.ncbi.nlm.nih.gov/compound/11167602,REGORAFENIB,negatively regulates,,probe/bioactivity
FASN,https://pubchem.ncbi.nlm.nih.gov/compound/11167602,Regorafenib_11167602,negatively regulates,,probe/bioactivity
FASN,https://pubchem.ncbi.nlm.nih.gov/compound/115113,L-701324,negatively regulates,,probe/bioactivity
FASN,https://pubchem.ncbi.nlm.nih.gov/compound/115210,ZK-93426,negatively regulates,,probe/bioactivity
FASN,https://pubchem.ncbi.nlm.nih.gov/compound/11626560,CRIZOTINIB,positively regulates,,probe/bioactivity
FASN,https://pubchem.ncbi.nlm.nih.gov/compound/11626560,Crizotinib_11626560,positively regulates,,probe/bioactivity
FASN,https://pubchem.ncbi.nlm.nih.gov/compound/11683,Megestrol Acetate_11683,positively regulates,,probe/bioactivity
FASN,https://pubchem.ncbi.nlm.nih.gov/compound/118176,centpropazine,positively regulates,,probe/bioactivity
FASN,https://pubchem.ncbi.nlm.nih.gov/compound/119373,Elacridar_119373,positively regulates,,probe/bioactivity
FASN,https://pubchem.ncbi.nlm.nih.gov/compound/12791166,ketocholesterol,negatively regulates,,probe/bioactivity
FASN,https://pubchem.ncbi.nlm.nih.gov/compound/132846,SID11113947_132846,positively regulates,,probe/bioactivity
FASN,https://pubchem.ncbi.nlm.nih.gov/compound/133017,rupatadine_133017,positively regulates,,probe/bioactivity
FASN,https://pubchem.ncbi.nlm.nih.gov/compound/135413511,Tirapazamine,negatively regulates,,probe/bioactivity
FASN,https://pubchem.ncbi.nlm.nih.gov/compound/1548953,Clomiphene_1548953,positively regulates,,probe/bioactivity
FASN,https://pubchem.ncbi.nlm.nih.gov/compound/16112820,neurodazine,negatively regulates,,probe/bioactivity
FASN,https://pubchem.ncbi.nlm.nih.gov/compound/176167,LY-317615_176167,positively regulates,,probe/bioactivity
FASN,https://pubchem.ncbi.nlm.nih.gov/compound/193949,SDZ-21009,positively regulates,,probe/bioactivity
FASN,https://pubchem.ncbi.nlm.nih.gov/compound/193962,Etravirine,negatively regulates,,probe/bioactivity
FASN,https://pubchem.ncbi.nlm.nih.gov/compound/19582717,CHEMBL-1222381,negatively regulates,,probe/bioactivity
FASN,https://pubchem.ncbi.nlm.nih.gov/compound/2018,actarit,negatively regulates,,probe/bioactivity
FASN,https://pubchem.ncbi.nlm.nih.gov/compound/20635522,KIN001-127,positively regulates,,probe/bioactivity
FASN,https://pubchem.ncbi.nlm.nih.gov/compound/2088,alendronate_2088,negatively regulates,,probe/bioactivity
FASN,https://pubchem.ncbi.nlm.nih.gov/compound/208898,N-{2-Butyl-3-[4-(3-dibutylamino-propoxy)-benzoyl]-benzofuran-5-yl}-methanesulfonamide_208898,positively regulates,,probe/bioactivity
FASN,https://pubchem.ncbi.nlm.nih.gov/compound/2157,AMIODARONE,positively regulates,,probe/bioactivity
FASN,https://pubchem.ncbi.nlm.nih.gov/compound/2157,amiodarone_2157.0,positively regulates,,probe/bioactivity
FASN,https://pubchem.ncbi.nlm.nih.gov/compound/2157,SID11110785_2157,positively regulates,,probe/bioactivity
FASN,https://pubchem.ncbi.nlm.nih.gov/compound/2160,amitriptyline_2160,positively regulates,,probe/bioactivity
FASN,https://pubchem.ncbi.nlm.nih.gov/compound/2160,amitriptyline_2160.0,positively regulates,,probe/bioactivity
FASN,https://pubchem.ncbi.nlm.nih.gov/compound/216239,SORAFENIB,negatively regulates,,probe/bioactivity
FASN,https://pubchem.ncbi.nlm.nih.gov/compound/216239,Sorafenib_216239,negatively regulates,,probe/bioactivity
FASN,https://pubchem.ncbi.nlm.nih.gov/compound/216454,L-778123,negatively regulates,,probe/bioactivity
FASN,https://pubchem.ncbi.nlm.nih.gov/compound/22121918,TUL_XX087,positively regulates,,probe/bioactivity
FASN,https://pubchem.ncbi.nlm.nih.gov/compound/221493,cholic acid_221493,negatively regulates,,probe/bioactivity
FASN,https://pubchem.ncbi.nlm.nih.gov/compound/221493,cholic acid_221493.0,negatively regulates,,probe/bioactivity
FASN,https://pubchem.ncbi.nlm.nih.gov/compound/223368,equilin_223368,positively regulates,,probe/bioactivity
FASN,https://pubchem.ncbi.nlm.nih.gov/compound/235382,SIB-1893,negatively regulates,,probe/bioactivity
FASN,https://pubchem.ncbi.nlm.nih.gov/compound/2375,Bicalutamide_2375,positively regulates,,probe/bioactivity
FASN,https://pubchem.ncbi.nlm.nih.gov/compound/23760135,ungerine,negatively regulates,,probe/bioactivity
FASN,https://pubchem.ncbi.nlm.nih.gov/compound/24180719,"N-(3-(5-chloro-1H-pyrrolo[2,3-b]pyridine-3-carbonyl)-2,4-difluorophenyl)propane-1-sulfonamide_24180719",negatively regulates,,probe/bioactivity
FASN,https://pubchem.ncbi.nlm.nih.gov/compound/24772043,tenovin-6,positively regulates,,probe/bioactivity
FASN,https://pubchem.ncbi.nlm.nih.gov/compound/24855958,TCS-2002,positively regulates,,probe/bioactivity
FASN,https://pubchem.ncbi.nlm.nih.gov/compound/25126798,RUXOLITINIB,positively regulates,,probe/bioactivity
FASN,https://pubchem.ncbi.nlm.nih.gov/compound/25126798,ruxolitinib_25126798,positively regulates,,probe/bioactivity
FASN,https://pubchem.ncbi.nlm.nih.gov/compound/25150857,BIX-01294,positively regulates,,probe/bioactivity
FASN,https://pubchem.ncbi.nlm.nih.gov/compound/25150857,"N-(1-benzylpiperidin-4-yl)-6,7-dimethoxy-2-(4-methyl-1,4-diazepan-1-yl)quinazolin-4-amine_25150857",positively regulates,,probe/bioactivity
FASN,https://pubchem.ncbi.nlm.nih.gov/compound/25171648,"3-(1-{3-[5-(1-methyl-piperidin-4-ylmethoxy)-pyrimidin-2-yl]-benzyl}-6-oxo-1,6-dihydro-pyridazin-3-yl)-benzonitrile_25171648",positively regulates,,probe/bioactivity
FASN,https://pubchem.ncbi.nlm.nih.gov/compound/26987,SID11112618_26987,positively regulates,,probe/bioactivity
FASN,https://pubchem.ncbi.nlm.nih.gov/compound/2777391,T0070907_2777391,negatively regulates,,probe/bioactivity
FASN,https://pubchem.ncbi.nlm.nih.gov/compound/2787,Clinofibrate,negatively regulates,,probe/bioactivity
FASN,https://pubchem.ncbi.nlm.nih.gov/compound/28693,Metergoline_28693,positively regulates,,probe/bioactivity
FASN,https://pubchem.ncbi.nlm.nih.gov/compound/2894,"[4-(4-Amino-6,7-dimethoxy-quinazolin-2-yl)-octahydro-quinoxalin-1-yl]-furan-2-yl-methanone_2894",positively regulates,,probe/bioactivity
FASN,https://pubchem.ncbi.nlm.nih.gov/compound/2941,D-609,positively regulates,,probe/bioactivity
FASN,https://pubchem.ncbi.nlm.nih.gov/compound/2968,Decamethonium,negatively regulates,,probe/bioactivity
FASN,https://pubchem.ncbi.nlm.nih.gov/compound/2995,desipramine_2995,positively regulates,,probe/bioactivity
FASN,https://pubchem.ncbi.nlm.nih.gov/compound/3034010,Tetrahydrolipstatin_3034010,positively regulates,,probe/bioactivity
FASN,https://pubchem.ncbi.nlm.nih.gov/compound/3038522,MLN-518_3038522,positively regulates,,probe/bioactivity
FASN,https://pubchem.ncbi.nlm.nih.gov/compound/3085416,Ivermectin,negatively regulates,,probe/bioactivity
FASN,https://pubchem.ncbi.nlm.nih.gov/compound/3292447,"2'-Methyl-4'-(5-methyl-[1,2,4]oxadiazol-3-yl)-biphenyl-4-carboxylic acid [3-(2-dimethylamino-ethoxy)-4-methoxy-phenyl]-amide_3292447",positively regulates,,probe/bioactivity
FASN,https://pubchem.ncbi.nlm.nih.gov/compound/3336,fendiline,positively regulates,,probe/bioactivity
FASN,https://pubchem.ncbi.nlm.nih.gov/compound/3386,Fluoxetine_3386,positively regulates,,probe/bioactivity
