rel,otherLabel,cat,source,nStatements
predisposes_to_condition,Pneumonia,dsyn_dsyn,PubMed,1
predisposes_to_condition,Prediabetes syndrome,dsyn_dsyn,PubMed,1
predisposes_to_condition,Psoriasis,dsyn_dsyn,PubMed,1
predisposes_to_condition,Rheumatoid Arthritis,dsyn_dsyn,PubMed,1
predisposes_to_condition,Rickets,dsyn_dsyn,PubMed,1
predisposes_to_condition,Sepsis,dsyn_dsyn,PubMed,1
predisposes_to_condition,Septicemia,dsyn_dsyn,PubMed,1
NEG_PREDISPOSES,Siderosis,dsyn_dsyn,PubMed,1
predisposes_to_condition,Sleep Apnea Syndromes,dsyn_dsyn,PubMed,1
NEG_PREDISPOSES,"Sleep Apnea, Obstructive",dsyn_dsyn,PubMed,1
predisposes_to_condition,"Sleep Apnea, Obstructive",dsyn_dsyn,PubMed,1
predisposes_to_condition,Syndrome,dsyn_dsyn,PubMed,1
predisposes_to_condition,Systemic disease,dsyn_dsyn,PubMed,1
predisposes_to_condition,Systolic hypertension,dsyn_dsyn,PubMed,1
predisposes_to_condition,Thyroid Diseases,dsyn_dsyn,PubMed,1
predisposes_to_condition,Toxic Epidermal Necrolysis,dsyn_dsyn,PubMed,1
predisposes_to_condition,Transient hypertension,dsyn_dsyn,PubMed,1
predisposes_to_condition,Ulcerative Colitis,dsyn_dsyn,PubMed,1
predisposes_to_condition,Urinary tract infection,dsyn_dsyn,PubMed,1
predisposes_to_condition,varicella zoster,dsyn_dsyn,PubMed,1
NEG_PREDISPOSES,Vascular Diseases,dsyn_dsyn,PubMed,1
predisposes_to_condition,Vascular Diseases,dsyn_dsyn,PubMed,1
predisposes_to_condition,Virus Diseases,dsyn_dsyn,PubMed,1
NEG_PREDISPOSES,Vitamin D Deficiency,dsyn_dsyn,PubMed,1
predisposes_to_condition,Vitamin D Deficiency,dsyn_dsyn,PubMed,1
predisposes_to_condition,Wernicke Encephalopathy,dsyn_dsyn,PubMed,1
NEG_PREDISPOSES,Age related macular degeneration,dsyn,PubMed,1
predisposes_to_condition,Age related macular degeneration,dsyn,PubMed,1
predisposes_to_condition,Allergic rhinitis NOS,dsyn,PubMed,1
predisposes_to_condition,"Alzheimer Disease, Early Onset",dsyn,PubMed,1
predisposes_to_condition,Amyloidosis cutis dyschromia,dsyn,PubMed,1
predisposes_to_condition,Anosognosia,dsyn,PubMed,1
predisposes_to_condition,"Auditory Diseases, Central",dsyn,PubMed,1
predisposes_to_condition,Cerebral Ischemia,dsyn,PubMed,1
predisposes_to_condition,Cerebral Small Vessel Diseases,dsyn,PubMed,1
predisposes_to_condition,Cerebrovascular Insufficiency,dsyn,PubMed,1
predisposes_to_condition,Chronic metabolic disorder,dsyn,PubMed,1
predisposes_to_condition,Chronic Traumatic Encephalopathy,dsyn,PubMed,1
predisposes_to_condition,Clonal Hematopoiesis,dsyn,PubMed,1
predisposes_to_condition,Corticobasal degeneration,dsyn,PubMed,1
NEG_PREDISPOSES,COVID-19,dsyn,PubMed,1
predisposes_to_condition,COVID-19,dsyn,PubMed,1
predisposes_to_condition,Degenerative brain disorder,dsyn,PubMed,1
predisposes_to_condition,DISEASES/DIAGNOSES,dsyn,PubMed,1
predisposes_to_condition,Disorder of lipoid metabolism NOS,dsyn,PubMed,1
predisposes_to_condition,Endothelial dysfunction,dsyn,PubMed,1
predisposes_to_condition,Familial Alzheimer's disease,dsyn,PubMed,1
predisposes_to_condition,Headache Disorders,dsyn,PubMed,1
predisposes_to_condition,Hippocampal atrophy,dsyn,PubMed,1
predisposes_to_condition,Huntington Disease,dsyn,PubMed,1
predisposes_to_condition,Hyperlipoproteinemia Type III,dsyn,PubMed,1
predisposes_to_condition,Immune reconstitution inflammatory syndrome,dsyn,PubMed,1
predisposes_to_condition,Incurable diseases,dsyn,PubMed,1
predisposes_to_condition,Inflammatory disease of the central nervous system,dsyn,PubMed,1
predisposes_to_condition,Kwashiorkor,dsyn,PubMed,1
NEG_PREDISPOSES,Lewy Body Disease,dsyn,PubMed,1
predisposes_to_condition,Lewy Body Disease,dsyn,PubMed,1
predisposes_to_condition,Little's Disease,dsyn,PubMed,1
predisposes_to_condition,Livedoid vasculitis,dsyn,PubMed,1
NEG_PREDISPOSES,Low tension glaucoma,dsyn,PubMed,1
predisposes_to_condition,Low tension glaucoma,dsyn,PubMed,1
predisposes_to_condition,Magnesium Deficiency,dsyn,PubMed,1
predisposes_to_condition,Membranous lipodystrophy,dsyn,PubMed,1
predisposes_to_condition,Metabolic Syndrome X,dsyn,PubMed,1
predisposes_to_condition,Neurological muscle weakness,dsyn,PubMed,1
predisposes_to_condition,Oestrogen deficiency,dsyn,PubMed,1
predisposes_to_condition,Periodontal Diseases,dsyn,PubMed,1
NEG_PREDISPOSES,Periodontitis,dsyn,PubMed,1
predisposes_to_condition,Periodontitis,dsyn,PubMed,1
predisposes_to_condition,Prieto X-linked mental retardation syndrome,dsyn,PubMed,1
NEG_PREDISPOSES,Primary open angle glaucoma,dsyn,PubMed,1
predisposes_to_condition,Primary open angle glaucoma,dsyn,PubMed,1
predisposes_to_condition,Primary Sjogren's syndrome,dsyn,PubMed,1
predisposes_to_condition,Retinitis Pigmentosa,dsyn,PubMed,1
predisposes_to_condition,Senile dementia,dsyn,PubMed,1
predisposes_to_condition,Sleep Disorders,dsyn,PubMed,1
predisposes_to_condition,Spinocerebellar Ataxias,dsyn,PubMed,1
NEG_PREDISPOSES,"Supranuclear Palsy, Progressive",dsyn,PubMed,1
predisposes_to_condition,Tangier Disease,dsyn,PubMed,1
predisposes_to_condition,Tauopathies,dsyn,PubMed,1
predisposes_to_condition,Trisomy,dsyn,PubMed,1
predisposes_to_condition,Vascular inflammations,dsyn,PubMed,1
predisposes_to_condition,Zinc deficiency,dsyn,PubMed,1
predisposes_to_condition,Arachidonic Acid,eico,PubMed,1
preventative_for_condition,Dinoprostone,eico,PubMed,1
predisposes_to_condition,F2-Isoprostanes,eico,PubMed,1
NEG_PREDISPOSES,Aluminum,elii_elii,PubMed,1
predisposes_to_condition,Aluminum,elii_elii,PubMed,1
predisposes_to_condition,Elements,elii_elii,PubMed,1
predisposes_to_condition,Ions,elii_elii,PubMed,1
NEG_PREDISPOSES,Mercury,elii_hops_elii,PubMed,1
predisposes_to_condition,Mercury,elii_hops_elii,PubMed,1
preventative_for_condition,Lithium,elii_phsu_elii,PubMed,1
predisposes_to_condition,Calcium ion,elii_phsu_phsu,PubMed,1
predisposes_to_condition,^18^Fluorine,elii,PubMed,1
predisposes_to_condition,Cadmium,elii,PubMed,1
predisposes_to_condition,Carbon,elii,PubMed,1
predisposes_to_condition,Hydroxide Ion,elii,PubMed,1
predisposes_to_condition,Metalloids,elii,PubMed,1
predisposes_to_condition,"Metals, Heavy",elii,PubMed,1
predisposes_to_condition,Neuregulin 1,enzy,PubMed,1
predisposes_to_condition,Protein Kinase C Alpha,enzy,PubMed,1
predisposes_to_condition,1/3 meter (distance vision finding),fndg_fndg,PubMed,1
predisposes_to_condition,Ability to communicate,fndg_fndg,PubMed,1
predisposes_to_condition,Abnormal,fndg_fndg,PubMed,1
predisposes_to_condition,Abnormality,fndg_fndg,PubMed,1
predisposes_to_condition,Abnormality of the vasculature,fndg_fndg,PubMed,1
predisposes_to_condition,Accumulation,fndg_fndg,PubMed,1
predisposes_to_condition,activity level,fndg_fndg,PubMed,1
predisposes_to_condition,Alcohol intake above recommended sensible limits,fndg_fndg,PubMed,1
predisposes_to_condition,Anosmia,fndg_fndg,PubMed,1
predisposes_to_condition,Asymptomatic,fndg_fndg,PubMed,1
predisposes_to_condition,Behavior showing increased motor activity,fndg_fndg,PubMed,1
predisposes_to_condition,Blindness,fndg_fndg,PubMed,1
predisposes_to_condition,Blood pressure finding,fndg_fndg,PubMed,1
predisposes_to_condition,brazilian,fndg_fndg,PubMed,1
predisposes_to_condition,ca increase,fndg_fndg,PubMed,1
predisposes_to_condition,Cardiac Arrhythmia,fndg_fndg,PubMed,1
predisposes_to_condition,Chief complaint (finding),fndg_fndg,PubMed,1
predisposes_to_condition,Clinical Significance,fndg_fndg,PubMed,1
predisposes_to_condition,Close Relationship,fndg_fndg,PubMed,1
predisposes_to_condition,Co-morbid conditions,fndg_fndg,PubMed,1
predisposes_to_condition,Cognition.status,fndg_fndg,PubMed,1
predisposes_to_condition,Coherent,fndg_fndg,PubMed,1
predisposes_to_condition,Comorbidity,fndg_fndg,PubMed,1
predisposes_to_condition,Confirmation,fndg_fndg,PubMed,1
predisposes_to_condition,Consequent,fndg_fndg,PubMed,1
predisposes_to_condition,consideration,fndg_fndg,PubMed,1
predisposes_to_condition,Contraindicated,fndg_fndg,PubMed,1
predisposes_to_condition,Convergent gaze,fndg_fndg,PubMed,1
predisposes_to_condition,Deafness,fndg_fndg,PubMed,1
predisposes_to_condition,Depressed mood,fndg_fndg,PubMed,1
predisposes_to_condition,Detected (finding),fndg_fndg,PubMed,1
NEG_PREDISPOSES,diabetic,fndg_fndg,PubMed,1
predisposes_to_condition,Disability,fndg_fndg,PubMed,1
predisposes_to_condition,Disconnection Medical Device Problem,fndg_fndg,PubMed,1
predisposes_to_condition,Discrepancy,fndg_fndg,PubMed,1
predisposes_to_condition,Does communicate,fndg_fndg,PubMed,1
predisposes_to_condition,Does stand,fndg_fndg,PubMed,1
predisposes_to_condition,Drowsiness,fndg_fndg,PubMed,1
predisposes_to_condition,Dysequilibrium,fndg_fndg,PubMed,1
predisposes_to_condition,Elevated C-reactive protein,fndg_fndg,PubMed,1
predisposes_to_condition,Engaged to be married,fndg_fndg,PubMed,1
predisposes_to_condition,Falls,fndg_fndg,PubMed,1
predisposes_to_condition,Family history,fndg_fndg,PubMed,1
predisposes_to_condition,Fasting,fndg_fndg,PubMed,1
predisposes_to_condition,Fatty deposition,fndg_fndg,PubMed,1
predisposes_to_condition,Feeling hopeless,fndg_fndg,PubMed,1
predisposes_to_condition,Florid red complexion (finding),fndg_fndg,PubMed,1
predisposes_to_condition,Form of muscle,fndg_fndg,PubMed,1
predisposes_to_condition,Functional Status,fndg_fndg,PubMed,1
NEG_PREDISPOSES,Gait,fndg_fndg,PubMed,1
predisposes_to_condition,Gait,fndg_fndg,PubMed,1
predisposes_to_condition,Genetic Carriers,fndg_fndg,PubMed,1
predisposes_to_condition,glucose high,fndg_fndg,PubMed,1
predisposes_to_condition,Handling,fndg_fndg,PubMed,1
predisposes_to_condition,Has difficulty doing (qualifier value),fndg_fndg,PubMed,1
predisposes_to_condition,High Level,fndg_fndg,PubMed,1
predisposes_to_condition,Household composition,fndg_fndg,PubMed,1
predisposes_to_condition,Hypometabolism,fndg_fndg,PubMed,1
predisposes_to_condition,Hypotension,fndg_fndg,PubMed,1
predisposes_to_condition,"Hypothermia, natural",fndg_fndg,PubMed,1
predisposes_to_condition,Illiteracy,fndg_fndg,PubMed,1
predisposes_to_condition,Immune,fndg_fndg,PubMed,1
predisposes_to_condition,In further education,fndg_fndg,PubMed,1
predisposes_to_condition,Incidental Findings,fndg_fndg,PubMed,1
predisposes_to_condition,Increase in blood pressure,fndg_fndg,PubMed,1
predisposes_to_condition,Increased apoptosis,fndg_fndg,PubMed,1
predisposes_to_condition,Increased serum calcium,fndg_fndg,PubMed,1
predisposes_to_condition,Increased systolic arterial pressure,fndg_fndg,PubMed,1
NEG_PREDISPOSES,Increased uric acid level,fndg_fndg,PubMed,1
predisposes_to_condition,Increased uric acid level,fndg_fndg,PubMed,1
predisposes_to_condition,Instability,fndg_fndg,PubMed,1
predisposes_to_condition,Instrumental activities of daily living,fndg_fndg,PubMed,1
predisposes_to_condition,Intermediate Risk,fndg_fndg,PubMed,1
predisposes_to_condition,Late Onset Disorders,fndg_fndg,PubMed,1
NEG_PREDISPOSES,Lens Opacities,fndg_fndg,PubMed,1
predisposes_to_condition,Lens Opacities,fndg_fndg,PubMed,1
NEG_PREDISPOSES,Lesion,fndg_fndg,PubMed,1
predisposes_to_condition,Lesion,fndg_fndg,PubMed,1
predisposes_to_condition,lithium use,fndg_fndg,PubMed,1
predisposes_to_condition,Loneliness,fndg_fndg,PubMed,1
predisposes_to_condition,maternal history,fndg_fndg,PubMed,1
predisposes_to_condition,Mean blood pressure,fndg_fndg,PubMed,1
predisposes_to_condition,Medical History,fndg_fndg,PubMed,1
predisposes_to_condition,medication use,fndg_fndg,PubMed,1
predisposes_to_condition,Metabolic Response,fndg_fndg,PubMed,1
predisposes_to_condition,Moderate Level,fndg_fndg,PubMed,1
predisposes_to_condition,Molecular Abnormality,fndg_fndg,PubMed,1
predisposes_to_condition,Multifactorial,fndg_fndg,PubMed,1
predisposes_to_condition,Negative,fndg_fndg,PubMed,1
predisposes_to_condition,Negative Finding,fndg_fndg,PubMed,1
predisposes_to_condition,Negative Surgical Margin,fndg_fndg,PubMed,1
predisposes_to_condition,Neurological observations,fndg_fndg,PubMed,1
predisposes_to_condition,New finding since previous mammogram,fndg_fndg,PubMed,1
predisposes_to_condition,Newly Diagnosed Disease,fndg_fndg,PubMed,1
predisposes_to_condition,No incoordination,fndg_fndg,PubMed,1
predisposes_to_condition,No past history,fndg_fndg,PubMed,1
predisposes_to_condition,Normal general body function,fndg_fndg,PubMed,1
predisposes_to_condition,Not significant,fndg_fndg,PubMed,1
predisposes_to_condition,Nutritional status,fndg_fndg,PubMed,1
predisposes_to_condition,Overweight,fndg_fndg,PubMed,1
predisposes_to_condition,patient condition,fndg_fndg,PubMed,1
predisposes_to_condition,Personality Traits,fndg_fndg,PubMed,1
NEG_PREDISPOSES,Physical findings,fndg_fndg,PubMed,1
predisposes_to_condition,Physical findings,fndg_fndg,PubMed,1
NEG_PREDISPOSES,Physical function,fndg_fndg,PubMed,1
predisposes_to_condition,Physically active,fndg_fndg,PubMed,1
predisposes_to_condition,Planning suicide,fndg_fndg,PubMed,1
predisposes_to_condition,Plaque (lesion),fndg_fndg,PubMed,1
predisposes_to_condition,poor health,fndg_fndg,PubMed,1
predisposes_to_condition,Positive Finding,fndg_fndg,PubMed,1
predisposes_to_condition,Possible,fndg_fndg,PubMed,1
predisposes_to_condition,Pre-op diagnosis,fndg_fndg,PubMed,1
predisposes_to_condition,Present,fndg_fndg,PubMed,1
predisposes_to_condition,Problem,fndg_fndg,PubMed,1
predisposes_to_condition,Psychological Well Being,fndg_fndg,PubMed,1
predisposes_to_condition,Readiness,fndg_fndg,PubMed,1
predisposes_to_condition,Recurrent infections,fndg_fndg,PubMed,1
predisposes_to_condition,regional difference,fndg_fndg,PubMed,1
predisposes_to_condition,research results,fndg_fndg,PubMed,1
preventative_for_condition,restricted diet,fndg_fndg,PubMed,1
predisposes_to_condition,Rhythm,fndg_fndg,PubMed,1
predisposes_to_condition,risk factor (of) disease,fndg_fndg,PubMed,1
predisposes_to_condition,risk factors,fndg_fndg,PubMed,1
predisposes_to_condition,Sedentary lifestyle,fndg_fndg,PubMed,1
predisposes_to_condition,Senility,fndg_fndg,PubMed,1
predisposes_to_condition,Severe (severity modifier),fndg_fndg,PubMed,2
predisposes_to_condition,Sleep behavior finding,fndg_fndg,PubMed,1
predisposes_to_condition,Sleep Deprivation,fndg_fndg,PubMed,1
predisposes_to_condition,Slow gait,fndg_fndg,PubMed,1
NEG_PREDISPOSES,Smoker,fndg_fndg,PubMed,1
predisposes_to_condition,Smoker,fndg_fndg,PubMed,1
predisposes_to_condition,Stable Disease,fndg_fndg,PubMed,1
predisposes_to_condition,Stress,fndg_fndg,PubMed,1
predisposes_to_condition,Symptom mild,fndg_fndg,PubMed,1
NEG_PREDISPOSES,Systemic arterial pressure,fndg_fndg,PubMed,1
predisposes_to_condition,Systemic arterial pressure,fndg_fndg,PubMed,1
predisposes_to_condition,Uncertainty,fndg_fndg,PubMed,1
NEG_PREDISPOSES,Unconscious State,fndg_fndg,PubMed,1
predisposes_to_condition,Unconscious State,fndg_fndg,PubMed,1
predisposes_to_condition,Underweight,fndg_fndg,PubMed,1
predisposes_to_condition,Unlikely,fndg_fndg,PubMed,1
preventative_for_condition,Vegetarian diet,fndg_fndg,PubMed,1
predisposes_to_condition,Vitality,fndg_fndg,PubMed,1
predisposes_to_condition,wave slowing,fndg_fndg,PubMed,1
predisposes_to_condition,Weight decreased,fndg_fndg,PubMed,1
predisposes_to_condition,Weight Gain,fndg_fndg,PubMed,1
predisposes_to_condition,Well adult,fndg_fndg,PubMed,1
predisposes_to_condition,White matter changes,fndg_fndg,PubMed,1
predisposes_to_condition,Widowhood,fndg_fndg,PubMed,1
predisposes_to_condition,Worried,fndg_fndg,PubMed,1
predisposes_to_condition,1+ Score,fndg,PubMed,1
predisposes_to_condition,AA genotype,fndg,PubMed,1
predisposes_to_condition,Abnormal metabolism,fndg,PubMed,1
predisposes_to_condition,Abnormality of mitochondrial metabolism,fndg,PubMed,1
predisposes_to_condition,Abnormality of red blood cells,fndg,PubMed,1
predisposes_to_condition,Andropause,fndg,PubMed,1
predisposes_to_condition,Asymmetric Chest Appearance,fndg,PubMed,1
predisposes_to_condition,At risk of disease,fndg,PubMed,1
predisposes_to_condition,birth control pill use,fndg,PubMed,1
predisposes_to_condition,Cardiovascular Risk Score,fndg,PubMed,1
NEG_PREDISPOSES,Carrier of disorder,fndg,PubMed,1
predisposes_to_condition,Carrier of disorder,fndg,PubMed,1
NEG_PREDISPOSES,Carrier status,fndg,PubMed,1
predisposes_to_condition,Carrier status,fndg,PubMed,1
predisposes_to_condition,Causative_agents,fndg,PubMed,1
predisposes_to_condition,Cerebral microbleeds,fndg,PubMed,1
predisposes_to_condition,Coffee intake,fndg,PubMed,1
predisposes_to_condition,Confirmed case,fndg,PubMed,1
predisposes_to_condition,Consanguinity,fndg,PubMed,1
predisposes_to_condition,Death (finding),fndg,PubMed,1
predisposes_to_condition,Death of relative,fndg,PubMed,1
predisposes_to_condition,Depression score,fndg,PubMed,1
predisposes_to_condition,Diet high in saturated fats,fndg,PubMed,1
predisposes_to_condition,Dietary fat intake,fndg,PubMed,1
predisposes_to_condition,Discordance,fndg,PubMed,1
predisposes_to_condition,Disrupted sleep,fndg,PubMed,1
predisposes_to_condition,Drug Exposure,fndg,PubMed,1
predisposes_to_condition,Early disease stage,fndg,PubMed,1
predisposes_to_condition,Early Life Stress,fndg,PubMed,1
predisposes_to_condition,Educational Status,fndg,PubMed,1
predisposes_to_condition,Egg intake,fndg,PubMed,1
predisposes_to_condition,Employed,fndg,PubMed,1
predisposes_to_condition,EPISTASIS,fndg,PubMed,1
predisposes_to_condition,ESTROGEN USE,fndg,PubMed,1
predisposes_to_condition,Exogenous Factors,fndg,PubMed,1
predisposes_to_condition,Fat-free mass,fndg,PubMed,1
predisposes_to_condition,Fish intake,fndg,PubMed,1
predisposes_to_condition,Folate intake,fndg,PubMed,1
predisposes_to_condition,Follow-up 1 year,fndg,PubMed,1
predisposes_to_condition,Food Consumption,fndg,PubMed,1
NEG_PREDISPOSES,Frailty,fndg,PubMed,1
predisposes_to_condition,Frailty,fndg,PubMed,1
predisposes_to_condition,functional disability,fndg,PubMed,1
predisposes_to_condition,genetic risk factors,fndg,PubMed,1
predisposes_to_condition,Grand multiparity,fndg,PubMed,1
predisposes_to_condition,High fat diet NOS,fndg,PubMed,1
predisposes_to_condition,hormonal changes,fndg,PubMed,1
predisposes_to_condition,Household income,fndg,PubMed,1
predisposes_to_condition,Hypohomocysteinemia,fndg,PubMed,1
predisposes_to_condition,Increased risk,fndg,PubMed,1
predisposes_to_condition,Iron accumulation,fndg,PubMed,1
predisposes_to_condition,Iterations,fndg,PubMed,1
preventative_for_condition,Ketogenic diet,fndg,PubMed,1
predisposes_to_condition,Low expression,fndg,PubMed,1
predisposes_to_condition,Low Level,fndg,PubMed,1
predisposes_to_condition,Magnetic resonance imaging of brain abnormal,fndg,PubMed,1
predisposes_to_condition,May-Hegglin anomaly,fndg,PubMed,1
predisposes_to_condition,MEDITERRANEAN,fndg,PubMed,1
predisposes_to_condition,Mini-mental state examination score,fndg,PubMed,1
predisposes_to_condition,Multiple autoantibodies,fndg,PubMed,1
predisposes_to_condition,N-3 fatty acid intake,fndg,PubMed,1
predisposes_to_condition,Negative Test Result,fndg,PubMed,1
predisposes_to_condition,Neuroinflammation,fndg,PubMed,1
NEG_PREDISPOSES,Onset of illness,fndg,PubMed,1
predisposes_to_condition,Oral health.status,fndg,PubMed,1
predisposes_to_condition,Peripheral vascular alteration,fndg,PubMed,1
predisposes_to_condition,Personal Satisfaction,fndg,PubMed,1
predisposes_to_condition,Physical activity decreased,fndg,PubMed,1
predisposes_to_condition,Physical Inactivity,fndg,PubMed,1
predisposes_to_condition,Platelet volume,fndg,PubMed,1
predisposes_to_condition,Polyunsaturated fatty acid intake,fndg,PubMed,1
predisposes_to_condition,Poor cognition,fndg,PubMed,1
predisposes_to_condition,Poor education,fndg,PubMed,1
predisposes_to_condition,"Potentials, Event-Related",fndg,PubMed,1
predisposes_to_condition,Progressive Disease,fndg,PubMed,1
predisposes_to_condition,PSS (Perceived Stress Scale) score,fndg,PubMed,1
predisposes_to_condition,Pulse pressure increased,fndg,PubMed,1
predisposes_to_condition,racial differences,fndg,PubMed,1
predisposes_to_condition,Reported physical well-being,fndg,PubMed,1
predisposes_to_condition,Reproductive History,fndg,PubMed,1
predisposes_to_condition,Responsive Disease,fndg,PubMed,1
predisposes_to_condition,Risk Scores,fndg,PubMed,1
predisposes_to_condition,Sedentary,fndg,PubMed,1
predisposes_to_condition,Semantic memory performance,fndg,PubMed,1
predisposes_to_condition,Serum cholesterol raised,fndg,PubMed,1
predisposes_to_condition,Sexual intercourse - finding,fndg,PubMed,1
predisposes_to_condition,Shortened sleep cycle,fndg,PubMed,1
predisposes_to_condition,Sleep loss,fndg,PubMed,1
NEG_PREDISPOSES,SLOPE,fndg,PubMed,1
predisposes_to_condition,SLOPE,fndg,PubMed,1
predisposes_to_condition,Social withdrawal,fndg,PubMed,1
predisposes_to_condition,Spouse Abuse,fndg,PubMed,1
predisposes_to_condition,stressor,fndg,PubMed,1
predisposes_to_condition,Sucrose intake,fndg,PubMed,1
predisposes_to_condition,Tea intake,fndg,PubMed,1
predisposes_to_condition,Testosterone increased,fndg,PubMed,1
predisposes_to_condition,Topographical memory,fndg,PubMed,1
predisposes_to_condition,Underlying,fndg,PubMed,1
predisposes_to_condition,Visuospatial memory deficit,fndg,PubMed,1
predisposes_to_condition,Vitamin intake,fndg,PubMed,1
predisposes_to_condition,Vulnerability,fndg,PubMed,1
predisposes_to_condition,Waist circumference,fndg,PubMed,1
predisposes_to_condition,Well elder,fndg,PubMed,1
predisposes_to_condition,Beverages,food_food,PubMed,1
predisposes_to_condition,Coffee,food_food,PubMed,1
predisposes_to_condition,Dairy Products,food_food,PubMed,1
NEG_PREDISPOSES,Diet,food_food,PubMed,1
predisposes_to_condition,Diet,food_food,PubMed,1
predisposes_to_condition,Dietary Supplements,food_food,PubMed,1
predisposes_to_condition,Egg Food Product,food_food,PubMed,1
predisposes_to_condition,Food,food_food,PubMed,1
predisposes_to_condition,Fruit,food_food,PubMed,1
predisposes_to_condition,Meat,food_food,PubMed,1
NEG_PREDISPOSES,Red wine,food_food,PubMed,1
predisposes_to_condition,Strawberries,food_food,PubMed,1
predisposes_to_condition,Tea,food_food,PubMed,1
predisposes_to_condition,Wine,food_food,PubMed,1
preventative_for_condition,Wine,food_food,PubMed,1
predisposes_to_condition,Black tea,food,PubMed,1
predisposes_to_condition,Enrich,food,PubMed,1
predisposes_to_condition,Fatty fish,food,PubMed,1
predisposes_to_condition,Health Food,food,PubMed,1
predisposes_to_condition,Nutrients,food,PubMed,1
predisposes_to_condition,Okra,food,PubMed,1
predisposes_to_condition,Olives - dietary,food,PubMed,1
predisposes_to_condition,Peanut butter,food,PubMed,1
predisposes_to_condition,Rich food,food,PubMed,1
predisposes_to_condition,Soybeans,food,PubMed,1
predisposes_to_condition,Vegetables,food,PubMed,1
predisposes_to_condition,Homologous Gene,gngm_aapp_aapp,PubMed,1
NEG_PREDISPOSES,Alleles,gngm_aapp_gngm,PubMed,1
predisposes_to_condition,Alleles,gngm_aapp_gngm,PubMed,1
predisposes_to_condition,EHD1 wt Allele,gngm_aapp_gngm,PubMed,1
NEG_PREDISPOSES,Genes,gngm_aapp_gngm,PubMed,1
predisposes_to_condition,Genes,gngm_aapp_gngm,PubMed,2
predisposes_to_condition,IMPACT gene,gngm_aapp_gngm,PubMed,1
NEG_PREDISPOSES,Acetylcholinesterase,gngm,PubMed,1
predisposes_to_condition,Acetylcholinesterase,gngm,PubMed,1
predisposes_to_condition,alpha-bungarotoxin receptor,gngm,PubMed,1
predisposes_to_condition,alpha-secretase,gngm,PubMed,1
predisposes_to_condition,amphiphysin 2,gngm,PubMed,1
predisposes_to_condition,amyloid beta-protein (1-42),gngm,PubMed,1
predisposes_to_condition,APOE*4 Allele,gngm,PubMed,1
predisposes_to_condition,Apolipoprotein A-I,gngm,PubMed,1
predisposes_to_condition,Apolipoprotein E,gngm,PubMed,1
preventative_for_condition,Apolipoprotein E,gngm,PubMed,1
preventative_for_condition,apolipoprotein E-2,gngm,PubMed,1
NEG_PREDISPOSES,APP gene,gngm,PubMed,1
predisposes_to_condition,APP gene,gngm,PubMed,2
preventative_for_condition,APP gene,gngm,PubMed,1
preventative_for_condition,aquaporin 4,gngm,PubMed,1
preventative_for_condition,beta catenin,gngm,PubMed,1
predisposes_to_condition,BETA-N-ACETYLHEXOSAMINIDASE,gngm,PubMed,1
predisposes_to_condition,beta-N-methylamino-L-alanine,gngm,PubMed,1
predisposes_to_condition,Butyrylcholinesterase,gngm,PubMed,1
predisposes_to_condition,c-Mer Tyrosine Kinase,gngm,PubMed,1
predisposes_to_condition,Calmodulin,gngm,PubMed,1
predisposes_to_condition,Cancer-Predisposing Gene,gngm,PubMed,1
preventative_for_condition,Cancer-Predisposing Gene,gngm,PubMed,1
predisposes_to_condition,Candidate Disease Gene,gngm,PubMed,1
predisposes_to_condition,CATHEPSIN D,gngm,PubMed,1
predisposes_to_condition,Cholinesterase genes,gngm,PubMed,1
predisposes_to_condition,Cytokine Gene,gngm,PubMed,1
preventative_for_condition,Cytoskeletal Proteins,gngm,PubMed,1
predisposes_to_condition,Dipeptidyl-Peptidase IV,gngm,PubMed,1
predisposes_to_condition,dityrosine,gngm,PubMed,1
predisposes_to_condition,Enzyme Gene,gngm,PubMed,1
predisposes_to_condition,Estrogen Receptor alpha,gngm,PubMed,1
predisposes_to_condition,Exome,gngm,PubMed,1
predisposes_to_condition,gamma-secretase,gngm,PubMed,1
predisposes_to_condition,Gelatinase A,gngm,PubMed,1
predisposes_to_condition,Gene Clusters,gngm,PubMed,1
predisposes_to_condition,"Genes, Mitochondrial",gngm,PubMed,1
predisposes_to_condition,"Genes, Regulator",gngm,PubMed,1
predisposes_to_condition,"Genes, Spliced",gngm,PubMed,1
predisposes_to_condition,genetic locus,gngm,PubMed,1
predisposes_to_condition,Genome,gngm,PubMed,1
predisposes_to_condition,"Genome, Human",gngm,PubMed,1
preventative_for_condition,glial cell-line derived neurotrophic factor,gngm,PubMed,1
preventative_for_condition,Glucose Transporter,gngm,PubMed,1
NEG_PREDISPOSES,Glutamate-Ammonia Ligase,gngm,PubMed,1
predisposes_to_condition,Glutamate-Ammonia Ligase,gngm,PubMed,1
predisposes_to_condition,Glyceraldehyde-3-Phosphate Dehydrogenases,gngm,PubMed,1
predisposes_to_condition,Glycopeptides,gngm,PubMed,1
predisposes_to_condition,Growth Factor Receptors,gngm,PubMed,1
predisposes_to_condition,Heme Oxygenase-1,gngm,PubMed,1
predisposes_to_condition,human leukocyte antigen gene,gngm,PubMed,1
predisposes_to_condition,Interleukin-5,gngm,PubMed,1
NEG_PREDISPOSES,Interleukin-6,gngm,PubMed,1
predisposes_to_condition,Interleukin-6,gngm,PubMed,1
