assay	gene	mouse_symbol	human	human_symbol	human_taxonomy	osd	mouse_entrez	human_entrez
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/319156	H4c4	http://www.ncbi.nlm.nih.gov/gene/121504	H4-16	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	319156	121504
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/319156	H4c4	http://www.ncbi.nlm.nih.gov/gene/554313	H4C15	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	319156	554313
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/319156	H4c4	http://www.ncbi.nlm.nih.gov/gene/8294	H4C9	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	319156	8294
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/319156	H4c4	http://www.ncbi.nlm.nih.gov/gene/8359	H4C1	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	319156	8359
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/319156	H4c4	http://www.ncbi.nlm.nih.gov/gene/8360	H4C4	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	319156	8360
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/319156	H4c4	http://www.ncbi.nlm.nih.gov/gene/8361	H4C6	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	319156	8361
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/319156	H4c4	http://www.ncbi.nlm.nih.gov/gene/8362	H4C12	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	319156	8362
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/319156	H4c4	http://www.ncbi.nlm.nih.gov/gene/8363	H4C11	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	319156	8363
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/319156	H4c4	http://www.ncbi.nlm.nih.gov/gene/8364	H4C3	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	319156	8364
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/319156	H4c4	http://www.ncbi.nlm.nih.gov/gene/8365	H4C8	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	319156	8365
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/319156	H4c4	http://www.ncbi.nlm.nih.gov/gene/8366	H4C2	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	319156	8366
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/319156	H4c4	http://www.ncbi.nlm.nih.gov/gene/8367	H4C5	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	319156	8367
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/319156	H4c4	http://www.ncbi.nlm.nih.gov/gene/8368	H4C13	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	319156	8368
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/319156	H4c4	http://www.ncbi.nlm.nih.gov/gene/8370	H4C14	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	319156	8370
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/319158	H4c9	http://www.ncbi.nlm.nih.gov/gene/121504	H4-16	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	319158	121504
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/319158	H4c9	http://www.ncbi.nlm.nih.gov/gene/554313	H4C15	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	319158	554313
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/319158	H4c9	http://www.ncbi.nlm.nih.gov/gene/8294	H4C9	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	319158	8294
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/319158	H4c9	http://www.ncbi.nlm.nih.gov/gene/8359	H4C1	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	319158	8359
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/319158	H4c9	http://www.ncbi.nlm.nih.gov/gene/8360	H4C4	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	319158	8360
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/319158	H4c9	http://www.ncbi.nlm.nih.gov/gene/8361	H4C6	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	319158	8361
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/319158	H4c9	http://www.ncbi.nlm.nih.gov/gene/8362	H4C12	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	319158	8362
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/319158	H4c9	http://www.ncbi.nlm.nih.gov/gene/8363	H4C11	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	319158	8363
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/319158	H4c9	http://www.ncbi.nlm.nih.gov/gene/8364	H4C3	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	319158	8364
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/319158	H4c9	http://www.ncbi.nlm.nih.gov/gene/8365	H4C8	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	319158	8365
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/319158	H4c9	http://www.ncbi.nlm.nih.gov/gene/8366	H4C2	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	319158	8366
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/319158	H4c9	http://www.ncbi.nlm.nih.gov/gene/8367	H4C5	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	319158	8367
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/319158	H4c9	http://www.ncbi.nlm.nih.gov/gene/8368	H4C13	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	319158	8368
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/319158	H4c9	http://www.ncbi.nlm.nih.gov/gene/8370	H4C14	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	319158	8370
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/319163	H2ac1	http://www.ncbi.nlm.nih.gov/gene/221613	H2AC1	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	319163	221613
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/319182	H2bc9	http://www.ncbi.nlm.nih.gov/gene/3017	H2BC5	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	319182	3017
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/319211	Nol4	http://www.ncbi.nlm.nih.gov/gene/8715	NOL4	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	319211	8715
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/319263	Pcmtd1	http://www.ncbi.nlm.nih.gov/gene/115294	PCMTD1	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	319263	115294
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/319266	A130010J15Rik	http://www.ncbi.nlm.nih.gov/gene/148304	C1orf74	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	319266	148304
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/319278	Shfl	http://www.ncbi.nlm.nih.gov/gene/55337	SHFL	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	319278	55337
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/319322	Sf3b2	http://www.ncbi.nlm.nih.gov/gene/10992	SF3B2	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	319322	10992
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/319448	Fndc3a	http://www.ncbi.nlm.nih.gov/gene/22862	FNDC3A	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	319448	22862
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/319475	Zfp672	http://www.ncbi.nlm.nih.gov/gene/79894	ZNF672	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	319475	79894
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/319476	Lrtm1	http://www.ncbi.nlm.nih.gov/gene/57408	LRTM1	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	319476	57408
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/319508	Syt15	http://www.ncbi.nlm.nih.gov/gene/102724488	SYT15B	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	319508	102724488
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/319508	Syt15	http://www.ncbi.nlm.nih.gov/gene/83849	SYT15	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	319508	83849
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/319518	Pdpr	http://www.ncbi.nlm.nih.gov/gene/55066	PDPR	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	319518	55066
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/319530	Zfp750	http://www.ncbi.nlm.nih.gov/gene/79755	ZNF750	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	319530	79755
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/319565	Syne2	http://www.ncbi.nlm.nih.gov/gene/23224	SYNE2	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	319565	23224
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/319582	Trmt9b	http://www.ncbi.nlm.nih.gov/gene/57604	TRMT9B	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	319582	57604
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/319604	Fam168a	http://www.ncbi.nlm.nih.gov/gene/23201	FAM168A	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	319604	23201
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/319638	Nt5dc1	http://www.ncbi.nlm.nih.gov/gene/221294	NT5DC1	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	319638	221294
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/319670	Eml5	http://www.ncbi.nlm.nih.gov/gene/161436	EML5	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	319670	161436
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/319713	Ablim3	http://www.ncbi.nlm.nih.gov/gene/22885	ABLIM3	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	319713	22885
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/319742	Mpzl3	http://www.ncbi.nlm.nih.gov/gene/196264	MPZL3	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	319742	196264
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/319758	Rfx7	http://www.ncbi.nlm.nih.gov/gene/64864	RFX7	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	319758	64864
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/319800	Slc22a30	http://www.ncbi.nlm.nih.gov/gene/114571	SLC22A9	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	319800	114571
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/319800	Slc22a30	http://www.ncbi.nlm.nih.gov/gene/387601	SLC22A25	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	319800	387601
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/319800	Slc22a30	http://www.ncbi.nlm.nih.gov/gene/387775	SLC22A10	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	319800	387775
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/319848	Slc17a4	http://www.ncbi.nlm.nih.gov/gene/10050	SLC17A4	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	319848	10050
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/319875	Tmprss11b	http://www.ncbi.nlm.nih.gov/gene/132724	TMPRSS11B	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	319875	132724
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/319876	Cobll1	http://www.ncbi.nlm.nih.gov/gene/22837	COBLL1	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	319876	22837
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/319880	Tmcc3	http://www.ncbi.nlm.nih.gov/gene/57458	TMCC3	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	319880	57458
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/319899	Dock6	http://www.ncbi.nlm.nih.gov/gene/57572	DOCK6	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	319899	57572
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/319934	Sbf2	http://www.ncbi.nlm.nih.gov/gene/81846	SBF2	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	319934	81846
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/319939	Tns3	http://www.ncbi.nlm.nih.gov/gene/64759	TNS3	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	319939	64759
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/319944	Taf2	http://www.ncbi.nlm.nih.gov/gene/6873	TAF2	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	319944	6873
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/319945	Flad1	http://www.ncbi.nlm.nih.gov/gene/80308	FLAD1	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	319945	80308
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/319996	Golm2	http://www.ncbi.nlm.nih.gov/gene/113201	GOLM2	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	319996	113201
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/320024	Nceh1	http://www.ncbi.nlm.nih.gov/gene/57552	NCEH1	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	320024	57552
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/320027	Fstl4	http://www.ncbi.nlm.nih.gov/gene/23105	FSTL4	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	320027	23105
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/320129	Grk3	http://www.ncbi.nlm.nih.gov/gene/157	GRK3	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	320129	157
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/320150	Zdhhc17	http://www.ncbi.nlm.nih.gov/gene/23390	ZDHHC17	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	320150	23390
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/320162	Cep95	http://www.ncbi.nlm.nih.gov/gene/90799	CEP95	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	320162	90799
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/320191	Hook3	http://www.ncbi.nlm.nih.gov/gene/84376	HOOK3	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	320191	84376
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/320209	Ddx11	http://www.ncbi.nlm.nih.gov/gene/1663	DDX11	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	320209	1663
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/320213	Senp5	http://www.ncbi.nlm.nih.gov/gene/205564	SENP5	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	320213	205564
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/320214	Cfap91	http://www.ncbi.nlm.nih.gov/gene/89876	CFAP91	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	320214	89876
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/320244	Ttll5	http://www.ncbi.nlm.nih.gov/gene/23093	TTLL5	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	320244	23093
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/320267	Fubp3	http://www.ncbi.nlm.nih.gov/gene/8939	FUBP3	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	320267	8939
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/320277	Spef2	http://www.ncbi.nlm.nih.gov/gene/79925	SPEF2	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	320277	79925
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/320309	1520401A03Rik	http://www.ncbi.nlm.nih.gov/gene/283875	GREP1	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	320309	283875
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/320332	H4f16	http://www.ncbi.nlm.nih.gov/gene/121504	H4-16	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	320332	121504
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/320332	H4f16	http://www.ncbi.nlm.nih.gov/gene/554313	H4C15	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	320332	554313
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/320332	H4f16	http://www.ncbi.nlm.nih.gov/gene/8294	H4C9	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	320332	8294
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/320332	H4f16	http://www.ncbi.nlm.nih.gov/gene/8359	H4C1	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	320332	8359
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/320332	H4f16	http://www.ncbi.nlm.nih.gov/gene/8360	H4C4	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	320332	8360
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/320332	H4f16	http://www.ncbi.nlm.nih.gov/gene/8361	H4C6	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	320332	8361
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/320332	H4f16	http://www.ncbi.nlm.nih.gov/gene/8362	H4C12	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	320332	8362
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/320332	H4f16	http://www.ncbi.nlm.nih.gov/gene/8363	H4C11	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	320332	8363
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/320332	H4f16	http://www.ncbi.nlm.nih.gov/gene/8364	H4C3	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	320332	8364
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/320332	H4f16	http://www.ncbi.nlm.nih.gov/gene/8365	H4C8	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	320332	8365
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/320332	H4f16	http://www.ncbi.nlm.nih.gov/gene/8366	H4C2	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	320332	8366
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/320332	H4f16	http://www.ncbi.nlm.nih.gov/gene/8367	H4C5	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	320332	8367
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/320332	H4f16	http://www.ncbi.nlm.nih.gov/gene/8368	H4C13	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	320332	8368
