hEntrez	humanSymbol_wt	symbol_wt	mEntrez_wt	log2fc_wt	log2fc_mean_wt	adj_p_value_wt	n_mouse_map_wt	humanSymbol_ko	symbol_ko	mEntrez_ko	log2fc_ko	log2fc_mean_ko	adj_p_value_ko	n_mouse_map_ko	sig_wt	sig_ko
4635	MYL4	Myl4	17896	-1.01559	-1.01559	0.000694099	1.0	MYL4	Myl4	17896	-1.0848	-1.0848	0.000261185	1.0	True	True
4637	MYL6	Myl6	17904	0.69203	0.69203	4.62457e-06	1.0	MYL6	Myl6	17904	0.386727	0.386727	0.0181477	1.0	True	True
4642	MYO1D	Myo1d	338367	-0.402434	-0.402434	0.0019793	1.0	MYO1D	Myo1d	338367	-0.305152	-0.305152	0.0254424	1.0	True	True
4644								MYO5A	Myo5a	17918	0.299849	0.299849	0.0131943	1.0	False	True
4647								MYO7A	Myo7a	17921	-0.677143	-0.677143	0.00537267	1.0	False	True
4650								MYO9B	Myo9b	17925	-0.44134	-0.44134	0.0107531	1.0	False	True
4651	MYO10	Myo10	17909	-1.00574	-1.00574	0.0252392	1.0								True	False
4660	PPP1R12B	Ppp1r12b	329251	-0.491667	-0.491667	0.00915671	1.0								True	False
4664								NAB1	Nab1	17936	0.47646	0.47646	0.000198768	1.0	False	True
4666	NACA	Naca	17938	0.396088	0.396088	0.0103225	1.0	NACA	Naca	17938	0.465042	0.465042	0.0019863	1.0	True	True
4669								NAGLU	Naglu	27419	-0.745873	-0.745873	0.00407482	1.0	False	True
4670								HNRNPM	Hnrnpm	76936	-0.310246	-0.310246	0.042544	1.0	False	True
4671	NAIP	Naip2	17948	0.368927	0.368927	2.79032e-05	1.0	NAIP	Naip5	17951	0.282096	0.277208	0.0264995	2.0	True	True
4673								NAP1L1	Nap1l1	53605	0.198248	0.198248	0.0438279	1.0	False	True
4678	NASP	Nasp	50927	0.272962	0.272962	0.015788	1.0								True	False
468	ATF4	Atf4	11911	-0.232427	-0.232427	0.031954	1.0								True	False
4688	NCF2	Ncf2	17970	0.464603	0.464603	0.00118098	1.0	NCF2	Ncf2	17970	0.343562	0.343562	0.0218876	1.0	True	True
4689	NCF4	Ncf4	17972	0.377068	0.377068	0.00615602	1.0								True	False
4690	NCK1	Nck1	17973	0.473285	0.473285	0.000395217	1.0	NCK1	Nck1	17973	0.407691	0.407691	0.00259716	1.0	True	True
4694	NDUFA1	Ndufa1	54405	0.680964	0.680964	4.40869e-08	1.0	NDUFA1	Ndufa1	54405	0.556999	0.556999	7.59923e-06	1.0	True	True
4695	NDUFA2	Ndufa2	17991	0.546735	0.546735	0.00547644	1.0	NDUFA2	Ndufa2	17991	0.411076	0.411076	0.0437269	1.0	True	True
4696	NDUFA3	Ndufa3	66091	0.380928	0.380928	0.00136386	1.0	NDUFA3	Ndufa3	66091	0.33949	0.33949	0.00455939	1.0	True	True
4697	NDUFA4	Ndufa4	17992	0.545142	0.545142	0.000421364	1.0	NDUFA4	Ndufa4	17992	0.360672	0.360672	0.027205	1.0	True	True
4698	NDUFA5	Ndufa5	68202	0.544762	0.544762	0.000252961	1.0	NDUFA5	Ndufa5	68202	0.63839	0.63839	3.37476e-06	1.0	True	True
4700	NDUFA6	Ndufa6	67130	0.536803	0.536803	5.82549e-05	1.0	NDUFA6	Ndufa6	67130	0.347543	0.347543	0.0132576	1.0	True	True
4701	NDUFA7	Ndufa7	66416	0.447851	0.447851	0.000672157	1.0	NDUFA7	Ndufa7	66416	0.307942	0.307942	0.0247013	1.0	True	True
4702	NDUFA8	Ndufa8	68375	0.323296	0.323296	0.0216178	1.0	NDUFA8	Ndufa8	68375	0.300424	0.300424	0.0334892	1.0	True	True
4704	NDUFA9	Ndufa9	66108	0.337166	0.337166	0.00641885	1.0	NDUFA9	Ndufa9	66108	0.275389	0.275389	0.0310167	1.0	True	True
4707	NDUFB1	Ndufb1	102631912	0.533028	0.533028	0.000973047	1.0	NDUFB1	Ndufb1	102631912	0.471111	0.471111	0.00381724	1.0	True	True
4708	NDUFB2	Ndufb2	68198	0.602124	0.602124	0.00305229	1.0								True	False
4709	NDUFB3	Ndufb3	66495	0.421289	0.421289	0.00163745	1.0	NDUFB3	Ndufb3	66495	0.444241	0.444241	0.00065955	1.0	True	True
4710	NDUFB4	Ndufb4|Ndufb4c|Ndufb4b	100042503	0.449507	0.449507	0.0143573	2.0								True	False
4711	NDUFB5	Ndufb5	66046	0.560505	0.560505	1.74e-05	1.0	NDUFB5	Ndufb5	66046	0.38107	0.38107	0.00522313	1.0	True	True
4712	NDUFB6	Ndufb6	230075	0.502014	0.502014	0.0135572	1.0								True	False
4713	NDUFB7	Ndufb7	66916	0.42089	0.42089	0.00149227	1.0	NDUFB7	Ndufb7	66916	0.431468	0.431468	0.00101666	1.0	True	True
4714	NDUFB8	Ndufb8	67264	0.443927	0.443927	0.00246789	1.0	NDUFB8	Ndufb8	67264	0.349604	0.349604	0.0198652	1.0	True	True
4715	NDUFB9	Ndufb9	66218	0.380771	0.380771	0.0293209	1.0								True	False
4716								NDUFB10	Ndufb10	68342	0.393833	0.393833	0.0219599	1.0	False	True
4718	NDUFC2	Ndufc2	68197	0.531662	0.531662	0.00232283	1.0								True	False
4724	NDUFS4	Ndufs4	17993	0.356712	0.356712	0.0373321	1.0	NDUFS4	Ndufs4	17993	0.346334	0.346334	0.0406018	1.0	True	True
4725	NDUFS5	Ndufs5	595136	0.434239	0.434239	0.00745173	1.0	NDUFS5	Ndufs5	595136	0.330232	0.330232	0.0480067	1.0	True	True
4726	NDUFS6	Ndufs6	407785	0.534921	0.534921	0.000685056	1.0	NDUFS6	Ndufs6	407785	0.472668	0.472668	0.00287681	1.0	True	True
4728	NDUFS8	Ndufs8	225887	0.488256	0.488256	0.00085245	1.0	NDUFS8	Ndufs8	225887	0.388316	0.388316	0.0098872	1.0	True	True
4729	NDUFV2	Ndufv2	72900	0.527098	0.527098	0.000341139	1.0								True	False
4731	NDUFV3	Ndufv3	78330	0.461965	0.461965	9.28103e-05	1.0	NDUFV3	Ndufv3	78330	0.522864	0.522864	6.51051e-06	1.0	True	True
4733	DRG1	Drg1	13494	0.25684	0.25684	0.0145025	1.0								True	False
4736	RPL10A	Rpl10a	19896	0.484024	0.484024	0.00641596	1.0	RPL10A	Rpl10a	19896	0.482916	0.482916	0.00638798	1.0	True	True
4738	NEDD8	Nedd8	18002	0.360808	0.360808	0.0128505	1.0	NEDD8	Nedd8	18002	0.380842	0.380842	0.00760424	1.0	True	True
4739								NEDD9	Nedd9	18003	0.366325	0.366325	0.00641917	1.0	False	True
474344								GIMAP6	Gimap6	231931	0.235779	0.235779	0.0438896	1.0	False	True
475	ATOX1	Atox1	11927	0.408188	0.408188	0.00982861	1.0								True	False
4751	NEK2	Nek2	18005	-0.518163	-0.518163	7.04028e-06	1.0	NEK2	Nek2	18005	-0.619928	-0.619928	5.30495e-08	1.0	True	True
4752	NEK3	Nek3	23954	-0.90984	-0.90984	0.000389505	1.0								True	False
4758	NEU1	Neu1	18010	0.378853	0.378853	0.0017462	1.0								True	False
476								ATP1A1	Atp1a1	11928	-0.481832	-0.481832	0.00340307	1.0	False	True
4772								NFATC1	Nfatc1	18018	-0.598442	-0.598442	0.0278173	1.0	False	True
4773								NFATC2	Nfatc2	18019	-0.51573	-0.51573	0.0422344	1.0	False	True
4774	NFIA	Nfia	18027	-0.52609	-0.52609	0.0179754	1.0	NFIA	Nfia	18027	-0.519518	-0.519518	0.0197604	1.0	True	True
4776								NFATC4	Nfatc4	73181	-1.32907	-1.32907	0.048671	1.0	False	True
4778								NFE2	Nfe2	18022	-0.241734	-0.241734	0.0185356	1.0	False	True
4779								NFE2L1	Nfe2l1	18023	-0.406533	-0.406533	0.0176915	1.0	False	True
478								ATP1A3	Atp1a3	232975	-1.13806	-1.13806	0.00164466	1.0	False	True
4782								NFIC	Nfic	18029	-1.50328	-1.50328	1.8543e-06	1.0	False	True
4784	NFIX	Nfix	18032	-0.364711	-0.364711	0.0250849	1.0	NFIX	Nfix	18032	-0.347181	-0.347181	0.0372955	1.0	True	True
4791								NFKB2	Nfkb2	18034	-0.691657	-0.691657	0.00460542	1.0	False	True
4796								TONSL	Tonsl	72749	-0.824618	-0.824618	0.00759734	1.0	False	True
48								ACO1	Aco1	11428	-0.549276	-0.549276	0.0017744	1.0	False	True
4800	NFYA	Nfya	18044	-0.331777	-0.331777	0.000171094	1.0								True	False
4802								NFYC	Nfyc	18046	-0.226895	-0.226895	0.0256904	1.0	False	True
481	ATP1B1	Atp1b1	11931	-0.599153	-0.599153	0.00421919	1.0								True	False
4814	NINJ1	Ninj1	18081	0.584687	0.584687	4.76512e-05	1.0								True	False
4818	NKG7	Nkg7	72310	0.466085	0.466085	0.000416873	1.0	NKG7	Nkg7	72310	0.529918	0.529918	4.7977e-05	1.0	True	True
482	ATP1B2	Atp1b2	11932	-0.653397	-0.653397	0.00913957	1.0	ATP1B2	Atp1b2	11932	-0.990533	-0.990533	6.73235e-05	1.0	True	True
483	ATP1B3	Atp1b3	11933	0.197546	0.197546	0.0426675	1.0	ATP1B3	Atp1b3	11933	0.296961	0.296961	0.00115994	1.0	True	True
4830	NME1	Nme1	18102	0.998714	0.998714	2.18635e-08	1.0								True	False
4831	NME2	Nme2	18103	0.697081	0.697081	0.000717346	1.0	NME2	Nme2	18103	0.530498	0.530498	0.0130205	1.0	True	True
4833	NME4	Nme4	56520	0.63074	0.63074	0.0102454	1.0								True	False
4835	NQO2	Nqo2	18105	0.357281	0.357281	0.00695396	1.0	NQO2	Nqo2	18105	0.473236	0.473236	0.000171206	1.0	True	True
4849								CNOT3	Cnot3	232791	-0.553704	-0.553704	0.00887788	1.0	False	True
4854								NOTCH3	Notch3	18131	-1.10771	-1.10771	0.0020424	1.0	False	True
4860	PNP	Pnp2	667034	-0.350806	-0.350806	0.0390921	1.0	PNP	Pnp2	667034	-0.347046	-0.347046	0.0365558	1.0	True	True
4869	NPM1	Npm1	18148	0.383266	0.383266	0.00460141	1.0	NPM1	Npm1	18148	0.587704	0.587704	3.84473e-06	1.0	True	True
487								ATP2A1	Atp2a1	11937	-1.75074	-1.75074	0.000112545	1.0	False	True
488								ATP2A2	Atp2a2	11938	-0.541975	-0.541975	1.87644e-05	1.0	False	True
489								ATP2A3	Atp2a3	53313	-0.617618	-0.617618	0.00240699	1.0	False	True
4891	SLC11A2	Slc11a2	18174	-0.726675	-0.726675	1.81783e-06	1.0	SLC11A2	Slc11a2	18174	-0.755322	-0.755322	7.00936e-07	1.0	True	True
4893								NRAS	Nras	18176	0.235621	0.235621	0.0294834	1.0	False	True
4899	NRF1	Nrf1	18181	-0.188071	-0.188071	0.0094173	1.0	NRF1	Nrf1	18181	-0.214224	-0.214224	0.00249894	1.0	True	True
4900								NRGN	Nrgn	64011	-0.532169	-0.532169	0.0325983	1.0	False	True
4901	NRL	Nrl	18185	-2.83785	-2.83785	0.000623282	1.0								True	False
4904	YBX1	Ybx1	22608	0.482141	0.482141	0.00055214	1.0	YBX1	Ybx1	22608	0.581622	0.581622	1.9405e-05	1.0	True	True
4905	NSF	Nsf	18195	-0.254367	-0.254367	0.00969325	1.0								True	False
492311	IGIP	Igip	109169	-0.463222	-0.463222	0.00915671	1.0								True	False
4924								NUCB1	Nucb1	18220	-0.764224	-0.764224	6.82469e-05	1.0	False	True
4925	NUCB2	Nucb2	53322	0.419103	0.419103	0.00138133	1.0	NUCB2	Nucb2	53322	0.459742	0.459742	0.000400627	1.0	True	True
4926								NUMA1	Numa1	101706	-0.709083	-0.709083	0.000208934	1.0	False	True
493	ATP2B4	Atp2b4	381290	-0.724321	-0.724321	0.000204676	1.0	ATP2B4	Atp2b4	381290	-0.858167	-0.858167	7.06384e-06	1.0	True	True
493753								COA5	Coa5	76178	0.234215	0.234215	0.0227127	1.0	False	True
4938	OAS1	Oas1b	23961	-0.618064	-0.618064	0.012531	1.0								True	False
493901		Rnase12	497106	0.793505	0.793505	0.0166666	1.0								True	False
493911	PHOSPHO2	Phospho2	73373	0.431381	0.431381	0.021356	1.0								True	False
4940	OAS3	Oas3	246727	-0.475032	-0.475032	0.0101765	1.0	OAS3	Oas3	246727	-1.21743	-1.21743	7.5212e-13	1.0	True	True
4947	OAZ2	Oaz2	18247	0.298886	0.298886	0.0131764	1.0								True	False
4953	ODC1	Odc1	18263	-0.545418	-0.545418	0.00918752	1.0	ODC1	Odc1	18263	-0.464223	-0.464223	0.0301463	1.0	True	True
4957	ODF2	Odf2	18286	-0.519045	-0.519045	2.64513e-06	1.0	ODF2	Odf2	18286	-0.360322	-0.360322	0.0020424	1.0	True	True
4967								OGDH	Ogdh	18293	-0.514416	-0.514416	0.000719085	1.0	False	True
4973								OLR1	Olr1	108078	0.319332	0.319332	0.01056	1.0	False	True
4975	OMP	Omp	18378	-0.896937	-0.896937	0.002267	1.0	OMP	Omp	18378	-1.15246	-1.15246	7.65061e-05	1.0	True	True
497661	C18orf32	BC031181	407819	0.389334	0.389334	0.00100277	1.0	C18orf32	BC031181	407819	0.316394	0.316394	0.00840572	1.0	True	True
4998	ORC1	Orc1	18392	-0.444225	-0.444225	0.0234261	1.0	ORC1	Orc1	18392	-0.588662	-0.588662	0.00149684	1.0	True	True
5004	ORM1	Orm1	18405	0.587254	0.587254	0.00108603	1.0	ORM1	Orm1	18405	0.859653	0.859653	6.02446e-07	1.0	True	True
5005	ORM2	Orm1	18405	0.587254	0.587254	0.00108603	1.0	ORM2	Orm1	18405	0.859653	0.859653	6.02446e-07	1.0	True	True
5018								OXA1L	Oxa1l	69089	-0.224355	-0.224355	0.0346148	1.0	False	True
5023	P2RX1	P2rx1	18436	0.354715	0.354715	0.014479	1.0								True	False
5034	P4HB	P4hb	18453	0.37963	0.37963	0.00913162	1.0								True	False
5045								FURIN	Furin	18550	-0.687518	-0.687518	0.00747183	1.0	False	True
50484	RRM2B	Rrm2b	382985	-0.345922	-0.345922	0.0331295	1.0								True	False
50486	G0S2	G0s2	14373	1.037	1.037	1.51861e-08	1.0								True	False
50488	MINK1	Mink1	50932	-0.484762	-0.484762	0.0273302	1.0								True	False
5050	PAFAH1B3	Pafah1b3	18476	-0.587332	-0.587332	0.00437782	1.0								True	False
50509	COL5A3	Col5a3	53867	-0.847666	-0.847666	0.00188391	1.0	COL5A3	Col5a3	53867	-1.04634	-1.04634	0.000178391	1.0	True	True
5051	PAFAH2	Pafah2	100163	0.40485	0.40485	0.0415612	1.0								True	False
5052	PRDX1	Prdx1	18477	0.646766	0.646766	2.15598e-07	1.0	PRDX1	Prdx1	18477	0.346553	0.346553	0.0101494	1.0	True	True
5055	SERPINB2	Serpinb2	18788	0.735602	0.735602	0.00632195	1.0								True	False
5058	PAK1	Pak1	18479	0.297375	0.297375	0.0154732	1.0	PAK1	Pak1	18479	0.452405	0.452405	0.000106326	1.0	True	True
506	ATP5F1B	Atp5b	11947	0.265544	0.265544	0.0318133	1.0								True	False
50640	PNPLA8	Pnpla8	67452	0.280975	0.280975	0.0377242	1.0	PNPLA8	Pnpla8	67452	0.328583	0.328583	0.0119008	1.0	True	True
50717	DCAF8	Dcaf8	98193	-0.244298	-0.244298	0.0050102	1.0	DCAF8	Dcaf8	98193	-0.272545	-0.272545	0.00136263	1.0	True	True
5079	PAX5	Pax5	18507	-0.604432	-0.604432	0.0299768	1.0								True	False
50804	MYEF2	Myef2	17876	-0.415102	-0.415102	0.00430588	1.0	MYEF2	Myef2	17876	-0.428441	-0.428441	0.00261103	1.0	True	True
50807	ASAP1	Asap1	13196	-0.399428	-0.399428	0.00799319	1.0	ASAP1	Asap1	13196	-0.457905	-0.457905	0.00196489	1.0	True	True
5082	PDCL	Pdcl	67466	0.275053	0.275053	0.0173652	1.0	PDCL	Pdcl	67466	0.238285	0.238285	0.0424984	1.0	True	True
50848	F11R	F11r	16456	-0.902592	-0.902592	0.0418339	1.0								True	False
50853	VILL	Vill	22351	0.721399	0.721399	0.00475863	1.0								True	False
50856	CLEC4A	Clec4a2	26888	0.605656	0.49151199999999995	6.87822e-05	2.0	CLEC4A	Clec4a2	26888	0.339986	0.3231455	0.0402224	2.0	True	True
50862								RNF141	Rnf141	67150	0.275322	0.275322	0.0367683	1.0	False	True
509	ATP5F1C	Atp5c1	11949	0.351714	0.351714	0.00619994	1.0								True	False
5090								PBX3	Pbx3	18516	-0.585541	-0.585541	0.000339428	1.0	False	True
5091	PC	Pcx	18563	-1.03781	-1.03781	5.01292e-07	1.0	PC	Pcx	18563	-1.01182	-1.01182	1.34185e-06	1.0	True	True
5093								PCBP1	Pcbp1	23983	-0.384762	-0.384762	0.048671	1.0	False	True
5094								PCBP2	Pcbp2	18521	-0.293499	-0.293499	0.0309284	1.0	False	True
5098	PCDHGC3	Pcdhgc3	93706	-0.895276	-0.895276	0.027823	1.0								True	False
50999	TMED5	Tmed5	73130	0.449533	0.449533	0.0101895	1.0	TMED5	Tmed5	73130	0.462466	0.462466	0.00751027	1.0	True	True
51								ACOX1	Acox1	11430	-0.397247	-0.397247	0.0174776	1.0	False	True
51003	MED31	Med31	67279	0.435488	0.435488	0.0220999	1.0								True	False
51005	AMDHD2	Amdhd2	245847	0.416317	0.416317	0.0399491	1.0								True	False
51006	SLC35C2	Slc35c2	228875	0.409514	0.409514	0.00215457	1.0								True	False
51008								ASCC1	Ascc1	69090	0.274255	0.274255	0.0231085	1.0	False	True
51009	DERL2	Derl2	116891	0.362265	0.362265	0.00417486	1.0								True	False
51014	TMED7	Tmed7	66676	0.457474	0.457474	3.53547e-07	1.0	TMED7	Tmed7	66676	0.211994	0.211994	0.033112	1.0	True	True
51018								RRP15	Rrp15	67223	0.50494	0.50494	0.00131045	1.0	False	True
51019	WASHC3	Washc3	67282	0.424731	0.424731	0.00457918	1.0	WASHC3	Washc3	67282	0.393377	0.393377	0.00745156	1.0	True	True
51020								HDDC2	Hddc2	69692	0.528206	0.528206	0.00313449	1.0	False	True
51021	MRPS16	Mrps16	66242	0.394837	0.394837	0.0398095	1.0								True	False
51022								GLRX2	Glrx2	69367	0.333386	0.333386	0.0121383	1.0	False	True
51023	MRPS18C	Mrps18c	68735	0.645092	0.645092	0.000430032	1.0	MRPS18C	Mrps18c	68735	0.460121	0.460121	0.0149984	1.0	True	True
51024	FIS1	Fis1	66437	0.493192	0.493192	0.000390911	1.0	FIS1	Fis1	66437	0.313331	0.313331	0.034723	1.0	True	True
51025	PAM16	Pam16	66449	0.371903	0.371903	0.0276578	1.0	PAM16	Pam16	66449	0.35594	0.35594	0.0311467	1.0	True	True
51028	VPS36	Vps36	70160	0.248301	0.248301	0.0220889	1.0	VPS36	Vps36	70160	0.228287	0.228287	0.0366133	1.0	True	True
51030								TVP23B	Tvp23b	67510	0.399301	0.399301	0.0160275	1.0	False	True
51031	GLOD4	Glod4	67201	0.568978	0.568978	2.8122e-06	1.0	GLOD4	Glod4	67201	0.312513	0.312513	0.016632	1.0	True	True
51056								LAP3	Lap3	66988	0.337756	0.337756	0.0150318	1.0	False	True
5106	PCK2	Pck2	74551	-0.375981	-0.375981	0.00244751	1.0	PCK2	Pck2	74551	-0.524955	-0.524955	9.77672e-06	1.0	True	True
51060	TXNDC12	Txndc12	66073	0.299831	0.299831	0.00611941	1.0	TXNDC12	Txndc12	66073	0.402047	0.402047	0.000103853	1.0	True	True
51062	ATL1	Atl1	73991	-1.1803	-1.1803	0.000167569	1.0	ATL1	Atl1	73991	-0.750818	-0.750818	0.0198628	1.0	True	True
51065	RPS27L	Rps27l	67941	0.460316	0.460316	0.0109467	1.0	RPS27L	Rps27l	67941	0.432802	0.432802	0.0167892	1.0	True	True
51067	YARS2	Yars2	70120	0.378341	0.378341	0.00511091	1.0								True	False
51068	NMD3	Nmd3	97112	0.416086	0.416086	0.0335128	1.0								True	False
51071	DERA	Dera	232449	0.480043	0.480043	0.000820091	1.0	DERA	Dera	232449	0.356219	0.356219	0.0168326	1.0	True	True
51072								MEMO1	Memo1	76890	-0.395814	-0.395814	0.00623733	1.0	False	True
51077	FCF1	Fcf1	73736	0.494298	0.494298	4.09167e-05	1.0	FCF1	Fcf1	73736	0.424781	0.424781	0.000447518	1.0	True	True
51078	THAP4	Thap4	67026	0.334709	0.334709	0.0386161	1.0								True	False
51079	NDUFA13	Ndufa13	67184	0.618392	0.618392	3.0638e-07	1.0	NDUFA13	Ndufa13	67184	0.294863	0.294863	0.0260904	1.0	True	True
51082								POLR1D	Polr1d	20018	0.302524	0.302524	0.020528	1.0	False	True
51088								KLHL5	Klhl5	71778	0.20217	0.20217	0.0164118	1.0	False	True
51092								SIDT2	Sidt2	214597	-0.4945	-0.4945	0.0417068	1.0	False	True
51096	UTP18	Utp18	217109	0.231313	0.231313	0.0327793	1.0	UTP18	Utp18	217109	0.270096	0.270096	0.00893856	1.0	True	True
51099	ABHD5	Abhd5	67469	0.273067	0.273067	0.0196629	1.0								True	False
51104								ABHD17B	Abhd17b	226016	0.241893	0.241893	0.0312364	1.0	False	True
51108	METTL9	Mettl9	59052	0.623689	0.623689	0.000117921	1.0	METTL9	Mettl9	59052	0.359459	0.359459	0.0408264	1.0	True	True
51115								RMDN1	Rmdn1	66302	0.428139	0.428139	0.0343908	1.0	False	True
51118								UTP11	Utp11	67205	0.477239	0.477239	5.63654e-05	1.0	False	True
51121	RPL26L1	Rpl26	19941	0.634468	0.634468	8.82094e-05	1.0	RPL26L1	Rpl26	19941	0.52572	0.52572	0.00154034	1.0	True	True
51122	COMMD2	Commd2	52245	0.376075	0.376075	0.00595664	1.0								True	False
51124	IER3IP1	Ier3ip1	66191	0.552308	0.552308	6.935e-07	1.0	IER3IP1	Ier3ip1	66191	0.451788	0.451788	4.7977e-05	1.0	True	True
51126	NAA20	Naa20	67877	0.431366	0.431366	0.0140942	1.0								True	False
51128	SAR1B	Sar1b	66397	0.541181	0.541181	0.00023083	1.0								True	False
51130	ASB3|GPR75-ASB3	Asb3	65257	0.367468	0.367468	0.012757	1.0								True	False
51132								RLIM	Rlim	19820	0.209295	0.209295	0.0248198	1.0	False	True
51138								COPS4	Cops4	26891	0.319191	0.319191	0.00162732	1.0	False	True
51142	CHCHD2	Chchd2	14004	0.522882	0.522882	0.00552312	1.0								True	False
51144	HSD17B12	Hsd17b12	56348	0.42019	0.42019	1.11563e-06	1.0	HSD17B12	Hsd17b12	56348	0.394835	0.394835	4.80468e-06	1.0	True	True
51148	CERCAM	Cercam	99151	-0.508815	-0.508815	0.00541078	1.0	CERCAM	Cercam	99151	-0.929337	-0.929337	6.92439e-08	1.0	True	True
51154	MRTO4	Mrto4	69902	0.344156	0.344156	0.0439406	1.0								True	False
5116								PCNT	Pcnt	18541	-0.512737	-0.512737	0.00796343	1.0	False	True
51160	VPS28	Vps28	66914	0.341655	0.341655	0.00231031	1.0	VPS28	Vps28	66914	0.334919	0.334919	0.00305871	1.0	True	True
51167	CYB5R4	Cyb5r4	266690	0.369682	0.369682	0.00326665	1.0	CYB5R4	Cyb5r4	266690	0.41645	0.41645	0.000702463	1.0	True	True
51168								MYO15A	Myo15	17910	-0.827303	-0.827303	0.0222883	1.0	False	True
51170	HSD17B11	Hsd17b11	114664	0.276372	0.276372	0.0320605	1.0	HSD17B11	Hsd17b11	114664	0.394223	0.394223	0.00137603	1.0	True	True
5118	PCOLCE	Pcolce	18542	-0.80497	-0.80497	0.0306259	1.0	PCOLCE	Pcolce	18542	-0.970457	-0.970457	0.0175723	1.0	True	True
51187								RSL24D1	Rsl24d1	225215	0.43349	0.43349	0.000365511	1.0	False	True
51188	SS18L2	Ss18l2	26901	0.519387	0.519387	0.00232522	1.0								True	False
51192	CKLF	Cklf	75458	0.389738	0.389738	0.000206756	1.0	CKLF	Cklf	75458	0.371057	0.371057	0.000377027	1.0	True	True
51194	IPO11|IPO11-LRRC70	Ipo11|Ipo11-lrrc70	76582	0.358572	0.358572	0.0211096	1.0								True	False
51195	RAPGEFL1	Rapgefl1	268480	-1.11473	-1.11473	0.000414428	1.0								True	False
51218	GLRX5	Glrx5	73046	-0.436139	-0.436139	0.0253433	1.0								True	False
51222								ZNF219	Zfp219	69890	-0.939221	-0.939221	1.93039e-05	1.0	False	True
51234	EMC4	Emc4	68032	0.369962	0.369962	0.00941989	1.0	EMC4	Emc4	68032	0.492211	0.492211	0.000261185	1.0	True	True
51241	COX16	Cox16	66272	0.583681	0.583681	3.58247e-06	1.0	COX16	Cox16	66272	0.296458	0.296458	0.0258058	1.0	True	True
51259	TMEM216	Tmem216	68642	0.405139	0.405139	0.000156504	1.0	TMEM216	Tmem216	68642	0.310258	0.310258	0.00494081	1.0	True	True
51263	MRPL30	Mrpl30	107734	0.479325	0.479325	7.75909e-05	1.0	MRPL30	Mrpl30	107734	0.410482	0.410482	0.000803633	1.0	True	True
51268	PIPOX	Pipox	19193	-1.70059	-1.70059	0.0302288	1.0								True	False
5127	CDK16	Cdk16	18555	-0.346885	-0.346885	0.00138795	1.0	CDK16	Cdk16	18555	-0.369214	-0.369214	0.000729649	1.0	True	True
51270	TFDP3	Tfdp1	21781	0.192585	0.192585	0.0213285	1.0								True	False
51272	BET1L	Bet1l	54399	0.37215	0.37215	0.0089235	1.0								True	False
51274	KLF3	Klf3	16599	-0.614312	-0.614312	0.000105652	1.0	KLF3	Klf3	16599	-0.528469	-0.528469	0.00111612	1.0	True	True
51278	IER5	Ier5	15939	0.352689	0.352689	0.0481627	1.0								True	False
51279	C1RL	C1rl	232371	0.406223	0.406223	0.0087376	1.0								True	False
51280	GOLM1	Golm1	105348	-0.354671	-0.354671	0.000928383	1.0								True	False
51282	SCAND1	Scand1	19018	0.514351	0.514351	0.000302677	1.0								True	False
51287								COA4	Coa4	68185	0.39405	0.39405	0.00607964	1.0	False	True
51292	GMPR2	Gmpr2	105446	0.250671	0.250671	0.036905	1.0								True	False
513	ATP5F1D	Atp5d	66043	0.319949	0.319949	0.0100275	1.0								True	False
5130	PCYT1A	Pcyt1a	13026	-0.32606	-0.32606	0.000343094	1.0	PCYT1A	Pcyt1a	13026	-0.278338	-0.278338	0.00279357	1.0	True	True
51306								FAM13B	Fam13b	225358	-0.279275	-0.279275	0.0465994	1.0	False	True
51311	TLR8	Tlr8	170744	0.443997	0.443997	0.0145434	1.0	TLR8	Tlr8	170744	0.567111	0.567111	0.0012196	1.0	True	True
51312	SLC25A37	Slc25a37	67712	-0.8321	-0.8321	8.98632e-07	1.0	SLC25A37	Slc25a37	67712	-0.754145	-0.754145	1.08238e-05	1.0	True	True
51315	KRCC1	Krcc1	57896	0.447222	0.447222	0.000301892	1.0	KRCC1	Krcc1	57896	0.412759	0.412759	0.000771074	1.0	True	True
51316	PLAC8	Plac8	231507	0.712006	0.712006	1.04641e-05	1.0	PLAC8	Plac8	231507	0.493518	0.493518	0.0035945	1.0	True	True
51317	PHF21A	Phf21a	192285	0.454652	0.454652	0.0122686	1.0								True	False
51318	MRPL35	Mrpl35	66223	0.471224	0.471224	0.00139763	1.0	MRPL35	Mrpl35	66223	0.529795	0.529795	0.000195463	1.0	True	True
51319								RSRC1	Rsrc1	66880	0.290983	0.290983	0.0182886	1.0	False	True
51320	MEX3C	Mex3c	240396	0.2152	0.2152	0.0453047	1.0								True	False
51321								AMZ2	Amz2	13929	0.295679	0.295679	0.025272	1.0	False	True
51324	SPG21	Spg21	27965	0.403749	0.403749	0.000327659	1.0	SPG21	Spg21	27965	0.324551	0.324551	0.00514481	1.0	True	True
51327	AHSP	Ahsp	170812	-0.419951	-0.419951	0.0471287	1.0	AHSP	Ahsp	170812	-0.467446	-0.467446	0.0236702	1.0	True	True
51337								THEM6	Them6	223626	-0.464754	-0.464754	0.00542823	1.0	False	True
