category,K,k,n,N,expected,fold,p,fdr,family,signature,label
http://purl.obolibrary.org/obo/GO_0031623,35,4,321,7663,1.47,2.73,0.0570387766407161,0.1093524475242132,GO_BP,core,receptor internalization
http://purl.obolibrary.org/obo/GO_0002250,154,11,321,7663,6.45,1.71,0.0581331594710159,0.1107949627565244,GO_BP,core,adaptive immune response
http://purl.obolibrary.org/obo/GO_0008284,270,17,321,7663,11.31,1.5,0.0605037144999399,0.1144168600528008,GO_BP,core,positive regulation of cell population proliferation
http://purl.obolibrary.org/obo/GO_0030308,67,6,321,7663,2.81,2.14,0.0607398145959313,0.1144168600528008,GO_BP,core,negative regulation of cell growth
http://purl.obolibrary.org/obo/GO_0070098,36,4,321,7663,1.51,2.65,0.0621422217978336,0.1152192686153687,GO_BP,core,chemokine-mediated signaling pathway
http://purl.obolibrary.org/obo/GO_0007165,943,49,321,7663,39.5,1.24,0.0622001295402375,0.1152192686153687,GO_BP,core,signal transduction
http://purl.obolibrary.org/obo/GO_0048009,22,3,321,7663,0.92,3.26,0.0622326296533627,0.1152192686153687,GO_BP,core,insulin-like growth factor receptor signaling pathway
http://purl.obolibrary.org/obo/GO_0007155,433,25,321,7663,18.14,1.38,0.0629494666367876,0.1158842453995408,GO_BP,core,cell adhesion
http://purl.obolibrary.org/obo/GO_0048511,102,8,321,7663,4.27,1.87,0.0635720475962848,0.1163691718711654,GO_BP,core,rhythmic process
http://purl.obolibrary.org/obo/GO_0071456,85,7,321,7663,3.56,1.97,0.064786298260008,0.1179256215519246,GO_BP,core,cellular response to hypoxia
http://purl.obolibrary.org/obo/GO_0002376,435,25,321,7663,18.22,1.37,0.065699158842536,0.1189191478490596,GO_BP,core,immune system process
http://purl.obolibrary.org/obo/GO_0050821,139,10,321,7663,5.82,1.72,0.0662102410932635,0.1191784339678743,GO_BP,core,protein stabilization
http://purl.obolibrary.org/obo/GO_0071347,37,4,321,7663,1.55,2.58,0.0674782196187609,0.1201260612993326,GO_BP,core,cellular response to interleukin-1
http://purl.obolibrary.org/obo/GO_0045669,37,4,321,7663,1.55,2.58,0.0674782196187609,0.1201260612993326,GO_BP,core,positive regulation of osteoblast differentiation
http://purl.obolibrary.org/obo/GO_0045931,23,3,321,7663,0.96,3.11,0.0694316941232014,0.1229249288154762,GO_BP,core,positive regulation of mitotic cell cycle
http://purl.obolibrary.org/obo/GO_0071356,53,5,321,7663,2.22,2.25,0.0698092188334803,0.1229249288154762,GO_BP,core,cellular response to tumor necrosis factor
http://purl.obolibrary.org/obo/GO_1902895,38,4,321,7663,1.59,2.51,0.0730436609830829,0.1279251143703722,GO_BP,core,positive regulation of miRNA transcription
http://purl.obolibrary.org/obo/GO_0034220,239,15,321,7663,10.01,1.5,0.0763550865343012,0.1303189684564034,GO_BP,core,monoatomic ion transmembrane transport
http://purl.obolibrary.org/obo/GO_0007157,24,3,321,7663,1.01,2.98,0.0769881990540645,0.1303189684564034,GO_BP,core,heterophilic cell-cell adhesion
http://purl.obolibrary.org/obo/GO_0051262,24,3,321,7663,1.01,2.98,0.0769881990540645,0.1303189684564034,GO_BP,core,protein tetramerization
http://purl.obolibrary.org/obo/GO_0034097,24,3,321,7663,1.01,2.98,0.0769881990540645,0.1303189684564034,GO_BP,core,response to cytokine
http://purl.obolibrary.org/obo/GO_0045444,24,3,321,7663,1.01,2.98,0.0769881990540645,0.1303189684564034,GO_BP,core,fat cell differentiation
http://purl.obolibrary.org/obo/GO_1990573,24,3,321,7663,1.01,2.98,0.0769881990540645,0.1303189684564034,GO_BP,core,potassium ion import across plasma membrane
http://purl.obolibrary.org/obo/GO_0071300,39,4,321,7663,1.63,2.45,0.0788349315353551,0.1303189684564034,GO_BP,core,cellular response to retinoic acid
http://purl.obolibrary.org/obo/GO_0070373,39,4,321,7663,1.63,2.45,0.0788349315353551,0.1303189684564034,GO_BP,core,negative regulation of ERK1 and ERK2 cascade
http://purl.obolibrary.org/obo/GO_0071363,39,4,321,7663,1.63,2.45,0.0788349315353551,0.1303189684564034,GO_BP,core,cellular response to growth factor stimulus
http://purl.obolibrary.org/obo/GO_0010595,39,4,321,7663,1.63,2.45,0.0788349315353551,0.1303189684564034,GO_BP,core,positive regulation of endothelial cell migration
http://purl.obolibrary.org/obo/GO_0060079,39,4,321,7663,1.63,2.45,0.0788349315353551,0.1303189684564034,GO_BP,core,excitatory postsynaptic potential
http://purl.obolibrary.org/obo/GO_0071222,90,7,321,7663,3.77,1.86,0.0825059637690972,0.1356950876202412,GO_BP,core,cellular response to lipopolysaccharide
http://purl.obolibrary.org/obo/GO_0009267,40,4,321,7663,1.68,2.39,0.0848479450565917,0.1368351879487976,GO_BP,core,cellular response to starvation
http://purl.obolibrary.org/obo/GO_1904707,25,3,321,7663,1.05,2.86,0.0848884962274948,0.1368351879487976,GO_BP,core,positive regulation of vascular associated smooth muscle cell proliferation
http://purl.obolibrary.org/obo/GO_0043409,25,3,321,7663,1.05,2.86,0.0848884962274948,0.1368351879487976,GO_BP,core,negative regulation of MAPK cascade
http://purl.obolibrary.org/obo/GO_0070371,25,3,321,7663,1.05,2.86,0.0848884962274948,0.1368351879487976,GO_BP,core,ERK1 and ERK2 cascade
http://purl.obolibrary.org/obo/GO_0008202,91,7,321,7663,3.81,1.84,0.0863543043243293,0.1385088841637757,GO_BP,core,steroid metabolic process
http://purl.obolibrary.org/obo/GO_0042593,57,5,321,7663,2.39,2.09,0.0892500562519912,0.1424483656435722,GO_BP,core,glucose homeostasis
http://purl.obolibrary.org/obo/GO_0008286,41,4,321,7663,1.72,2.33,0.0910781767219507,0.1446535747936865,GO_BP,core,insulin receptor signaling pathway
http://purl.obolibrary.org/obo/GO_0030335,169,11,321,7663,7.08,1.55,0.0972591152450212,0.1537168455579847,GO_BP,core,positive regulation of cell migration
http://purl.obolibrary.org/obo/GO_0000086,27,3,321,7663,1.13,2.65,0.1016625850338217,0.1598964929658166,GO_BP,core,G2/M transition of mitotic cell cycle
http://purl.obolibrary.org/obo/GO_0032355,60,5,321,7663,2.51,1.99,0.1054845963157227,0.1651063246680877,GO_BP,core,response to estradiol
http://purl.obolibrary.org/obo/GO_0045766,96,7,321,7663,4.02,1.74,0.1070967017889577,0.1668237085558764,GO_BP,core,positive regulation of angiogenesis
http://purl.obolibrary.org/obo/GO_0001889,28,3,321,7663,1.17,2.56,0.1105061695615275,0.1704952330377853,GO_BP,core,liver development
http://purl.obolibrary.org/obo/GO_0050679,28,3,321,7663,1.17,2.56,0.1105061695615275,0.1704952330377853,GO_BP,core,positive regulation of epithelial cell proliferation
http://purl.obolibrary.org/obo/GO_0001666,97,7,321,7663,4.06,1.72,0.1115405319553182,0.1712755087844697,GO_BP,core,response to hypoxia
http://purl.obolibrary.org/obo/GO_0032760,79,6,321,7663,3.31,1.81,0.112750941112098,0.1715084738043181,GO_BP,core,positive regulation of tumor necrosis factor production
http://purl.obolibrary.org/obo/GO_0001649,79,6,321,7663,3.31,1.81,0.112750941112098,0.1715084738043181,GO_BP,core,osteoblast differentiation
http://purl.obolibrary.org/obo/GO_0030501,29,3,321,7663,1.21,2.47,0.1196333582356411,0.1794500373534616,GO_BP,core,positive regulation of bone mineralization
http://purl.obolibrary.org/obo/GO_0006006,29,3,321,7663,1.21,2.47,0.1196333582356411,0.1794500373534616,GO_BP,core,glucose metabolic process
http://purl.obolibrary.org/obo/GO_0097009,29,3,321,7663,1.21,2.47,0.1196333582356411,0.1794500373534616,GO_BP,core,energy homeostasis
http://purl.obolibrary.org/obo/GO_0055085,278,16,321,7663,11.65,1.37,0.1222098194167094,0.1824699607880823,GO_BP,core,transmembrane transport
http://purl.obolibrary.org/obo/GO_0030154,383,21,321,7663,16.04,1.31,0.1237115123211628,0.1838648164773245,GO_BP,core,cell differentiation
http://purl.obolibrary.org/obo/GO_0001938,46,4,321,7663,1.93,2.08,0.1253026494964769,0.1853792622687604,GO_BP,core,positive regulation of endothelial cell proliferation
http://purl.obolibrary.org/obo/GO_0045786,30,3,321,7663,1.26,2.39,0.1290282721095124,0.189430659019976,GO_BP,core,negative regulation of cell cycle
http://purl.obolibrary.org/obo/GO_0150104,64,5,321,7663,2.68,1.87,0.1292104186525145,0.189430659019976,GO_BP,core,transport across blood-brain barrier
http://purl.obolibrary.org/obo/GO_0098609,102,7,321,7663,4.27,1.64,0.1351835465548534,0.1972949057827591,GO_BP,core,cell-cell adhesion
http://purl.obolibrary.org/obo/GO_0050829,31,3,321,7663,1.3,2.31,0.1386748904098486,0.200583323628531,GO_BP,core,defense response to Gram-negative bacterium
http://purl.obolibrary.org/obo/GO_0030574,31,3,321,7663,1.3,2.31,0.1386748904098486,0.200583323628531,GO_BP,core,collagen catabolic process
http://purl.obolibrary.org/obo/GO_0042742,67,5,321,7663,2.81,1.78,0.1484548910284586,0.2137750430809805,GO_BP,core,defense response to bacterium
http://purl.obolibrary.org/obo/GO_0030336,86,6,321,7663,3.6,1.67,0.1509271266545979,0.2163734028145562,GO_BP,core,negative regulation of cell migration
http://purl.obolibrary.org/obo/GO_0022617,33,3,321,7663,1.38,2.17,0.1586589176296261,0.2244781192663706,GO_BP,core,extracellular matrix disassembly
http://purl.obolibrary.org/obo/GO_0032722,33,3,321,7663,1.38,2.17,0.1586589176296261,0.2244781192663706,GO_BP,core,positive regulation of chemokine production
http://purl.obolibrary.org/obo/GO_0050853,33,3,321,7663,1.38,2.17,0.1586589176296261,0.2244781192663706,GO_BP,core,B cell receptor signaling pathway
http://purl.obolibrary.org/obo/GO_0007179,51,4,321,7663,2.14,1.87,0.1640827379218315,0.2311426395072757,GO_BP,core,transforming growth factor beta receptor signaling pathway
http://purl.obolibrary.org/obo/GO_0030182,52,4,321,7663,2.18,1.84,0.172310091739371,0.241681687114962,GO_BP,core,neuron differentiation
http://purl.obolibrary.org/obo/GO_0048661,35,3,321,7663,1.47,2.05,0.1794572661328291,0.2506213544268821,GO_BP,core,positive regulation of smooth muscle cell proliferation
http://purl.obolibrary.org/obo/GO_0006508,364,19,321,7663,15.25,1.25,0.1889422019512382,0.2627350791081596,GO_BP,core,proteolysis
http://purl.obolibrary.org/obo/GO_0008584,36,3,321,7663,1.51,1.99,0.1901222701632832,0.2632462202260844,GO_BP,core,male gonad development
http://purl.obolibrary.org/obo/GO_0030307,55,4,321,7663,2.3,1.74,0.1978025580971837,0.2727150162701597,GO_BP,core,positive regulation of cell growth
http://purl.obolibrary.org/obo/GO_0006631,114,7,321,7663,4.78,1.47,0.2007352008146406,0.2747079852628445,GO_BP,core,fatty acid metabolic process
http://purl.obolibrary.org/obo/GO_0001764,37,3,321,7663,1.55,1.94,0.2009438040348585,0.2747079852628445,GO_BP,core,neuron migration
http://purl.obolibrary.org/obo/GO_0007193,56,4,321,7663,2.35,1.71,0.2065450954600666,0.2808571093975449,GO_BP,core,adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway
http://purl.obolibrary.org/obo/GO_0070588,95,6,321,7663,3.98,1.51,0.2071754603272013,0.2808571093975449,GO_BP,core,calcium ion transmembrane transport
http://purl.obolibrary.org/obo/GO_0006887,38,3,321,7663,1.59,1.88,0.2119066734392965,0.2845615926127484,GO_BP,core,exocytosis
http://purl.obolibrary.org/obo/GO_0007204,76,5,321,7663,3.18,1.57,0.2125429179391516,0.2845615926127484,GO_BP,core,positive regulation of cytosolic calcium ion concentration
http://purl.obolibrary.org/obo/GO_0006805,76,5,321,7663,3.18,1.57,0.2125429179391516,0.2845615926127484,GO_BP,core,xenobiotic metabolic process
http://purl.obolibrary.org/obo/GO_0042632,57,4,321,7663,2.39,1.68,0.2153975512493554,0.2871967349991406,GO_BP,core,cholesterol homeostasis
http://purl.obolibrary.org/obo/GO_1904646,39,3,321,7663,1.63,1.84,0.2229959852646251,0.2937020293729209,GO_BP,core,cellular response to amyloid-beta
http://purl.obolibrary.org/obo/GO_0007187,39,3,321,7663,1.63,1.84,0.2229959852646251,0.2937020293729209,GO_BP,core,"G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger"
http://purl.obolibrary.org/obo/GO_0051592,39,3,321,7663,1.63,1.84,0.2229959852646251,0.2937020293729209,GO_BP,core,response to calcium ion
http://purl.obolibrary.org/obo/GO_0006955,227,12,321,7663,9.51,1.26,0.2429911994210114,0.318741492357926,GO_BP,core,immune response
http://purl.obolibrary.org/obo/GO_0006936,42,3,321,7663,1.76,1.71,0.2568787654548065,0.3342518875797481,GO_BP,core,muscle contraction
http://purl.obolibrary.org/obo/GO_0006879,42,3,321,7663,1.76,1.71,0.2568787654548065,0.3342518875797481,GO_BP,core,intracellular iron ion homeostasis
http://purl.obolibrary.org/obo/GO_0006355,429,21,321,7663,17.97,1.17,0.2585539960073083,0.3350859788254716,GO_BP,core,regulation of DNA-templated transcription
http://purl.obolibrary.org/obo/GO_0008360,62,4,321,7663,2.6,1.54,0.261045153345918,0.3369666521277985,GO_BP,core,regulation of cell shape
http://purl.obolibrary.org/obo/GO_0031175,63,4,321,7663,2.64,1.52,0.270399739367591,0.3476568077583312,GO_BP,core,neuron projection development
http://purl.obolibrary.org/obo/GO_0006334,44,3,321,7663,1.84,1.63,0.2798424590231876,0.3583753230178371,GO_BP,core,nucleosome assembly
http://purl.obolibrary.org/obo/GO_0045893,392,19,321,7663,16.42,1.16,0.2866293568572092,0.3656216992981724,GO_BP,core,positive regulation of DNA-templated transcription
http://purl.obolibrary.org/obo/GO_0007169,65,4,321,7663,2.72,1.47,0.2892759298751955,0.3665442305596091,GO_BP,core,cell surface receptor protein tyrosine kinase signaling pathway
http://purl.obolibrary.org/obo/GO_0010506,45,3,321,7663,1.89,1.59,0.2913978296379622,0.3665442305596091,GO_BP,core,regulation of autophagy
http://purl.obolibrary.org/obo/GO_0006821,45,3,321,7663,1.89,1.59,0.2913978296379622,0.3665442305596091,GO_BP,core,chloride transport
http://purl.obolibrary.org/obo/GO_0007200,86,5,321,7663,3.6,1.39,0.2918778132233925,0.3665442305596091,GO_BP,core,phospholipase C-activating G protein-coupled receptor signaling pathway
http://purl.obolibrary.org/obo/GO_0046718,87,5,321,7663,3.64,1.37,0.3001139300272631,0.3739881281878202,GO_BP,core,symbiont entry into host cell
http://purl.obolibrary.org/obo/GO_0006814,87,5,321,7663,3.64,1.37,0.3001139300272631,0.3739881281878202,GO_BP,core,sodium ion transport
http://purl.obolibrary.org/obo/GO_0031667,46,3,321,7663,1.93,1.56,0.3029858654617872,0.3746848107237367,GO_BP,core,response to nutrient levels
http://purl.obolibrary.org/obo/GO_0007623,46,3,321,7663,1.93,1.56,0.3029858654617872,0.3746848107237367,GO_BP,core,circadian rhythm
http://purl.obolibrary.org/obo/GO_0000226,47,3,321,7663,1.97,1.52,0.3145948542667101,0.3875617216061372,GO_BP,core,microtubule cytoskeleton organization
http://purl.obolibrary.org/obo/GO_0045892,287,14,321,7663,12.02,1.16,0.3164429709931878,0.3883618280370942,GO_BP,core,negative regulation of DNA-templated transcription
http://purl.obolibrary.org/obo/GO_0007601,68,4,321,7663,2.85,1.4,0.3179032304916807,0.3886816855822813,GO_BP,core,visual perception
http://purl.obolibrary.org/obo/GO_0050728,69,4,321,7663,2.89,1.38,0.3275021517235497,0.398912395332444,GO_BP,core,negative regulation of inflammatory response
http://purl.obolibrary.org/obo/GO_0090090,70,4,321,7663,2.93,1.36,0.3371184818735437,0.4084226484144456,GO_BP,core,negative regulation of canonical Wnt signaling pathway
http://purl.obolibrary.org/obo/GO_0001503,49,3,321,7663,2.05,1.46,0.3378310795526896,0.4084226484144456,GO_BP,core,ossification
http://purl.obolibrary.org/obo/GO_0007507,71,4,321,7663,2.97,1.34,0.3467459456451532,0.4176419568365415,GO_BP,core,heart development
http://purl.obolibrary.org/obo/GO_0006457,116,6,321,7663,4.86,1.23,0.358534862833437,0.4302418354001244,GO_BP,core,protein folding
http://purl.obolibrary.org/obo/GO_0016525,51,3,321,7663,2.14,1.4,0.3610217859064571,0.4316275226335502,GO_BP,core,negative regulation of angiogenesis
http://purl.obolibrary.org/obo/GO_0042127,73,4,321,7663,3.06,1.31,0.3660099682398544,0.4359824621680618,GO_BP,core,regulation of cell population proliferation
http://purl.obolibrary.org/obo/GO_0050727,52,3,321,7663,2.18,1.38,0.3725755631003608,0.4421775913718567,GO_BP,core,regulation of inflammatory response
http://purl.obolibrary.org/obo/GO_0006952,53,3,321,7663,2.22,1.35,0.3840894462902361,0.4541787613067025,GO_BP,core,defense response
http://purl.obolibrary.org/obo/GO_0006915,394,18,321,7663,16.5,1.09,0.3859222569773065,0.4546865864023539,GO_BP,core,apoptotic process
http://purl.obolibrary.org/obo/GO_0008283,54,3,321,7663,2.26,1.33,0.3955548543438555,0.4605809967174069,GO_BP,core,cell population proliferation
http://purl.obolibrary.org/obo/GO_0001501,54,3,321,7663,2.26,1.33,0.3955548543438555,0.4605809967174069,GO_BP,core,skeletal system development
http://purl.obolibrary.org/obo/GO_0051726,121,6,321,7663,5.07,1.18,0.396350649010961,0.4605809967174069,GO_BP,core,regulation of cell cycle
http://purl.obolibrary.org/obo/GO_0006357,235,11,321,7663,9.84,1.12,0.3966114138399892,0.4605809967174069,GO_BP,core,regulation of transcription by RNA polymerase II
http://purl.obolibrary.org/obo/GO_0000165,77,4,321,7663,3.23,1.24,0.4044135720523077,0.4679642762319562,GO_BP,core,MAPK cascade
http://purl.obolibrary.org/obo/GO_0006468,193,9,321,7663,8.08,1.11,0.419578656035576,0.4837846425463581,GO_BP,core,protein phosphorylation
http://purl.obolibrary.org/obo/GO_0010467,58,3,321,7663,2.43,1.23,0.440775177623379,0.5064225445034567,GO_BP,core,gene expression
http://purl.obolibrary.org/obo/GO_0009653,59,3,321,7663,2.47,1.21,0.451884455205094,0.5173518144397543,GO_BP,core,anatomical structure morphogenesis
http://purl.obolibrary.org/obo/GO_0007399,270,12,321,7663,11.31,1.06,0.4590679478099073,0.5237254052479224,GO_BP,core,nervous system development
http://purl.obolibrary.org/obo/GO_0051260,60,3,321,7663,2.51,1.19,0.4629026395198188,0.5262472112435835,GO_BP,core,protein homooligomerization
http://purl.obolibrary.org/obo/GO_0007267,107,5,321,7663,4.48,1.12,0.467069048564293,0.5291271738980102,GO_BP,core,cell-cell signaling
http://purl.obolibrary.org/obo/GO_0046777,84,4,321,7663,3.52,1.14,0.470364032521722,0.5291595365869372,GO_BP,core,protein autophosphorylation
http://purl.obolibrary.org/obo/GO_0006813,84,4,321,7663,3.52,1.14,0.470364032521722,0.5291595365869372,GO_BP,core,potassium ion transport
http://purl.obolibrary.org/obo/GO_0043065,155,7,321,7663,6.49,1.08,0.4747535166190771,0.532249617247685,GO_BP,core,positive regulation of apoptotic process
http://purl.obolibrary.org/obo/GO_0001525,156,7,321,7663,6.53,1.07,0.4815518006014493,0.5380095979133435,GO_BP,core,angiogenesis
http://purl.obolibrary.org/obo/GO_0007186,396,17,321,7663,16.59,1.02,0.4948859754419802,0.5496410014981115,GO_BP,core,G protein-coupled receptor signaling pathway
http://purl.obolibrary.org/obo/GO_0019722,63,3,321,7663,2.64,1.14,0.4953554704859523,0.5496410014981115,GO_BP,core,calcium-mediated signaling
http://purl.obolibrary.org/obo/GO_0008203,64,3,321,7663,2.68,1.12,0.5059559512927073,0.559487127026748,GO_BP,core,cholesterol metabolic process
http://purl.obolibrary.org/obo/GO_0010976,68,3,321,7663,2.85,1.05,0.5471604844415059,0.602993186935537,GO_BP,core,positive regulation of neuron projection development
http://purl.obolibrary.org/obo/GO_0006974,314,13,321,7663,13.15,0.99,0.5589260722834697,0.6138713471859125,GO_BP,core,DNA damage response
http://purl.obolibrary.org/obo/GO_0051607,96,4,321,7663,4.02,0.99,0.5761804823639178,0.6270311537479976,GO_BP,core,defense response to virus
http://purl.obolibrary.org/obo/GO_0010468,96,4,321,7663,4.02,0.99,0.5761804823639178,0.6270311537479976,GO_BP,core,regulation of gene expression
http://purl.obolibrary.org/obo/GO_0050804,71,3,321,7663,2.97,1.01,0.5767138389410594,0.6270311537479976,GO_BP,core,modulation of chemical synaptic transmission
http://purl.obolibrary.org/obo/GO_0035725,74,3,321,7663,3.1,0.97,0.605034350668826,0.6556225070792631,GO_BP,core,sodium ion transmembrane transport
http://purl.obolibrary.org/obo/GO_0006979,100,4,321,7663,4.19,0.95,0.608711739545946,0.6574086787096217,GO_BP,core,response to oxidative stress
http://purl.obolibrary.org/obo/GO_0007229,77,3,321,7663,3.23,0.93,0.6320765231443813,0.6803747292318257,GO_BP,core,integrin-mediated signaling pathway
http://purl.obolibrary.org/obo/GO_0043410,104,4,321,7663,4.36,0.92,0.6396754444768706,0.686274317915583,GO_BP,core,positive regulation of MAPK cascade
http://purl.obolibrary.org/obo/GO_0010629,132,5,321,7663,5.53,0.9,0.6541517321610109,0.6994889809246453,GO_BP,core,negative regulation of gene expression
http://purl.obolibrary.org/obo/GO_0005975,107,4,321,7663,4.48,0.89,0.6618280377246413,0.7052815710583732,GO_BP,core,carbohydrate metabolic process
http://purl.obolibrary.org/obo/GO_0035556,211,8,321,7663,8.84,0.91,0.6647624858011567,0.7052815710583732,GO_BP,core,intracellular signal transduction
http://purl.obolibrary.org/obo/GO_0071805,81,3,321,7663,3.39,0.88,0.6660992615551302,0.7052815710583732,GO_BP,core,potassium ion transmembrane transport
http://purl.obolibrary.org/obo/GO_0042981,117,4,321,7663,4.9,0.82,0.7288602688233228,0.7692206094422038,GO_BP,core,regulation of apoptotic process
http://purl.obolibrary.org/obo/GO_0007156,90,3,321,7663,3.77,0.8,0.7341191197885799,0.7697559702637536,GO_BP,core,homophilic cell-cell adhesion
http://purl.obolibrary.org/obo/GO_0006511,90,3,321,7663,3.77,0.8,0.7341191197885799,0.7697559702637536,GO_BP,core,ubiquitin-dependent protein catabolic process
http://purl.obolibrary.org/obo/GO_0032259,92,3,321,7663,3.85,0.78,0.7476599045757102,0.7814251905888068,GO_BP,core,methylation
http://purl.obolibrary.org/obo/GO_0070374,128,4,321,7663,5.36,0.75,0.7905914049483423,0.823638634094093,GO_BP,core,positive regulation of ERK1 and ERK2 cascade
http://purl.obolibrary.org/obo/GO_0006417,101,3,321,7663,4.23,0.71,0.8018878625423564,0.8327297034093701,GO_BP,core,regulation of translation
http://purl.obolibrary.org/obo/GO_0006869,105,3,321,7663,4.4,0.68,0.8226704270020004,0.8515821672480771,GO_BP,core,lipid transport
http://purl.obolibrary.org/obo/GO_0006914,106,3,321,7663,4.44,0.68,0.8275672162977048,0.8539228601288419,GO_BP,core,autophagy
http://purl.obolibrary.org/obo/GO_0006338,170,5,321,7663,7.12,0.7,0.8465062358863442,0.8706921283402398,GO_BP,core,chromatin remodeling
http://purl.obolibrary.org/obo/GO_0016477,113,3,321,7663,4.73,0.63,0.8587066101459481,0.8804460179977442,GO_BP,core,cell migration
http://purl.obolibrary.org/obo/GO_0006886,118,3,321,7663,4.94,0.61,0.8778339498069473,0.8972182957017381,GO_BP,core,intracellular protein transport
http://purl.obolibrary.org/obo/GO_0016055,120,3,321,7663,5.03,0.6,0.884820040694309,0.901514758443258,GO_BP,core,Wnt signaling pathway
http://purl.obolibrary.org/obo/GO_0043161,129,3,321,7663,5.4,0.56,0.912042536115809,0.9263378736724832,GO_BP,core,proteasome-mediated ubiquitin-dependent protein catabolic process
http://purl.obolibrary.org/obo/GO_0007283,204,5,321,7663,8.55,0.59,0.934295137111076,0.9459738263249644,GO_BP,core,spermatogenesis
http://purl.obolibrary.org/obo/GO_0006281,223,5,321,7663,9.34,0.54,0.9606920756847332,0.9696705062986092,GO_BP,core,DNA repair
http://purl.obolibrary.org/obo/GO_0006325,263,6,321,7663,11.02,0.54,0.9678212918411,0.9738326042127838,GO_BP,core,chromatin organization
http://purl.obolibrary.org/obo/GO_0051301,217,4,321,7663,9.09,0.44,0.9829939127521408,0.9860372375594229,GO_BP,core,cell division
http://purl.obolibrary.org/obo/GO_0015031,312,3,321,7663,13.07,0.23,0.9998611292877444,0.9998611292877444,GO_BP,core,protein transport
http://purl.obolibrary.org/obo/GO_0030336,86,9,154,7663,1.73,5.21,5.197615367462525e-05,0.0045219253696923,GO_BP,bone_marrow,negative regulation of cell migration
http://purl.obolibrary.org/obo/GO_0090103,6,3,154,7663,0.12,24.88,0.0001522896658697,0.0066246004653343,GO_BP,bone_marrow,cochlea morphogenesis
http://purl.obolibrary.org/obo/GO_0006865,29,5,154,7663,0.58,8.58,0.0002470019654131,0.0071630569969819,GO_BP,bone_marrow,amino acid transport
http://purl.obolibrary.org/obo/GO_0007565,51,6,154,7663,1.02,5.85,0.0005100683911054,0.0110939875065438,GO_BP,bone_marrow,female pregnancy
http://purl.obolibrary.org/obo/GO_0030198,37,5,154,7663,0.74,6.72,0.0007966034944051,0.0124859178087514,GO_BP,bone_marrow,extracellular matrix organization
http://purl.obolibrary.org/obo/GO_0015813,10,3,154,7663,0.2,14.93,0.0008610977799138,0.0124859178087514,GO_BP,bone_marrow,L-glutamate transmembrane transport
http://purl.obolibrary.org/obo/GO_0007157,24,4,154,7663,0.48,8.29,0.0012182324409681,0.0151408889091761,GO_BP,bone_marrow,heterophilic cell-cell adhesion
http://purl.obolibrary.org/obo/GO_0007156,90,7,154,7663,1.81,3.87,0.0021391335446139,0.0232630772976772,GO_BP,bone_marrow,homophilic cell-cell adhesion
http://purl.obolibrary.org/obo/GO_0007155,433,18,154,7663,8.7,2.07,0.0025616894796473,0.0247629983032577,GO_BP,bone_marrow,cell adhesion
http://purl.obolibrary.org/obo/GO_0150052,31,4,154,7663,0.62,6.42,0.0032346693220422,0.0281416231017672,GO_BP,bone_marrow,regulation of postsynapse assembly
http://purl.obolibrary.org/obo/GO_0008016,19,3,154,7663,0.38,7.86,0.0060892976175792,0.0448492781934536,GO_BP,bone_marrow,regulation of heart contraction
http://purl.obolibrary.org/obo/GO_0071347,37,4,154,7663,0.74,5.38,0.006186107337028,0.0448492781934536,GO_BP,bone_marrow,cellular response to interleukin-1
http://purl.obolibrary.org/obo/GO_0007010,85,6,154,7663,1.71,3.51,0.0070885183566694,0.0474385459254032,GO_BP,bone_marrow,cytoskeleton organization
http://purl.obolibrary.org/obo/GO_0008360,62,5,154,7663,1.25,4.01,0.0079159460957797,0.0491919507380601,GO_BP,bone_marrow,regulation of cell shape
http://purl.obolibrary.org/obo/GO_0007169,65,5,154,7663,1.31,3.83,0.0096321359325773,0.055676920892022,GO_BP,bone_marrow,cell surface receptor protein tyrosine kinase signaling pathway
http://purl.obolibrary.org/obo/GO_0006954,245,11,154,7663,4.92,2.23,0.0102394337272684,0.055676920892022,GO_BP,bone_marrow,inflammatory response
http://purl.obolibrary.org/obo/GO_0008285,188,9,154,7663,3.78,2.38,0.0133142320860029,0.0681375406754268,GO_BP,bone_marrow,negative regulation of cell population proliferation
http://purl.obolibrary.org/obo/GO_0035094,26,3,154,7663,0.52,5.74,0.0147483120046447,0.0711305172771827,GO_BP,bone_marrow,response to nicotine
http://purl.obolibrary.org/obo/GO_0007612,27,3,154,7663,0.54,5.53,0.0163518430522259,0.0711305172771827,GO_BP,bone_marrow,learning
http://purl.obolibrary.org/obo/GO_0009968,27,3,154,7663,0.54,5.53,0.0163518430522259,0.0711305172771827,GO_BP,bone_marrow,negative regulation of signal transduction
http://purl.obolibrary.org/obo/GO_1902476,50,4,154,7663,1.0,3.98,0.017653774439821,0.0731370655364015,GO_BP,bone_marrow,chloride transmembrane transport
http://purl.obolibrary.org/obo/GO_0007399,270,11,154,7663,5.43,2.03,0.0198946472341269,0.0756136717526892,GO_BP,bone_marrow,nervous system development
http://purl.obolibrary.org/obo/GO_0071356,53,4,154,7663,1.07,3.76,0.0214376865056873,0.0756136717526892,GO_BP,bone_marrow,cellular response to tumor necrosis factor
