trait,tlabel,n_genes
http://www.orpha.net/ORDO/Orphanet_619340,Inherited hematologic cancer-predisposing syndrome,32
http://www.orpha.net/ORDO/Orphanet_519284,Rare disorder of the anterior segment of the eye,32
http://www.ebi.ac.uk/efo/EFO_0004614,apolipoprotein A 1 measurement,32
https://purl.org/okn/frink/kg/digcfdekg/node/trait/4930edc17f5d567b9087,Exp/Insp Mean Atten ratio Slicer,32
https://purl.org/okn/frink/kg/digcfdekg/node/trait/5b7fcfe935bd50a68f14,Mean sphered cell volume,32
http://www.orpha.net/ORDO/Orphanet_399980,Rare genetic male infertility,32
http://www.ebi.ac.uk/efo/EFO_0010701,mean reticulocyte volume,32
http://www.orpha.net/ORDO/Orphanet_182095,Interstitial lung disease,32
https://purl.org/okn/frink/kg/digcfdekg/node/trait/4c9a9bb4a649f5e9348c,Bone fracture,32
http://www.ebi.ac.uk/efo/EFO_0004462,PR interval,32
https://purl.org/okn/frink/kg/digcfdekg/node/trait/7145290c5f78e41a1451,BIGTT acute insulin response,31
http://www.orpha.net/ORDO/Orphanet_211240,Genetic vascular anomaly,31
http://www.ebi.ac.uk/efo/EFO_0007874,gut microbiome measurement,31
http://purl.obolibrary.org/obo/MONDO_0004980,atopic eczema,31
http://www.ebi.ac.uk/efo/EFO_0022196,body surface area,31
http://www.orpha.net/ORDO/Orphanet_93665,Autoinflammatory syndrome,31
https://purl.org/okn/frink/kg/digcfdekg/node/trait/d3e168d6c379d2a170eb,vitamin D measurement,31
https://purl.org/okn/frink/kg/digcfdekg/node/trait/ed11cb0562f533f8ab8b,fatty acid measurement,31
https://purl.org/okn/frink/kg/digcfdekg/node/trait/5abc93dca8d8b8687537,Humerus length to body height ratio,31
https://purl.org/okn/frink/kg/digcfdekg/node/trait/b745628284af28078fbe,eGFRcreat in individuals without diabetes,31
http://www.orpha.net/ORDO/Orphanet_290836,Systemic disease with skin involvement,31
http://www.ebi.ac.uk/efo/EFO_0004314,forced expiratory volume,31
http://www.orpha.net/ORDO/Orphanet_522538,Rare genetic disorder of the anterior segment of the eye,31
http://www.orpha.net/ORDO/Orphanet_97955,Rare respiratory disease,31
http://www.orpha.net/ORDO/Orphanet_98196,Malformation syndrome with hamartosis,31
http://www.orpha.net/ORDO/Orphanet_68419,Rare vascular anomaly,31
http://www.orpha.net/ORDO/Orphanet_98059,Rare digestive tumor,31
http://www.orpha.net/ORDO/Orphanet_364559,Dysostosis,30
http://www.ebi.ac.uk/efo/EFO_0021796,sexual dimorphism measurement,30
http://www.orpha.net/ORDO/Orphanet_183710,Genetic susceptibility to infections due to particular pathogens,30
https://purl.org/okn/frink/kg/digcfdekg/node/trait/b12a05bb9e09b451db88,myeloid white cell count,30
https://purl.org/okn/frink/kg/digcfdekg/node/trait/5fc9a2731ff6f8dcf493,Femur length to body height ratio,30
https://purl.org/okn/frink/kg/digcfdekg/node/trait/0944d733d4783929cc15,Very severe respiratory confirmed COVID-19 vs population,30
https://purl.org/okn/frink/kg/digcfdekg/node/trait/1072bb705e122d0104b1,Urinary albumin-to-creatinine ratio (UACR),30
https://purl.org/okn/frink/kg/digcfdekg/node/trait/f61c5250c8598a5999f0,Total hip replacement,30
http://www.orpha.net/ORDO/Orphanet_404568,Dysostosis of genetic origin,30
https://purl.org/okn/frink/kg/digcfdekg/node/trait/14488f930773270c4c46,Systemic lupus erythematosus (SLE),30
http://www.orpha.net/ORDO/Orphanet_98553,Developmental defect of the eye,30
https://purl.org/okn/frink/kg/digcfdekg/node/trait/7153de2afff9f0479804,Pulse rate,30
http://www.orpha.net/ORDO/Orphanet_183512,Rare genetic epilepsy,30
https://purl.org/okn/frink/kg/digcfdekg/node/trait/5d5f260f07bf2a5b463b,Smoking-fasting glucose interaction,30
https://purl.org/okn/frink/kg/digcfdekg/node/trait/58ba1b6cb7e564812faf,high density lipoprotein particle size measurement,30
https://purl.org/okn/frink/kg/digcfdekg/node/trait/d856331b68512d2435c8,CT Histogram; Expiratory; 15th Percentile in Hu; RML,30
http://www.ebi.ac.uk/efo/EFO_0010351,cholesteryl ester measurement,30
http://www.orpha.net/ORDO/Orphanet_325620,Difference of sex development of gynecological interest,30
https://purl.org/okn/frink/kg/digcfdekg/node/trait/3fb1a0bd59ab8cb06c48,QRS interval,30
http://www.orpha.net/ORDO/Orphanet_183557,Genetic developmental defect of the eye,30
http://www.orpha.net/ORDO/Orphanet_611314,Rare syndromic intellectual disability without multiple congenital anomalies/dysmorphic syndrome,30
https://purl.org/okn/frink/kg/digcfdekg/node/trait/cba69164e825fbe07760,coronary artery disease,30
http://www.ebi.ac.uk/efo/EFO_0004528,mean corpuscular hemoglobin concentration,29
http://www.orpha.net/ORDO/Orphanet_77828,Genetic obesity,29
http://www.orpha.net/ORDO/Orphanet_182222,Rare systemic disease,29
http://purl.obolibrary.org/obo/MONDO_0007275,Carpal tunnel syndrome,29
https://purl.org/okn/frink/kg/digcfdekg/node/trait/108ed1849156f76a1b9d,gout,29
http://www.orpha.net/ORDO/Orphanet_319719,Autoinflammatory syndrome of childhood,29
http://purl.obolibrary.org/obo/OBA_2050002,Descending aorta diameter,29
http://purl.obolibrary.org/obo/MONDO_0005002,chronic obstructive pulmonary disease,29
http://www.orpha.net/ORDO/Orphanet_183521,Rare genetic movement disorder,29
http://www.ebi.ac.uk/efo/EFO_0600088,lymphocyte:monocyte ratio,29
https://purl.org/okn/frink/kg/digcfdekg/node/trait/1bdfe003f3653c598eb2,Waist circumference adj BMI,29
http://www.orpha.net/ORDO/Orphanet_98429,Rare coagulation disorder,29
http://www.orpha.net/ORDO/Orphanet_165711,Rare abdominal surgical disease,29
https://purl.org/okn/frink/kg/digcfdekg/node/trait/12f04fc7524b7508e0c2,cardiovascular disease,29
http://www.orpha.net/ORDO/Orphanet_102003,Rare movement disorder,29
http://www.orpha.net/ORDO/Orphanet_101944,Rare pulmonary disease,29
http://purl.obolibrary.org/obo/MONDO_0005405,childhood onset asthma,29
http://www.orpha.net/ORDO/Orphanet_101955,Rare thyroid disease,29
https://purl.org/okn/frink/kg/digcfdekg/node/trait/f4ead4ebb4207a87b818,Exp MeanAtten RUL,29
http://www.orpha.net/ORDO/Orphanet_567554,Systemic disease with glomerulopathy as a major feature,29
http://www.orpha.net/ORDO/Orphanet_486955,Rare pediatric rheumatologic disease,29
http://www.orpha.net/ORDO/Orphanet_325665,Genetic difference of sex development of gynecological interest,29
http://www.orpha.net/ORDO/Orphanet_98142,Partial autosomal deletion syndrome,28
https://purl.org/okn/frink/kg/digcfdekg/node/trait/d78579e9f58167c459c8,PC1 dietary pattern,28
http://www.ebi.ac.uk/efo/EFO_0005763,pulse pressure measurement,28
http://www.orpha.net/ORDO/Orphanet_98127,Autosomal anomaly syndrome,28
https://purl.org/okn/frink/kg/digcfdekg/node/trait/6cb5c821073bc28aed23,Dyslipidemia (additive model),28
https://purl.org/okn/frink/kg/digcfdekg/node/trait/c5462d59dd625084b4df,mean corpuscular volume,28
http://www.ebi.ac.uk/efo/EFO_0004840,cortical thickness,28
https://purl.org/okn/frink/kg/digcfdekg/node/trait/0399ae757f59cf750c82,Gamma-glutamyl transferase (GGT),28
http://www.ebi.ac.uk/efo/EFO_0007997,granulocyte percentage of myeloid white cells,28
https://purl.org/okn/frink/kg/digcfdekg/node/trait/c3c0e3c12ccc1abbdb0f,Left ventricular end-diastolic volume,28
https://purl.org/okn/frink/kg/digcfdekg/node/trait/f76329af0589ccc14f2b,OPL retinal layer thickness,28
http://www.ebi.ac.uk/efo/EFO_0004747,protein measurement,28
https://purl.org/okn/frink/kg/digcfdekg/node/trait/db839085209bb10728c2,Chronotype (single question),28
https://purl.org/okn/frink/kg/digcfdekg/node/trait/b1062c92ac6d15f7a419,ecosanoids measurement,28
http://www.orpha.net/ORDO/Orphanet_567558,Non-genetic systemic disease with glomerulopathy as a major feature,28
http://www.orpha.net/ORDO/Orphanet_97965,Rare surgical cardiac disease,28
http://www.orpha.net/ORDO/Orphanet_98054,Rare genetic cardiac disease,28
https://purl.org/okn/frink/kg/digcfdekg/node/trait/5246b651aeb8844efce3,All intracranial hemorrhage,28
https://purl.org/okn/frink/kg/digcfdekg/node/trait/5c59ece935c2bc8b9a55,Triglyceride levels in individuals with type 2 diabetes,28
http://www.orpha.net/ORDO/Orphanet_400011,Rare female infertility due to hypothalamic-pituitary-gonadal axis disorder of genetic origin,28
http://www.orpha.net/ORDO/Orphanet_399839,Rare female infertility due to a congenital hypogonadotropic hypogonadism,27
http://www.ebi.ac.uk/efo/EFO_0022157,free cholesterol in large HDL measurement,27
http://www.orpha.net/ORDO/Orphanet_290839,Autoinflammatory syndrome with immune deficiency,27
http://www.orpha.net/ORDO/Orphanet_442,Congenital hypothyroidism,27
http://purl.obolibrary.org/obo/OBA_0003747,glomerular filtration rate,27
http://www.orpha.net/ORDO/Orphanet_181396,Rare hypothyroidism,27
http://purl.obolibrary.org/obo/OBA_2050001,Ascending aorta diameter,27
http://www.orpha.net/ORDO/Orphanet_165652,Rare genetic gastroenterological disease,27
http://www.orpha.net/ORDO/Orphanet_79062,Disorder of amino acid and other organic acid metabolism,27
https://purl.org/okn/frink/kg/digcfdekg/node/trait/3c99205a6cdbc9ceb78c,Age at natural menopause (ANM),27
http://www.orpha.net/ORDO/Orphanet_425003,Inherited digestive cancer-predisposing syndrome,27
http://purl.obolibrary.org/obo/OBA_2050204,Spleen volume,27
http://www.orpha.net/ORDO/Orphanet_183631,Rare genetic thyroid disease,27
http://www.orpha.net/ORDO/Orphanet_174590,Congenital hypogonadotropic hypogonadism,27
https://purl.org/okn/frink/kg/digcfdekg/node/trait/035f88c137e47d5d4bf1,Mean corpuscular volume,27
https://purl.org/okn/frink/kg/digcfdekg/node/trait/1f083e179eacfe8deec1,IgA nephropathy (IgAN),27
http://www.orpha.net/ORDO/Orphanet_98036,Rare otorhinolaryngologic disease,27
http://www.orpha.net/ORDO/Orphanet_102285,Multiple congenital anomalies/dysmorphic syndrome without intellectual disability,27
http://www.orpha.net/ORDO/Orphanet_226292,Permanent congenital hypothyroidism,27
https://purl.org/okn/frink/kg/digcfdekg/node/trait/ebf7f76ec638dff57195,INL retinal layer thickness,27
https://purl.org/okn/frink/kg/digcfdekg/node/trait/79f6c50f2ce41cdcc71e,Wall area percent; segmental (main 6); Vida,27
http://www.orpha.net/ORDO/Orphanet_68335,Rare chromosomal anomaly,27
https://purl.org/okn/frink/kg/digcfdekg/node/trait/fca27f9885873131c14b,Daytime napping,27
https://purl.org/okn/frink/kg/digcfdekg/node/trait/3a022eea2d0438bf2630,Hip circumference adj BMI,27
https://purl.org/okn/frink/kg/digcfdekg/node/trait/20bc621e15ba31a51405,Left ventricular end-systolic volume (BSA-indexed),27
http://www.orpha.net/ORDO/Orphanet_330206,Genetic multiple congenital anomalies/dysmorphic syndrome without intellectual disability,26
https://purl.org/okn/frink/kg/digcfdekg/node/trait/a628e87c06d71052c7e5,Knee osteoarthritis with joint replacement,26
https://purl.org/okn/frink/kg/digcfdekg/node/trait/14a289445a84bd98d5ae,Corrected QT interval (QTc),26
http://www.orpha.net/ORDO/Orphanet_98062,Rare nervous system tumor,26
https://purl.org/okn/frink/kg/digcfdekg/node/trait/7710f00fab744c1cef29,Leukocyte telomere length,26
http://www.orpha.net/ORDO/Orphanet_325706,Genetic 46;XY difference of sex development,26
http://www.ebi.ac.uk/efo/EFO_0007660,neuroticism measurement,26
http://www.orpha.net/ORDO/Orphanet_404571,Dysostosis of genetic origin with limb anomaly as a major feature,26
http://www.ebi.ac.uk/efo/EFO_0009959,Diverticular disease,26
https://purl.org/okn/frink/kg/digcfdekg/node/trait/a91f5635f9c02ac1d96f,Perceived age,26
https://purl.org/okn/frink/kg/digcfdekg/node/trait/25139ff5c98a079d2d6a,Type 1 diabetes with ophthalmic manifestations,26
https://purl.org/okn/frink/kg/digcfdekg/node/trait/45cddefcbef3b4dcab6e,brain measurement,26
http://www.orpha.net/ORDO/Orphanet_169355,Immunodeficiency syndrome with autoimmunity,26
http://www.orpha.net/ORDO/Orphanet_98639,Rare lens disease,26
http://www.orpha.net/ORDO/Orphanet_248308,Rare hemorrhagic disorder,26
http://www.ebi.ac.uk/efo/EFO_0004346,neuroimaging measurement,26
http://www.orpha.net/ORDO/Orphanet_71209,Rare soft tissue tumor,26
http://www.ebi.ac.uk/efo/EFO_0004532,serum gamma-glutamyl transferase measurement,26
http://www.orpha.net/ORDO/Orphanet_252190,Inherited nervous system cancer-predisposing syndrome,26
http://www.orpha.net/ORDO/Orphanet_519,Acute myeloid leukemia,26
http://www.orpha.net/ORDO/Orphanet_102020,Autosomal monosomy syndrome,25
http://www.orpha.net/ORDO/Orphanet_98044,Central nervous system malformation,25
http://www.orpha.net/ORDO/Orphanet_96210,Rare genetic deafness,25
http://www.ebi.ac.uk/efo/EFO_0004327,electrocardiography,25
http://purl.obolibrary.org/obo/OBA_2045559,bone density,25
https://purl.org/okn/frink/kg/digcfdekg/node/trait/69923b87245f7ce91e42,Type 1 diabetes with ketoacidosis,25
https://purl.org/okn/frink/kg/digcfdekg/node/trait/11b5d6c8c300f440f173,cortical surface area measurement,25
http://www.ebi.ac.uk/efo/EFO_0008446,platelet-to-lymphocyte ratio,25
http://www.orpha.net/ORDO/Orphanet_183539,Genetic renal or urinary tract malformation,25
http://www.ebi.ac.uk/efo/EFO_0010733,polyunsaturated fatty acid measurement,25
https://purl.org/okn/frink/kg/digcfdekg/node/trait/f3b68e141b52376867c3,Left ventricular stroke volume,25
http://www.orpha.net/ORDO/Orphanet_364568,Dysostosis with limb anomaly as a major feature,25
http://www.orpha.net/ORDO/Orphanet_93545,Renal or urinary tract malformation,25
http://www.orpha.net/ORDO/Orphanet_71281,Rare central nervous system and retinal vascular disease,25
https://purl.org/okn/frink/kg/digcfdekg/node/trait/255481b3bd878a75c239,rheumatoid arthritis,25
http://www.orpha.net/ORDO/Orphanet_331217,Syndrome with combined immunodeficiency,25
http://www.orpha.net/ORDO/Orphanet_522570,Rare genetic disorder of the posterior segment of the eye,25
https://purl.org/okn/frink/kg/digcfdekg/node/trait/b4fdd3bf98fb702c4abe,Heart rate,25
http://www.orpha.net/ORDO/Orphanet_101954,Rare adrenal disease,25
http://purl.obolibrary.org/obo/MONDO_0007254,Breast cancer,25
http://www.orpha.net/ORDO/Orphanet_93547,Syndromic renal or urinary tract malformation,25
http://www.ebi.ac.uk/efo/EFO_0022298,phospholipids in very large HDL measurement,25
https://purl.org/okn/frink/kg/digcfdekg/node/trait/2c7bbac9336e7644ad4c,hypothyroidism,25
https://purl.org/okn/frink/kg/digcfdekg/node/trait/f78a6c1a2155d5aa3a10,Gestational duration; maternal genotype effect,24
http://www.ebi.ac.uk/efo/EFO_0007987,granulocyte count,24
https://purl.org/okn/frink/kg/digcfdekg/node/trait/b6d248c3dfc3450d50a8,Right atrial maximum area,24
http://www.orpha.net/ORDO/Orphanet_290842,Autoinflammatory syndrome with skin involvement,24
http://www.ebi.ac.uk/efo/EFO_0010638,atopic asthma,24
http://www.orpha.net/ORDO/Orphanet_183484,Genetic subcutaneous tissue disorder,24
http://www.orpha.net/ORDO/Orphanet_183654,Rare genetic coagulation disorder,24
https://purl.org/okn/frink/kg/digcfdekg/node/trait/86f1a2957a16eef2ff59,Left ventricular end-diastolic volume (BSA-indexed),24
https://purl.org/okn/frink/kg/digcfdekg/node/trait/bad923e2ec9e3a00b304,thyroid stimulating hormone measurement,24
http://www.ebi.ac.uk/efo/EFO_0022230,cholesterol in very large VLDL measurement,24
https://purl.org/okn/frink/kg/digcfdekg/node/trait/3cf233173beb114e48bb,Parental longevity (father's attained age),24
http://www.ebi.ac.uk/efo/EFO_0004527,Mean corpuscular hemoglobin,24
http://www.orpha.net/ORDO/Orphanet_519311,Rare disorder of the posterior segment of the eye,24
http://www.ebi.ac.uk/efo/EFO_0010067,Corneal resistance factor,24
http://www.ebi.ac.uk/efo/EFO_0022323,triglycerides in small LDL measurement,24
https://purl.org/okn/frink/kg/digcfdekg/node/trait/d7bc7ef39cadee1c977f,Left ventricular stroke volume (BSA-indexed),24
http://purl.obolibrary.org/obo/MONDO_0004847,Senile cataract,24
http://www.orpha.net/ORDO/Orphanet_183506,Genetic central nervous system malformation,24
https://purl.org/okn/frink/kg/digcfdekg/node/trait/34d3ac7f03723813aec1,breast carcinoma,24
http://www.orpha.net/ORDO/Orphanet_68385,Neurometabolic disease,24
http://www.orpha.net/ORDO/Orphanet_98640,Rare disorder with lens opacification,24
http://www.orpha.net/ORDO/Orphanet_98305,Genetic lipodystrophy,24
https://purl.org/okn/frink/kg/digcfdekg/node/trait/a89836af88d5f6664afe,GFAT adjusted for BMI and height,24
http://www.orpha.net/ORDO/Orphanet_183463,Genetic pigmentation anomaly of the skin,24
http://www.ebi.ac.uk/efo/EFO_0020946,phospholipids:total lipids ratio,24
https://purl.org/okn/frink/kg/digcfdekg/node/trait/ae99105b1d5880597eb7,CT visual scoring; wall thickening,24
http://www.orpha.net/ORDO/Orphanet_166463,Epilepsy syndrome,24
https://purl.org/okn/frink/kg/digcfdekg/node/trait/739e6e5e386a8f800a24,Pituitary hypofunction,24
http://www.orpha.net/ORDO/Orphanet_98085,46;XY difference of sex development,24
http://www.orpha.net/ORDO/Orphanet_93444,Primary bone dysplasia with increased bone density,24
http://www.orpha.net/ORDO/Orphanet_98496,Rare peripheral neuropathy,24
http://www.orpha.net/ORDO/Orphanet_619238,Rare hereditary autoinflammatory disease,24
http://www.orpha.net/ORDO/Orphanet_404577,Genetic syndrome with limb malformations as a major feature,24
http://www.orpha.net/ORDO/Orphanet_68361,Rare deafness,24
http://www.orpha.net/ORDO/Orphanet_183542,Genetic cranial malformation,24
https://purl.org/okn/frink/kg/digcfdekg/node/trait/1a7225da1d9cd7eded75,Pituitary hyperfunction,23
http://www.orpha.net/ORDO/Orphanet_522546,Rare genetic disorder with lens opacification,23
http://www.orpha.net/ORDO/Orphanet_90642,Syndromic genetic deafness,23
http://www.orpha.net/ORDO/Orphanet_183536,Genetic congenital limb malformation,23
https://purl.org/okn/frink/kg/digcfdekg/node/trait/915600dd3aecf69fd92f,Left ventricular end-systolic volume,23
http://www.ebi.ac.uk/efo/EFO_0022229,cholesterol in very large HDL measurement,23
https://purl.org/okn/frink/kg/digcfdekg/node/trait/d9d5ea89038258a91a6b,creatinine measurement,23
http://www.orpha.net/ORDO/Orphanet_101972,Combined T and B cell immunodeficiency,23
http://www.orpha.net/ORDO/Orphanet_98641,Syndromic cataract,23
http://www.orpha.net/ORDO/Orphanet_2781,Osteopetrosis and related disorders,23
http://www.orpha.net/ORDO/Orphanet_211243,Simple vascular malformation,23
https://purl.org/okn/frink/kg/digcfdekg/node/trait/5d00945fc7474871ad73,Exp percent below 856 RML,23
https://purl.org/okn/frink/kg/digcfdekg/node/trait/7c535fe6527a3ddbdba5,Subtle regions of emphysema within secondary pulmonary lobule,23
http://www.orpha.net/ORDO/Orphanet_522572,Rare genetic retinal disorder,23
http://www.orpha.net/ORDO/Orphanet_140653,Neuro-ophthalmological disease,23
http://www.orpha.net/ORDO/Orphanet_98497,Genetic peripheral neuropathy,23
http://www.orpha.net/ORDO/Orphanet_183607,Genetic lens and zonula anomaly,23
https://purl.org/okn/frink/kg/digcfdekg/node/trait/84709e6580c47ba853c9,Right atrial fractional change,23
http://www.orpha.net/ORDO/Orphanet_68362,Rare vascular disease,23
http://www.orpha.net/ORDO/Orphanet_79374,Pigmentation anomaly of the skin,23
http://www.orpha.net/ORDO/Orphanet_167848,Rare cardiomyopathy,23
https://purl.org/okn/frink/kg/digcfdekg/node/trait/331d7f1fdb4d78213083,serum non-albumin protein measurement,23
http://www.orpha.net/ORDO/Orphanet_248326,Rare hemorrhagic disorder due to a platelet anomaly,23
http://www.ebi.ac.uk/efo/EFO_0007825,balding measurement,23
http://www.orpha.net/ORDO/Orphanet_171,Primary sclerosing cholangitis,23
http://www.orpha.net/ORDO/Orphanet_98033,Rare neurologic disease with psychiatric involvement,23
https://purl.org/okn/frink/kg/digcfdekg/node/trait/99c027f2360f572cb6f0,Ease of waking up,23
